utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 1445, 2990, 5657, 5516, 1167, 2932, 123, 123, 123, 3, 5634, 6996, 3, 2513, 3049, 3154, 3049, 233, 3016, 3165, 3494, 3, 5]","[2, 5459, 2483, 3154, 6514, 3, 1913, 3579, 2932, 3111, 896, 3097, 3111, 1326, 3233, 3683, 2977, 3683, 2983, 3, 5]","[2, 1549, 2978, 3004, 2483, 7537, 134, 3, 5460, 332, 2996, 134, 3, 5485, 2598, 2977, 3683, 2947, 3, 5]","[2, 5451, 3059, 3072, 3, 5]","[2, 5634, 2182, 2976, 1164, 3817, 2987, 5748, 123, 123, 123, 3, 5457, 5669, 2231, 3025, 3, 5]",그래도 주면 마싯게 먹어... [SEP] 너무하네 증말 [SEP] 
"[2, 5459, 2483, 3154, 6514, 3, 1913, 3579, 2932, 3111, 896, 3097, 3111, 1326, 3233, 3683, 2977, 3683, 2983, 3, 5]","[2, 1549, 2978, 3004, 2483, 7537, 134, 3, 5460, 332, 2996, 134, 3, 5485, 2598, 2977, 3683, 2947, 3, 5]","[2, 5451, 3059, 3072, 3, 5]","[2, 5634, 2182, 2976, 1164, 3817, 2987, 5748, 123, 123, 123, 3, 5457, 5669, 2231, 3025, 3, 5]","[2, 1251, 5772, 7389, 3173, 3, 6278, 6465, 3, 5451, 6112, 3393, 3, 5]",무어ㅓ어어어ㅓㅇ [SEP] 아니지이ㅣ [SEP] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으으응 [SEP] 
"[2, 1549, 2978, 3004, 2483, 7537, 134, 3, 5460, 332, 2996, 134, 3, 5485, 2598, 2977, 3683, 2947, 3, 5]","[2, 5451, 3059, 3072, 3, 5]","[2, 5634, 2182, 2976, 1164, 3817, 2987, 5748, 123, 123, 123, 3, 5457, 5669, 2231, 3025, 3, 5]","[2, 1251, 5772, 7389, 3173, 3, 6278, 6465, 3, 5451, 6112, 3393, 3, 5]","[2, 7937, 5590, 2231, 3025, 3, 5458, 2781, 3344, 2945, 3080, 2084, 5877, 6276, 3, 332, 2996, 3080, 7519, 5479, 3, 5]",개너무한다 증말 [SEP] 내가 해산물은 잘 안먹어도 [SEP] 과일은 먹는다규 [SEP] 
"[2, 5451, 3059, 3072, 3, 5]","[2, 5634, 2182, 2976, 1164, 3817, 2987, 5748, 123, 123, 123, 3, 5457, 5669, 2231, 3025, 3, 5]","[2, 1251, 5772, 7389, 3173, 3, 6278, 6465, 3, 5451, 6112, 3393, 3, 5]","[2, 7937, 5590, 2231, 3025, 3, 5458, 2781, 3344, 2945, 3080, 2084, 5877, 6276, 3, 332, 2996, 3080, 7519, 5479, 3, 5]","[2, 123, 123, 123, 2781, 3344, 2945, 3005, 2698, 3406, 121, 121, 134, 3, 5811, 7398, 2947, 2042, 3406, 6140, 1863, 5625, 3, 5]","...해산물도 편식,,? [SEP] 아주 못먹는 음식 밖에 없구만 [SEP] "
"[2, 5634, 2182, 2976, 1164, 3817, 2987, 5748, 123, 123, 123, 3, 5457, 5669, 2231, 3025, 3, 5]","[2, 1251, 5772, 7389, 3173, 3, 6278, 6465, 3, 5451, 6112, 3393, 3, 5]","[2, 7937, 5590, 2231, 3025, 3, 5458, 2781, 3344, 2945, 3080, 2084, 5877, 6276, 3, 332, 2996, 3080, 7519, 5479, 3, 5]","[2, 123, 123, 123, 2781, 3344, 2945, 3005, 2698, 3406, 121, 121, 134, 3, 5811, 7398, 2947, 2042, 3406, 6140, 1863, 5625, 3, 5]","[2, 6580, 3005, 6032, 123, 123, 123, 3, 5]",그럴수도 있지... [SEP] 
"[2, 1251, 5772, 7389, 3173, 3, 6278, 6465, 3, 5451, 6112, 3393, 3, 5]","[2, 7937, 5590, 2231, 3025, 3, 5458, 2781, 3344, 2945, 3080, 2084, 5877, 6276, 3, 332, 2996, 3080, 7519, 5479, 3, 5]","[2, 123, 123, 123, 2781, 3344, 2945, 3005, 2698, 3406, 121, 121, 134, 3, 5811, 7398, 2947, 2042, 3406, 6140, 1863, 5625, 3, 5]","[2, 6580, 3005, 6032, 123, 123, 123, 3, 5]","[2, 5857, 1200, 5797, 5838, 119, 3, 5]",대체 머 먹고 살아! [SEP] 
"[2, 7937, 5590, 2231, 3025, 3, 5458, 2781, 3344, 2945, 3080, 2084, 5877, 6276, 3, 332, 2996, 3080, 7519, 5479, 3, 5]","[2, 123, 123, 123, 2781, 3344, 2945, 3005, 2698, 3406, 121, 121, 134, 3, 5811, 7398, 2947, 2042, 3406, 6140, 1863, 5625, 3, 5]","[2, 6580, 3005, 6032, 123, 123, 123, 3, 5]","[2, 5857, 1200, 5797, 5838, 119, 3, 5]","[2, 1958, 123, 123, 123, 134, 3, 6036, 1528, 1621, 5611, 5481, 3, 5]",욕...? [SEP] 오래 살 수 있어ㅎㅎ [SEP] 
"[2, 123, 123, 123, 2781, 3344, 2945, 3005, 2698, 3406, 121, 121, 134, 3, 5811, 7398, 2947, 2042, 3406, 6140, 1863, 5625, 3, 5]","[2, 6580, 3005, 6032, 123, 123, 123, 3, 5]","[2, 5857, 1200, 5797, 5838, 119, 3, 5]","[2, 1958, 123, 123, 123, 134, 3, 6036, 1528, 1621, 5611, 5481, 3, 5]","[2, 5451, 7976, 3077, 3, 5459, 5536, 5859, 3191, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ부럽다 [SEP] 나도 그럴거같은뎋ㅎ [SEP] 
"[2, 6580, 3005, 6032, 123, 123, 123, 3, 5]","[2, 5857, 1200, 5797, 5838, 119, 3, 5]","[2, 1958, 123, 123, 123, 134, 3, 6036, 1528, 1621, 5611, 5481, 3, 5]","[2, 5451, 7976, 3077, 3, 5459, 5536, 5859, 3191, 3, 5]","[2, 6580, 5611, 5448, 3, 5]",그럴수 있어ㅋㅋㅋ [SEP] 
"[2, 5857, 1200, 5797, 5838, 119, 3, 5]","[2, 1958, 123, 123, 123, 134, 3, 6036, 1528, 1621, 5611, 5481, 3, 5]","[2, 5451, 7976, 3077, 3, 5459, 5536, 5859, 3191, 3, 5]","[2, 6580, 5611, 5448, 3, 5]","[2, 1202, 5503, 3134, 134, 134, 134, 134, 3, 5]",먼시간임??????? [SEP] 
"[2, 1958, 123, 123, 123, 134, 3, 6036, 1528, 1621, 5611, 5481, 3, 5]","[2, 5451, 7976, 3077, 3, 5459, 5536, 5859, 3191, 3, 5]","[2, 6580, 5611, 5448, 3, 5]","[2, 1202, 5503, 3134, 134, 134, 134, 134, 3, 5]","[2, 2157, 3247, 5662, 3, 5]",조진거같아 [SEP] 
"[2, 5451, 7976, 3077, 3, 5459, 5536, 5859, 3191, 3, 5]","[2, 6580, 5611, 5448, 3, 5]","[2, 1202, 5503, 3134, 134, 134, 134, 134, 3, 5]","[2, 2157, 3247, 5662, 3, 5]","[2, 5451, 7598, 7020, 3201, 3, 6138, 121, 121, 121, 3, 5]","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쌤이 누군뎅 [SEP] 혹시,,, [SEP] "
"[2, 6580, 5611, 5448, 3, 5]","[2, 1202, 5503, 3134, 134, 134, 134, 134, 3, 5]","[2, 2157, 3247, 5662, 3, 5]","[2, 5451, 7598, 7020, 3201, 3, 6138, 121, 121, 121, 3, 5]","[2, 234, 3278, 4400, 123, 123, 123, 3, 5764, 6601, 5732, 5865, 3, 5]",강곤쨩... [SEP] 아무것도 기억이 안나ㅎㅎㅎ [SEP] 
"[2, 1202, 5503, 3134, 134, 134, 134, 134, 3, 5]","[2, 2157, 3247, 5662, 3, 5]","[2, 5451, 7598, 7020, 3201, 3, 6138, 121, 121, 121, 3, 5]","[2, 234, 3278, 4400, 123, 123, 123, 3, 5764, 6601, 5732, 5865, 3, 5]","[2, 5451, 3454, 2932, 1803, 3, 5451, 7793, 234, 3419, 3449, 1314, 5637, 2958, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ먼지 암 [SEP] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 강권쌤 반이다ㅠ [SEP] 
"[2, 2157, 3247, 5662, 3, 5]","[2, 5451, 7598, 7020, 3201, 3, 6138, 121, 121, 121, 3, 5]","[2, 234, 3278, 4400, 123, 123, 123, 3, 5764, 6601, 5732, 5865, 3, 5]","[2, 5451, 3454, 2932, 1803, 3, 5451, 7793, 234, 3419, 3449, 1314, 5637, 2958, 3, 5]","[2, 6781, 6872, 5476, 5448, 3, 6, 6379, 766, 5642, 5716, 5447, 3, 5564, 5703, 5946, 5475, 6210, 2960, 6305, 2960, 3, 5]",우리반 개꿀잼이야ㅋㅋㅋㅋ [SEP] 김규리 가지 던지고있어ㅋㅋ [SEP] 애들 누나 있었으면 좋겠다고 하고있고 [SEP] 
"[2, 5451, 7598, 7020, 3201, 3, 6138, 121, 121, 121, 3, 5]","[2, 234, 3278, 4400, 123, 123, 123, 3, 5764, 6601, 5732, 5865, 3, 5]","[2, 5451, 3454, 2932, 1803, 3, 5451, 7793, 234, 3419, 3449, 1314, 5637, 2958, 3, 5]","[2, 6781, 6872, 5476, 5448, 3, 6, 6379, 766, 5642, 5716, 5447, 3, 5564, 5703, 5946, 5475, 6210, 2960, 6305, 2960, 3, 5]","[2, 5452, 134, 5451, 3, 5]",진짜?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 234, 3278, 4400, 123, 123, 123, 3, 5764, 6601, 5732, 5865, 3, 5]","[2, 5451, 3454, 2932, 1803, 3, 5451, 7793, 234, 3419, 3449, 1314, 5637, 2958, 3, 5]","[2, 6781, 6872, 5476, 5448, 3, 6, 6379, 766, 5642, 5716, 5447, 3, 5564, 5703, 5946, 5475, 6210, 2960, 6305, 2960, 3, 5]","[2, 5452, 134, 5451, 3, 5]","[2, 5893, 317, 2951, 3077, 3, 241, 2326, 3327, 3649, 2970, 7914, 2987, 3, 1531, 2999, 2367, 3260, 3, 5]",노트북 고쳤다 [SEP] 개 찌끄랭이만한게 [SEP] 삼만 처넌 [SEP] 
"[2, 5451, 3454, 2932, 1803, 3, 5451, 7793, 234, 3419, 3449, 1314, 5637, 2958, 3, 5]","[2, 6781, 6872, 5476, 5448, 3, 6, 6379, 766, 5642, 5716, 5447, 3, 5564, 5703, 5946, 5475, 6210, 2960, 6305, 2960, 3, 5]","[2, 5452, 134, 5451, 3, 5]","[2, 5893, 317, 2951, 3077, 3, 241, 2326, 3327, 3649, 2970, 7914, 2987, 3, 1531, 2999, 2367, 3260, 3, 5]","[2, 5451, 134, 134, 1200, 134, 134, 3, 317, 2940, 3803, 3434, 3063, 134, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?? 머?? [SEP] 고장낫엇음? [SEP] 
"[2, 6781, 6872, 5476, 5448, 3, 6, 6379, 766, 5642, 5716, 5447, 3, 5564, 5703, 5946, 5475, 6210, 2960, 6305, 2960, 3, 5]","[2, 5452, 134, 5451, 3, 5]","[2, 5893, 317, 2951, 3077, 3, 241, 2326, 3327, 3649, 2970, 7914, 2987, 3, 1531, 2999, 2367, 3260, 3, 5]","[2, 5451, 134, 134, 1200, 134, 134, 3, 317, 2940, 3803, 3434, 3063, 134, 3, 5]","[2, 7741, 2970, 1795, 3117, 7923, 3, 7365, 2704, 2991, 2921, 2090, 3152, 3098, 7377, 3, 5]",충전이 안ㄴ됐어 [SEP] 연결 포트가 장애였ㅓㅇ [SEP] 
"[2, 5452, 134, 5451, 3, 5]","[2, 5893, 317, 2951, 3077, 3, 241, 2326, 3327, 3649, 2970, 7914, 2987, 3, 1531, 2999, 2367, 3260, 3, 5]","[2, 5451, 134, 134, 1200, 134, 134, 3, 317, 2940, 3803, 3434, 3063, 134, 3, 5]","[2, 7741, 2970, 1795, 3117, 7923, 3, 7365, 2704, 2991, 2921, 2090, 3152, 3098, 7377, 3, 5]","[2, 2807, 1913, 3197, 3160, 3, 5]",헉 오바네 [SEP] 
"[2, 5893, 317, 2951, 3077, 3, 241, 2326, 3327, 3649, 2970, 7914, 2987, 3, 1531, 2999, 2367, 3260, 3, 5]","[2, 5451, 134, 134, 1200, 134, 134, 3, 317, 2940, 3803, 3434, 3063, 134, 3, 5]","[2, 7741, 2970, 1795, 3117, 7923, 3, 7365, 2704, 2991, 2921, 2090, 3152, 3098, 7377, 3, 5]","[2, 2807, 1913, 3197, 3160, 3, 5]","[2, 6028, 5448, 3, 5462, 127, 2977, 3260, 3, 5]",그치ㅋㅋㅋ [SEP] 근데 3마넌 [SEP] 
"[2, 5451, 134, 134, 1200, 134, 134, 3, 317, 2940, 3803, 3434, 3063, 134, 3, 5]","[2, 7741, 2970, 1795, 3117, 7923, 3, 7365, 2704, 2991, 2921, 2090, 3152, 3098, 7377, 3, 5]","[2, 2807, 1913, 3197, 3160, 3, 5]","[2, 6028, 5448, 3, 5462, 127, 2977, 3260, 3, 5]","[2, 5451, 3151, 3197, 3160, 5543, 3, 6992, 6395, 3005, 3, 1200, 5488, 2790, 2938, 134, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오바네 ㄹㅇ [SEP] 아무리 생각해도 [SEP] 머라고 햇데? [SEP] 
"[2, 7741, 2970, 1795, 3117, 7923, 3, 7365, 2704, 2991, 2921, 2090, 3152, 3098, 7377, 3, 5]","[2, 2807, 1913, 3197, 3160, 3, 5]","[2, 6028, 5448, 3, 5462, 127, 2977, 3260, 3, 5]","[2, 5451, 3151, 3197, 3160, 5543, 3, 6992, 6395, 3005, 3, 1200, 5488, 2790, 2938, 134, 3, 5]","[2, 539, 6533, 5469, 1598, 930, 3077, 3, 5]",난 관리에서 손 뗀다 [SEP] 
"[2, 2807, 1913, 3197, 3160, 3, 5]","[2, 6028, 5448, 3, 5462, 127, 2977, 3260, 3, 5]","[2, 5451, 3151, 3197, 3160, 5543, 3, 6992, 6395, 3005, 3, 1200, 5488, 2790, 2938, 134, 3, 5]","[2, 539, 6533, 5469, 1598, 930, 3077, 3, 5]","[2, 5450, 1200, 5488, 134, 5451, 3, 1831, 6533, 2960, 1200, 2960, 5675, 5742, 6794, 3, 5]",아니 머라고?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 야 관리고 머고 이건아니짘ㅋㅋㅋ [SEP] 
"[2, 6028, 5448, 3, 5462, 127, 2977, 3260, 3, 5]","[2, 5451, 3151, 3197, 3160, 5543, 3, 6992, 6395, 3005, 3, 1200, 5488, 2790, 2938, 134, 3, 5]","[2, 539, 6533, 5469, 1598, 930, 3077, 3, 5]","[2, 5450, 1200, 5488, 134, 5451, 3, 1831, 6533, 2960, 1200, 2960, 5675, 5742, 6794, 3, 5]","[2, 5573, 7953, 2921, 2578, 6119, 3, 5]",어제 와파가 터져서 [SEP] 
"[2, 5451, 3151, 3197, 3160, 5543, 3, 6992, 6395, 3005, 3, 1200, 5488, 2790, 2938, 134, 3, 5]","[2, 539, 6533, 5469, 1598, 930, 3077, 3, 5]","[2, 5450, 1200, 5488, 134, 5451, 3, 1831, 6533, 2960, 1200, 2960, 5675, 5742, 6794, 3, 5]","[2, 5573, 7953, 2921, 2578, 6119, 3, 5]","[2, 5450, 539, 7487, 935, 1913, 3082, 5499, 5448, 3, 5]",아니 난 저걸 또 오해해섴ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 539, 6533, 5469, 1598, 930, 3077, 3, 5]","[2, 5450, 1200, 5488, 134, 5451, 3, 1831, 6533, 2960, 1200, 2960, 5675, 5742, 6794, 3, 5]","[2, 5573, 7953, 2921, 2578, 6119, 3, 5]","[2, 5450, 539, 7487, 935, 1913, 3082, 5499, 5448, 3, 5]","[2, 5857, 1269, 1913, 3082, 6559, 5448, 3, 6564, 3, 5]",대체 뭘 오해한거야ㅋㅋㅋㅋ [SEP] 개웃기네ㅋㅋㅋ [SEP] 
"[2, 5450, 1200, 5488, 134, 5451, 3, 1831, 6533, 2960, 1200, 2960, 5675, 5742, 6794, 3, 5]","[2, 5573, 7953, 2921, 2578, 6119, 3, 5]","[2, 5450, 539, 7487, 935, 1913, 3082, 5499, 5448, 3, 5]","[2, 5857, 1269, 1913, 3082, 6559, 5448, 3, 6564, 3, 5]","[2, 338, 3199, 536, 935, 1165, 7947, 3475, 2965, 3716, 3052, 3, 5]",괜히 나 또 막 상처받을뻔ㅜ [SEP] 
"[2, 5573, 7953, 2921, 2578, 6119, 3, 5]","[2, 5450, 539, 7487, 935, 1913, 3082, 5499, 5448, 3, 5]","[2, 5857, 1269, 1913, 3082, 6559, 5448, 3, 6564, 3, 5]","[2, 338, 3199, 536, 935, 1165, 7947, 3475, 2965, 3716, 3052, 3, 5]","[2, 5973, 5966, 3, 6815, 7711, 2946, 542, 7208, 3, 5573, 7953, 2921, 2578, 3011, 3035, 3, 5]",미안해ㅋㅋㅋㅋ [SEP] 분명 4개나 날렸는데 [SEP] 어제 와파가 터졌엉 [SEP] 
"[2, 5450, 539, 7487, 935, 1913, 3082, 5499, 5448, 3, 5]","[2, 5857, 1269, 1913, 3082, 6559, 5448, 3, 6564, 3, 5]","[2, 338, 3199, 536, 935, 1165, 7947, 3475, 2965, 3716, 3052, 3, 5]","[2, 5973, 5966, 3, 6815, 7711, 2946, 542, 7208, 3, 5573, 7953, 2921, 2578, 3011, 3035, 3, 5]","[2, 1792, 6017, 2059, 5735, 5543, 5622, 3, 5]",아오오 이학교 ㄹㅇ 문제 [SEP] 
"[2, 5857, 1269, 1913, 3082, 6559, 5448, 3, 6564, 3, 5]","[2, 338, 3199, 536, 935, 1165, 7947, 3475, 2965, 3716, 3052, 3, 5]","[2, 5973, 5966, 3, 6815, 7711, 2946, 542, 7208, 3, 5573, 7953, 2921, 2578, 3011, 3035, 3, 5]","[2, 1792, 6017, 2059, 5735, 5543, 5622, 3, 5]","[2, 2062, 3174, 123, 123, 123, 3, 7560, 2344, 2531, 3077, 3, 5]",인졍... [SEP] 문제가 참 크다 [SEP] 
"[2, 338, 3199, 536, 935, 1165, 7947, 3475, 2965, 3716, 3052, 3, 5]","[2, 5973, 5966, 3, 6815, 7711, 2946, 542, 7208, 3, 5573, 7953, 2921, 2578, 3011, 3035, 3, 5]","[2, 1792, 6017, 2059, 5735, 5543, 5622, 3, 5]","[2, 2062, 3174, 123, 123, 123, 3, 7560, 2344, 2531, 3077, 3, 5]","[2, 5451, 3282, 3600, 2925, 3, 539, 5593, 7317, 3082, 3, 5451, 2960, 2977, 3720, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ재밋어 [SEP] 난 사실 만족해 [SEP] ㅋㅋㅋㅋㅋㅋㅋㅋ고마웡 [SEP] 
"[2, 5973, 5966, 3, 6815, 7711, 2946, 542, 7208, 3, 5573, 7953, 2921, 2578, 3011, 3035, 3, 5]","[2, 1792, 6017, 2059, 5735, 5543, 5622, 3, 5]","[2, 2062, 3174, 123, 123, 123, 3, 7560, 2344, 2531, 3077, 3, 5]","[2, 5451, 3282, 3600, 2925, 3, 539, 5593, 7317, 3082, 3, 5451, 2960, 2977, 3720, 3, 5]","[2, 5464, 5448, 3, 5620, 6090, 3, 5]",그래ㅋㅋㅋㅋ [SEP] 열심히 응원해 [SEP] 
"[2, 1792, 6017, 2059, 5735, 5543, 5622, 3, 5]","[2, 2062, 3174, 123, 123, 123, 3, 7560, 2344, 2531, 3077, 3, 5]","[2, 5451, 3282, 3600, 2925, 3, 539, 5593, 7317, 3082, 3, 5451, 2960, 2977, 3720, 3, 5]","[2, 5464, 5448, 3, 5620, 6090, 3, 5]","[2, 536, 5466, 1399, 2941, 2338, 5556, 1528, 5552, 169, 141, 141, 3, 2477, 3211, 6759, 5709, 169, 3, 5]",나 오늘 부터 착하게 살려고~^^ [SEP] 컴활공부해야지~ [SEP] 
"[2, 2062, 3174, 123, 123, 123, 3, 7560, 2344, 2531, 3077, 3, 5]","[2, 5451, 3282, 3600, 2925, 3, 539, 5593, 7317, 3082, 3, 5451, 2960, 2977, 3720, 3, 5]","[2, 5464, 5448, 3, 5620, 6090, 3, 5]","[2, 536, 5466, 1399, 2941, 2338, 5556, 1528, 5552, 169, 141, 141, 3, 2477, 3211, 6759, 5709, 169, 3, 5]","[2, 5490, 3293, 123, 123, 123, 3, 5]",그러렴... [SEP] 
