utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5693, 5459, 6200, 3063, 3, 1541, 3082, 3264, 5518, 1316, 2966, 3039, 3, 5]","[2, 190, 2973, 2973, 3042, 2973, 3043, 3042, 3043, 3042, 5841, 3042, 2973, 3043, 3, 5706, 5666, 3146, 3, 5]","[2, 6938, 3625, 3134, 3, 126, 3424, 3083, 3097, 3349, 3340, 3, 5]","[2, 2853, 2983, 3074, 2974, 1372, 6249, 3, 125, 3180, 2132, 3526, 5474, 3, 2118, 3263, 126, 3424, 3083, 3097, 6010, 5469, 3, 2237, 3291, 1316, 2924, 5769, 3, 5]","[2, 5641, 5448, 3, 5]",시발ㅋㅋㅋㅋㅋ [SEP] 
"[2, 190, 2973, 2973, 3042, 2973, 3043, 3042, 3043, 3042, 5841, 3042, 2973, 3043, 3, 5706, 5666, 3146, 3, 5]","[2, 6938, 3625, 3134, 3, 126, 3424, 3083, 3097, 3349, 3340, 3, 5]","[2, 2853, 2983, 3074, 2974, 1372, 6249, 3, 125, 3180, 2132, 3526, 5474, 3, 2118, 3263, 126, 3424, 3083, 3097, 6010, 5469, 3, 2237, 3291, 1316, 2924, 5769, 3, 5]","[2, 5641, 5448, 3, 5]","[2, 193, 3289, 6793, 5953, 3, 5794, 1312, 3294, 2950, 3, 5]",ㅈ되버린거지 [SEP] 집에 박혀서 [SEP] 
"[2, 6938, 3625, 3134, 3, 126, 3424, 3083, 3097, 3349, 3340, 3, 5]","[2, 2853, 2983, 3074, 2974, 1372, 6249, 3, 125, 3180, 2132, 3526, 5474, 3, 2118, 3263, 126, 3424, 3083, 3097, 6010, 5469, 3, 2237, 3291, 1316, 2924, 5769, 3, 5]","[2, 5641, 5448, 3, 5]","[2, 193, 3289, 6793, 5953, 3, 5794, 1312, 3294, 2950, 3, 5]","[2, 200, 3060, 3160, 3189, 3080, 2928, 2946, 3246, 3246, 3104, 3282, 2972, 3117, 3, 6211, 5732, 7977, 141, 141, 3, 5]",ㅏㅏ네너은내나베베제재ㅐㄴ [SEP] 집에서 안나갈게^^ [SEP] 
"[2, 2853, 2983, 3074, 2974, 1372, 6249, 3, 125, 3180, 2132, 3526, 5474, 3, 2118, 3263, 126, 3424, 3083, 3097, 6010, 5469, 3, 2237, 3291, 1316, 2924, 5769, 3, 5]","[2, 5641, 5448, 3, 5]","[2, 193, 3289, 6793, 5953, 3, 5794, 1312, 3294, 2950, 3, 5]","[2, 200, 3060, 3160, 3189, 3080, 2928, 2946, 3246, 3246, 3104, 3282, 2972, 3117, 3, 6211, 5732, 7977, 141, 141, 3, 5]","[2, 5899, 2946, 2384, 5463, 141, 141, 3, 1852, 4215, 5713, 5552, 3, 5]",코드나 쳐야지^^ [SEP] 어딜 나가려고 [SEP] 
"[2, 5641, 5448, 3, 5]","[2, 193, 3289, 6793, 5953, 3, 5794, 1312, 3294, 2950, 3, 5]","[2, 200, 3060, 3160, 3189, 3080, 2928, 2946, 3246, 3246, 3104, 3282, 2972, 3117, 3, 6211, 5732, 7977, 141, 141, 3, 5]","[2, 5899, 2946, 2384, 5463, 141, 141, 3, 1852, 4215, 5713, 5552, 3, 5]","[2, 6337, 6066, 3, 1792, 5641, 5447, 3, 5]",어림도 없지 [SEP] 아 시발ㅋㅋ [SEP] 
"[2, 193, 3289, 6793, 5953, 3, 5794, 1312, 3294, 2950, 3, 5]","[2, 200, 3060, 3160, 3189, 3080, 2928, 2946, 3246, 3246, 3104, 3282, 2972, 3117, 3, 6211, 5732, 7977, 141, 141, 3, 5]","[2, 5899, 2946, 2384, 5463, 141, 141, 3, 1852, 4215, 5713, 5552, 3, 5]","[2, 6337, 6066, 3, 1792, 5641, 5447, 3, 5]","[2, 743, 3818, 805, 3400, 7557, 2938, 3, 5]",대략 동선이라는데 [SEP] 
"[2, 200, 3060, 3160, 3189, 3080, 2928, 2946, 3246, 3246, 3104, 3282, 2972, 3117, 3, 6211, 5732, 7977, 141, 141, 3, 5]","[2, 5899, 2946, 2384, 5463, 141, 141, 3, 1852, 4215, 5713, 5552, 3, 5]","[2, 6337, 6066, 3, 1792, 5641, 5447, 3, 5]","[2, 743, 3818, 805, 3400, 7557, 2938, 3, 5]","[2, 1931, 1782, 3144, 5448, 3, 2125, 4252, 3136, 6807, 7981, 3, 5594, 6341, 3, 5]",와 씨발ㅋㅋㅋㅋㅋ [SEP] 접촉자 1318 [SEP] 미쳤냨ㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 5899, 2946, 2384, 5463, 141, 141, 3, 1852, 4215, 5713, 5552, 3, 5]","[2, 6337, 6066, 3, 1792, 5641, 5447, 3, 5]","[2, 743, 3818, 805, 3400, 7557, 2938, 3, 5]","[2, 1931, 1782, 3144, 5448, 3, 2125, 4252, 3136, 6807, 7981, 3, 5594, 6341, 3, 5]","[2, 186, 3057, 5460, 7663, 5505, 3, 5667, 2116, 6117, 805, 3400, 5637, 5488, 5908, 821, 3048, 3, 5]",ㅁㄹ 그냥 댓글이라 [SEP] 대충 저 정도 동선이다라고 보면 될듯 [SEP] 
"[2, 6337, 6066, 3, 1792, 5641, 5447, 3, 5]","[2, 743, 3818, 805, 3400, 7557, 2938, 3, 5]","[2, 1931, 1782, 3144, 5448, 3, 2125, 4252, 3136, 6807, 7981, 3, 5594, 6341, 3, 5]","[2, 186, 3057, 5460, 7663, 5505, 3, 5667, 2116, 6117, 805, 3400, 5637, 5488, 5908, 821, 3048, 3, 5]","[2, 536, 5948, 2932, 6390, 7688, 5636, 5611, 3, 5]",나 이모지 추가하고싶은거 있어 [SEP] 
"[2, 743, 3818, 805, 3400, 7557, 2938, 3, 5]","[2, 1931, 1782, 3144, 5448, 3, 2125, 4252, 3136, 6807, 7981, 3, 5594, 6341, 3, 5]","[2, 186, 3057, 5460, 7663, 5505, 3, 5667, 2116, 6117, 805, 3400, 5637, 5488, 5908, 821, 3048, 3, 5]","[2, 536, 5948, 2932, 6390, 7688, 5636, 5611, 3, 5]","[2, 555, 1598, 5461, 7450, 134, 3, 5]",내 손으로 하라고? [SEP] 
"[2, 1931, 1782, 3144, 5448, 3, 2125, 4252, 3136, 6807, 7981, 3, 5594, 6341, 3, 5]","[2, 186, 3057, 5460, 7663, 5505, 3, 5667, 2116, 6117, 805, 3400, 5637, 5488, 5908, 821, 3048, 3, 5]","[2, 536, 5948, 2932, 6390, 7688, 5636, 5611, 3, 5]","[2, 555, 1598, 5461, 7450, 134, 3, 5]","[2, 5820, 3, 5]",아닠ㅋㅋㅋㅋ [SEP] 
"[2, 186, 3057, 5460, 7663, 5505, 3, 5667, 2116, 6117, 805, 3400, 5637, 5488, 5908, 821, 3048, 3, 5]","[2, 536, 5948, 2932, 6390, 7688, 5636, 5611, 3, 5]","[2, 555, 1598, 5461, 7450, 134, 3, 5]","[2, 5820, 3, 5]","[2, 2175, 3024, 6719, 3, 5]",죠랄 ㄴㄴ [SEP] 
"[2, 536, 5948, 2932, 6390, 7688, 5636, 5611, 3, 5]","[2, 555, 1598, 5461, 7450, 134, 3, 5]","[2, 5820, 3, 5]","[2, 2175, 3024, 6719, 3, 5]","[2, 5460, 6200, 5479, 141, 141, 3, 5]",그냥 하고싶다고^^ [SEP] 
"[2, 555, 1598, 5461, 7450, 134, 3, 5]","[2, 5820, 3, 5]","[2, 2175, 3024, 6719, 3, 5]","[2, 5460, 6200, 5479, 141, 141, 3, 5]","[2, 7482, 3005, 5657, 3, 5640, 1438, 3127, 3406, 5948, 2932, 2974, 3, 6086, 3151, 5449, 3, 5]",안그래도 요즘 [SEP] 계속 비공식 이모지로 [SEP] 올라오는데 [SEP] 
"[2, 5820, 3, 5]","[2, 2175, 3024, 6719, 3, 5]","[2, 5460, 6200, 5479, 141, 141, 3, 5]","[2, 7482, 3005, 5657, 3, 5640, 1438, 3127, 3406, 5948, 2932, 2974, 3, 6086, 3151, 5449, 3, 5]","[2, 5458, 5919, 141, 141, 3, 5]",내가 할게^^ [SEP] 
"[2, 2175, 3024, 6719, 3, 5]","[2, 5460, 6200, 5479, 141, 141, 3, 5]","[2, 7482, 3005, 5657, 3, 5640, 1438, 3127, 3406, 5948, 2932, 2974, 3, 6086, 3151, 5449, 3, 5]","[2, 5458, 5919, 141, 141, 3, 5]","[2, 1621, 3345, 1084, 2938, 1792, 3233, 4388, 391, 3254, 6687, 5943, 3, 7870, 6661, 7492, 3136, 3, 5]",수완 롯데 아울렛 근무 안했단다 [SEP] 16번째 확진자 [SEP] 
"[2, 5460, 6200, 5479, 141, 141, 3, 5]","[2, 7482, 3005, 5657, 3, 5640, 1438, 3127, 3406, 5948, 2932, 2974, 3, 6086, 3151, 5449, 3, 5]","[2, 5458, 5919, 141, 141, 3, 5]","[2, 1621, 3345, 1084, 2938, 1792, 3233, 4388, 391, 3254, 6687, 5943, 3, 7870, 6661, 7492, 3136, 3, 5]","[2, 2453, 5583, 2936, 3117, 5449, 134, 3, 5]",카더라라ㄴ는데? [SEP] 
"[2, 7482, 3005, 5657, 3, 5640, 1438, 3127, 3406, 5948, 2932, 2974, 3, 6086, 3151, 5449, 3, 5]","[2, 5458, 5919, 141, 141, 3, 5]","[2, 1621, 3345, 1084, 2938, 1792, 3233, 4388, 391, 3254, 6687, 5943, 3, 7870, 6661, 7492, 3136, 3, 5]","[2, 2453, 5583, 2936, 3117, 5449, 134, 3, 5]","[2, 2850, 3103, 3362, 7258, 2921, 6032, 3244, 1797, 3166, 3, 6390, 7492, 3136, 3, 7870, 3009, 7492, 3136, 3, 896, 2970, 7189, 3009, 7492, 3136, 3, 5]",확정된 정보가 있지를 않누 [SEP] 추가 확진자 [SEP] 16번 확진자 [SEP] 딸이 18번 확진자 [SEP] 
"[2, 5458, 5919, 141, 141, 3, 5]","[2, 1621, 3345, 1084, 2938, 1792, 3233, 4388, 391, 3254, 6687, 5943, 3, 7870, 6661, 7492, 3136, 3, 5]","[2, 2453, 5583, 2936, 3117, 5449, 134, 3, 5]","[2, 2850, 3103, 3362, 7258, 2921, 6032, 3244, 1797, 3166, 3, 6390, 7492, 3136, 3, 7870, 3009, 7492, 3136, 3, 896, 2970, 7189, 3009, 7492, 3136, 3, 5]","[2, 6009, 3, 5]",ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 1621, 3345, 1084, 2938, 1792, 3233, 4388, 391, 3254, 6687, 5943, 3, 7870, 6661, 7492, 3136, 3, 5]","[2, 2453, 5583, 2936, 3117, 5449, 134, 3, 5]","[2, 2850, 3103, 3362, 7258, 2921, 6032, 3244, 1797, 3166, 3, 6390, 7492, 3136, 3, 7870, 3009, 7492, 3136, 3, 896, 2970, 7189, 3009, 7492, 3136, 3, 5]","[2, 6009, 3, 5]","[2, 298, 2979, 2084, 7644, 3, 6390, 3321, 3082, 2947, 1863, 6037, 3, 2062, 3079, 3684, 3388, 3141, 3821, 3136, 7747, 3, 2059, 2983, 3074, 2974, 3005, 2117, 3125, 2965, 275, 238, 2960, 3, 5]",격리 잘되서 [SEP] 추가피해는 없을듯 [SEP] 인대봉합수술자라니까 [SEP] 이동경로도 적었을 것 같고 [SEP] 
"[2, 2453, 5583, 2936, 3117, 5449, 134, 3, 5]","[2, 2850, 3103, 3362, 7258, 2921, 6032, 3244, 1797, 3166, 3, 6390, 7492, 3136, 3, 7870, 3009, 7492, 3136, 3, 896, 2970, 7189, 3009, 7492, 3136, 3, 5]","[2, 6009, 3, 5]","[2, 298, 2979, 2084, 7644, 3, 6390, 3321, 3082, 2947, 1863, 6037, 3, 2062, 3079, 3684, 3388, 3141, 3821, 3136, 7747, 3, 2059, 2983, 3074, 2974, 3005, 2117, 3125, 2965, 275, 238, 2960, 3, 5]","[2, 5834, 123, 123, 123, 3, 7870, 3009, 2970, 5641, 5526, 3, 5]",ㅇㅇ... [SEP] 16번이 시발이지 [SEP] 
"[2, 2850, 3103, 3362, 7258, 2921, 6032, 3244, 1797, 3166, 3, 6390, 7492, 3136, 3, 7870, 3009, 7492, 3136, 3, 896, 2970, 7189, 3009, 7492, 3136, 3, 5]","[2, 6009, 3, 5]","[2, 298, 2979, 2084, 7644, 3, 6390, 3321, 3082, 2947, 1863, 6037, 3, 2062, 3079, 3684, 3388, 3141, 3821, 3136, 7747, 3, 2059, 2983, 3074, 2974, 3005, 2117, 3125, 2965, 275, 238, 2960, 3, 5]","[2, 5834, 123, 123, 123, 3, 7870, 3009, 2970, 5641, 5526, 3, 5]","[2, 5462, 1958, 3239, 2989, 5688, 3048, 3, 2231, 3228, 6610, 7785, 2781, 3705, 3104, 2367, 6038, 3, 493, 3610, 3470, 3610, 5931, 3077, 3534, 5521, 6039, 3, 5727, 2967, 2042, 3348, 7662, 3, 5931, 5971, 3077, 3, 2095, 3927, 2923, 1844, 3348, 6720, 6252, 3, 5]",근데 욕할건 아닌듯 [SEP] 증상있는데 지가 해열제 처먹고 [SEP] 꾸역꾸역 돌아다닌것도 아니고 [SEP] 처음에 음성 나와서 [SEP] 돌아다니다 [SEP] 재검때 양성 나온거라 [SEP] 
"[2, 6009, 3, 5]","[2, 298, 2979, 2084, 7644, 3, 6390, 3321, 3082, 2947, 1863, 6037, 3, 2062, 3079, 3684, 3388, 3141, 3821, 3136, 7747, 3, 2059, 2983, 3074, 2974, 3005, 2117, 3125, 2965, 275, 238, 2960, 3, 5]","[2, 5834, 123, 123, 123, 3, 7870, 3009, 2970, 5641, 5526, 3, 5]","[2, 5462, 1958, 3239, 2989, 5688, 3048, 3, 2231, 3228, 6610, 7785, 2781, 3705, 3104, 2367, 6038, 3, 493, 3610, 3470, 3610, 5931, 3077, 3534, 5521, 6039, 3, 5727, 2967, 2042, 3348, 7662, 3, 5931, 5971, 3077, 3, 2095, 3927, 2923, 1844, 3348, 6720, 6252, 3, 5]","[2, 5634, 2781, 3526, 3244, 6523, 6777, 5853, 5975, 2987, 3, 5]",그래도 해외를 갔다왔는데 그랬다는게 [SEP] 
"[2, 298, 2979, 2084, 7644, 3, 6390, 3321, 3082, 2947, 1863, 6037, 3, 2062, 3079, 3684, 3388, 3141, 3821, 3136, 7747, 3, 2059, 2983, 3074, 2974, 3005, 2117, 3125, 2965, 275, 238, 2960, 3, 5]","[2, 5834, 123, 123, 123, 3, 7870, 3009, 2970, 5641, 5526, 3, 5]","[2, 5462, 1958, 3239, 2989, 5688, 3048, 3, 2231, 3228, 6610, 7785, 2781, 3705, 3104, 2367, 6038, 3, 493, 3610, 3470, 3610, 5931, 3077, 3534, 5521, 6039, 3, 5727, 2967, 2042, 3348, 7662, 3, 5931, 5971, 3077, 3, 2095, 3927, 2923, 1844, 3348, 6720, 6252, 3, 5]","[2, 5634, 2781, 3526, 3244, 6523, 6777, 5853, 5975, 2987, 3, 5]","[2, 127, 3009, 1438, 5487, 1844, 3204, 3134, 3, 1850, 3005, 6928, 7123, 6840, 3160, 3, 5]",3번 비하면 양반임 [SEP] 얘도 점점 한글 안쓰네 [SEP] 
"[2, 5834, 123, 123, 123, 3, 7870, 3009, 2970, 5641, 5526, 3, 5]","[2, 5462, 1958, 3239, 2989, 5688, 3048, 3, 2231, 3228, 6610, 7785, 2781, 3705, 3104, 2367, 6038, 3, 493, 3610, 3470, 3610, 5931, 3077, 3534, 5521, 6039, 3, 5727, 2967, 2042, 3348, 7662, 3, 5931, 5971, 3077, 3, 2095, 3927, 2923, 1844, 3348, 6720, 6252, 3, 5]","[2, 5634, 2781, 3526, 3244, 6523, 6777, 5853, 5975, 2987, 3, 5]","[2, 127, 3009, 1438, 5487, 1844, 3204, 3134, 3, 1850, 3005, 6928, 7123, 6840, 3160, 3, 5]","[2, 170, 2925, 5576, 4091, 119, 3, 5]",ㄱ어아ㅏ앍! [SEP] 
"[2, 5462, 1958, 3239, 2989, 5688, 3048, 3, 2231, 3228, 6610, 7785, 2781, 3705, 3104, 2367, 6038, 3, 493, 3610, 3470, 3610, 5931, 3077, 3534, 5521, 6039, 3, 5727, 2967, 2042, 3348, 7662, 3, 5931, 5971, 3077, 3, 2095, 3927, 2923, 1844, 3348, 6720, 6252, 3, 5]","[2, 5634, 2781, 3526, 3244, 6523, 6777, 5853, 5975, 2987, 3, 5]","[2, 127, 3009, 1438, 5487, 1844, 3204, 3134, 3, 1850, 3005, 6928, 7123, 6840, 3160, 3, 5]","[2, 170, 2925, 5576, 4091, 119, 3, 5]","[2, 5951, 3030, 2702, 2964, 3, 6789, 1527, 3223, 312, 3115, 2965, 2552, 3005, 3, 1366, 3147, 7099, 2024, 3007, 3, 5]",대단한 평신 [SEP] 매일 산과 계단을 타도 [SEP] 변함없는 육체 [SEP] 
"[2, 5634, 2781, 3526, 3244, 6523, 6777, 5853, 5975, 2987, 3, 5]","[2, 127, 3009, 1438, 5487, 1844, 3204, 3134, 3, 1850, 3005, 6928, 7123, 6840, 3160, 3, 5]","[2, 170, 2925, 5576, 4091, 119, 3, 5]","[2, 5951, 3030, 2702, 2964, 3, 6789, 1527, 3223, 312, 3115, 2965, 2552, 3005, 3, 1366, 3147, 7099, 2024, 3007, 3, 5]","[2, 729, 2979, 3161, 7155, 3, 5]",달리시라고요 [SEP] 
