utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 6126, 6059, 6989, 3, 5458, 2344, 2084, 3448, 5494, 141, 141, 3, 5]","[2, 5485, 7121, 3, 5899, 3244, 5635, 3726, 2993, 3, 5]","[2, 6588, 3030, 7478, 2999, 134, 3, 5593, 2706, 5505, 7023, 5733, 3, 388, 3755, 123, 123, 123, 3, 5]","[2, 151, 3540, 6326, 7337, 3096, 125, 3, 2414, 3268, 6061, 145, 6677, 3096, 2942, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 689, 3, 164, 3107, 7546, 6131, 7057, 3106, 6942, 7057, 3491, 3, 7473, 3491, 3540, 3540, 6800, 142, 146, 6277, 3109, 2773, 7548, 5631, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 3697, 3705, 2967, 3, 6525, 2947, 6369, 145, 6677, 3096, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 147, 3123, 3170, 3398, 3226, 5469, 536, 3, 5]","[2, 7656, 2954, 3058, 3, 5]",기다려보ㅓ [SEP] 
"[2, 5485, 7121, 3, 5899, 3244, 5635, 3726, 2993, 3, 5]","[2, 6588, 3030, 7478, 2999, 134, 3, 5593, 2706, 5505, 7023, 5733, 3, 388, 3755, 123, 123, 123, 3, 5]","[2, 151, 3540, 6326, 7337, 3096, 125, 3, 2414, 3268, 6061, 145, 6677, 3096, 2942, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 689, 3, 164, 3107, 7546, 6131, 7057, 3106, 6942, 7057, 3491, 3, 7473, 3491, 3540, 3540, 6800, 142, 146, 6277, 3109, 2773, 7548, 5631, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 3697, 3705, 2967, 3, 6525, 2947, 6369, 145, 6677, 3096, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 147, 3123, 3170, 3398, 3226, 5469, 536, 3, 5]","[2, 7656, 2954, 3058, 3, 5]","[2, 164, 3107, 7546, 6131, 3151, 3102, 3072, 3, 5]",vector오류래 [SEP] 
"[2, 6588, 3030, 7478, 2999, 134, 3, 5593, 2706, 5505, 7023, 5733, 3, 388, 3755, 123, 123, 123, 3, 5]","[2, 151, 3540, 6326, 7337, 3096, 125, 3, 2414, 3268, 6061, 145, 6677, 3096, 2942, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 689, 3, 164, 3107, 7546, 6131, 7057, 3106, 6942, 7057, 3491, 3, 7473, 3491, 3540, 3540, 6800, 142, 146, 6277, 3109, 2773, 7548, 5631, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 3697, 3705, 2967, 3, 6525, 2947, 6369, 145, 6677, 3096, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 147, 3123, 3170, 3398, 3226, 5469, 536, 3, 5]","[2, 7656, 2954, 3058, 3, 5]","[2, 164, 3107, 7546, 6131, 3151, 3102, 3072, 3, 5]","[2, 6525, 1216, 3083, 6371, 5525, 134, 3, 5]",오류 메세지가 뭐야? [SEP] 
"[2, 151, 3540, 6326, 7337, 3096, 125, 3, 2414, 3268, 6061, 145, 6677, 3096, 2942, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 689, 3, 164, 3107, 7546, 6131, 7057, 3106, 6942, 7057, 3491, 3, 7473, 3491, 3540, 3540, 6800, 142, 146, 6277, 3109, 2773, 7548, 5631, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 3697, 3705, 2967, 3, 6525, 2947, 6369, 145, 6677, 3096, 7057, 3491, 139, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 140, 147, 3123, 3170, 3398, 3226, 5469, 536, 3, 5]","[2, 7656, 2954, 3058, 3, 5]","[2, 164, 3107, 7546, 6131, 3151, 3102, 3072, 3, 5]","[2, 6525, 1216, 3083, 6371, 5525, 134, 3, 5]","[2, 124, 3585, 5527, 3540, 3124, 3107, 3170, 3478, 3187, 3491, 3124, 3106, 3096, 3108, 3109, 7303, 3170, 123, 146, 3398, 3398, 2967, 3124, 3437, 6304, 3568, 3107, 7303, 6277, 123, 7471, 3107, 2942, 2367, 2979, 7595, 7169, 1907, 3526, 2921, 2071, 5599, 123, 5746, 3362, 1182, 2939, 1366, 3141, 3244, 7776, 3030, 6525, 2974, 224, 3017, 5486, 2773, 3141, 2967, 5746, 3362, 1182, 2939, 1366, 6027, 2118, 3274, 3289, 3125, 5599, 123, 123, 3, 5]",0x00FCED76(ucrtbased.dll)에(ChangeSeat.exe의) 처리되지 않은 예외가 있습니다. 잘못된 매개 변수를 심각한 오류로 간주하는 함수에 잘못된 매개 변수가 전달되었습니다.. [SEP] 
"[2, 7656, 2954, 3058, 3, 5]","[2, 164, 3107, 7546, 6131, 3151, 3102, 3072, 3, 5]","[2, 6525, 1216, 3083, 6371, 5525, 134, 3, 5]","[2, 124, 3585, 5527, 3540, 3124, 3107, 3170, 3478, 3187, 3491, 3124, 3106, 3096, 3108, 3109, 7303, 3170, 123, 146, 3398, 3398, 2967, 3124, 3437, 6304, 3568, 3107, 7303, 6277, 123, 7471, 3107, 2942, 2367, 2979, 7595, 7169, 1907, 3526, 2921, 2071, 5599, 123, 5746, 3362, 1182, 2939, 1366, 3141, 3244, 7776, 3030, 6525, 2974, 224, 3017, 5486, 2773, 3141, 2967, 5746, 3362, 1182, 2939, 1366, 6027, 2118, 3274, 3289, 3125, 5599, 123, 123, 3, 5]","[2, 5485, 2414, 3268, 6061, 3, 7057, 3491, 139, 124, 140, 2059, 3013, 3, 7110, 5874, 3, 1535, 3141, 2974, 7571, 2414, 3268, 6141, 3, 5]",그럼 출력할때 [SEP] stu[0]이든 [SEP] 뭐든 해서 [SEP] 상수로 넣고 출력해봐 [SEP] 
"[2, 164, 3107, 7546, 6131, 3151, 3102, 3072, 3, 5]","[2, 6525, 1216, 3083, 6371, 5525, 134, 3, 5]","[2, 124, 3585, 5527, 3540, 3124, 3107, 3170, 3478, 3187, 3491, 3124, 3106, 3096, 3108, 3109, 7303, 3170, 123, 146, 3398, 3398, 2967, 3124, 3437, 6304, 3568, 3107, 7303, 6277, 123, 7471, 3107, 2942, 2367, 2979, 7595, 7169, 1907, 3526, 2921, 2071, 5599, 123, 5746, 3362, 1182, 2939, 1366, 3141, 3244, 7776, 3030, 6525, 2974, 224, 3017, 5486, 2773, 3141, 2967, 5746, 3362, 1182, 2939, 1366, 6027, 2118, 3274, 3289, 3125, 5599, 123, 123, 3, 5]","[2, 5485, 2414, 3268, 6061, 3, 7057, 3491, 139, 124, 140, 2059, 3013, 3, 7110, 5874, 3, 1535, 3141, 2974, 7571, 2414, 3268, 6141, 3, 5]","[2, 1799, 5643, 7291, 3, 5]",알겠어 잠만 [SEP] 
"[2, 6525, 1216, 3083, 6371, 5525, 134, 3, 5]","[2, 124, 3585, 5527, 3540, 3124, 3107, 3170, 3478, 3187, 3491, 3124, 3106, 3096, 3108, 3109, 7303, 3170, 123, 146, 3398, 3398, 2967, 3124, 3437, 6304, 3568, 3107, 7303, 6277, 123, 7471, 3107, 2942, 2367, 2979, 7595, 7169, 1907, 3526, 2921, 2071, 5599, 123, 5746, 3362, 1182, 2939, 1366, 3141, 3244, 7776, 3030, 6525, 2974, 224, 3017, 5486, 2773, 3141, 2967, 5746, 3362, 1182, 2939, 1366, 6027, 2118, 3274, 3289, 3125, 5599, 123, 123, 3, 5]","[2, 5485, 2414, 3268, 6061, 3, 7057, 3491, 139, 124, 140, 2059, 3013, 3, 7110, 5874, 3, 1535, 3141, 2974, 7571, 2414, 3268, 6141, 3, 5]","[2, 1799, 5643, 7291, 3, 5]","[2, 1166, 3544, 2116, 3196, 5449, 2084, 6779, 3, 7577, 6333, 2947, 2773, 6027, 2652, 3361, 7497, 3134, 3, 5761, 161, 3105, 3620, 3107, 1873, 3091, 2921, 3, 2062, 4342, 2990, 7884, 2974, 6812, 3270, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 5682, 2532, 2963, 5615, 134, 3, 5]",만약 저랬는데 잘되면 [SEP] 안에 들어가는 함수가 파탄인거임 [SEP] 아니면 size 에런가 [SEP] 인덱스 번호로 넣어준 값이 vector.size보다 큰거 아니야? [SEP] 
"[2, 124, 3585, 5527, 3540, 3124, 3107, 3170, 3478, 3187, 3491, 3124, 3106, 3096, 3108, 3109, 7303, 3170, 123, 146, 3398, 3398, 2967, 3124, 3437, 6304, 3568, 3107, 7303, 6277, 123, 7471, 3107, 2942, 2367, 2979, 7595, 7169, 1907, 3526, 2921, 2071, 5599, 123, 5746, 3362, 1182, 2939, 1366, 3141, 3244, 7776, 3030, 6525, 2974, 224, 3017, 5486, 2773, 3141, 2967, 5746, 3362, 1182, 2939, 1366, 6027, 2118, 3274, 3289, 3125, 5599, 123, 123, 3, 5]","[2, 5485, 2414, 3268, 6061, 3, 7057, 3491, 139, 124, 140, 2059, 3013, 3, 7110, 5874, 3, 1535, 3141, 2974, 7571, 2414, 3268, 6141, 3, 5]","[2, 1799, 5643, 7291, 3, 5]","[2, 1166, 3544, 2116, 3196, 5449, 2084, 6779, 3, 7577, 6333, 2947, 2773, 6027, 2652, 3361, 7497, 3134, 3, 5761, 161, 3105, 3620, 3107, 1873, 3091, 2921, 3, 2062, 4342, 2990, 7884, 2974, 6812, 3270, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 5682, 2532, 2963, 5615, 134, 3, 5]","[2, 6670, 6333, 2947, 151, 2942, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 1372, 3077, 2531, 5707, 134, 134, 3, 5]",저기 들어가는 i의 값이 vector.size 보다 크냐고 ?? [SEP] 
"[2, 5485, 2414, 3268, 6061, 3, 7057, 3491, 139, 124, 140, 2059, 3013, 3, 7110, 5874, 3, 1535, 3141, 2974, 7571, 2414, 3268, 6141, 3, 5]","[2, 1799, 5643, 7291, 3, 5]","[2, 1166, 3544, 2116, 3196, 5449, 2084, 6779, 3, 7577, 6333, 2947, 2773, 6027, 2652, 3361, 7497, 3134, 3, 5761, 161, 3105, 3620, 3107, 1873, 3091, 2921, 3, 2062, 4342, 2990, 7884, 2974, 6812, 3270, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 5682, 2532, 2963, 5615, 134, 3, 5]","[2, 6670, 6333, 2947, 151, 2942, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 1372, 3077, 2531, 5707, 134, 134, 3, 5]","[2, 7057, 3491, 123, 143, 3096, 6107, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 3, 6822, 6411, 7399, 3, 1357, 2941, 2942, 411, 2970, 5682, 3, 5]",stu.at(student_array[i]) [SEP] 저건 뭐여 시벌 [SEP] 벡터의 길이보다 [SEP] 
"[2, 1799, 5643, 7291, 3, 5]","[2, 1166, 3544, 2116, 3196, 5449, 2084, 6779, 3, 7577, 6333, 2947, 2773, 6027, 2652, 3361, 7497, 3134, 3, 5761, 161, 3105, 3620, 3107, 1873, 3091, 2921, 3, 2062, 4342, 2990, 7884, 2974, 6812, 3270, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 5682, 2532, 2963, 5615, 134, 3, 5]","[2, 6670, 6333, 2947, 151, 2942, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 1372, 3077, 2531, 5707, 134, 134, 3, 5]","[2, 7057, 3491, 123, 143, 3096, 6107, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 3, 6822, 6411, 7399, 3, 1357, 2941, 2942, 411, 2970, 5682, 3, 5]","[2, 5763, 3, 5]",뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 1166, 3544, 2116, 3196, 5449, 2084, 6779, 3, 7577, 6333, 2947, 2773, 6027, 2652, 3361, 7497, 3134, 3, 5761, 161, 3105, 3620, 3107, 1873, 3091, 2921, 3, 2062, 4342, 2990, 7884, 2974, 6812, 3270, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 5682, 2532, 2963, 5615, 134, 3, 5]","[2, 6670, 6333, 2947, 151, 2942, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 1372, 3077, 2531, 5707, 134, 134, 3, 5]","[2, 7057, 3491, 123, 143, 3096, 6107, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 3, 6822, 6411, 7399, 3, 1357, 2941, 2942, 411, 2970, 5682, 3, 5]","[2, 5763, 3, 5]","[2, 388, 2062, 3136, 3772, 2967, 6812, 7375, 231, 2970, 764, 2532, 2963, 7599, 2960, 3, 1330, 3705, 231, 5746, 3847, 3216, 119, 3, 5629, 6727, 1774, 2963, 2947, 3, 5]",그 인자값에 넣어주는 값이 더 큰거 아니냐고 [SEP] 배열 값 잘못참조! [SEP] 그리고 위에 쓴거는 [SEP] 
"[2, 6670, 6333, 2947, 151, 2942, 231, 2970, 164, 3107, 7546, 6131, 123, 161, 3105, 3620, 3107, 1372, 3077, 2531, 5707, 134, 134, 3, 5]","[2, 7057, 3491, 123, 143, 3096, 6107, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 3, 6822, 6411, 7399, 3, 1357, 2941, 2942, 411, 2970, 5682, 3, 5]","[2, 5763, 3, 5]","[2, 388, 2062, 3136, 3772, 2967, 6812, 7375, 231, 2970, 764, 2532, 2963, 7599, 2960, 3, 1330, 3705, 231, 5746, 3847, 3216, 119, 3, 5629, 6727, 1774, 2963, 2947, 3, 5]","[2, 1383, 5842, 7291, 3, 5]",봐볼게 잠만 [SEP] 
"[2, 7057, 3491, 123, 143, 3096, 6107, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 139, 151, 140, 3, 6822, 6411, 7399, 3, 1357, 2941, 2942, 411, 2970, 5682, 3, 5]","[2, 5763, 3, 5]","[2, 388, 2062, 3136, 3772, 2967, 6812, 7375, 231, 2970, 764, 2532, 2963, 7599, 2960, 3, 1330, 3705, 231, 5746, 3847, 3216, 119, 3, 5629, 6727, 1774, 2963, 2947, 3, 5]","[2, 1383, 5842, 7291, 3, 5]","[2, 139, 140, 1891, 3344, 3136, 5682, 1850, 2921, 764, 1795, 3135, 5606, 3160, 3, 6317, 5780, 686, 3004, 3, 5]",[] 연산자보다 얘가 더 안전하다네 [SEP] 대신 조금 느림 [SEP] 
"[2, 5763, 3, 5]","[2, 388, 2062, 3136, 3772, 2967, 6812, 7375, 231, 2970, 764, 2532, 2963, 7599, 2960, 3, 1330, 3705, 231, 5746, 3847, 3216, 119, 3, 5629, 6727, 1774, 2963, 2947, 3, 5]","[2, 1383, 5842, 7291, 3, 5]","[2, 139, 140, 1891, 3344, 3136, 5682, 1850, 2921, 764, 1795, 3135, 5606, 3160, 3, 6317, 5780, 686, 3004, 3, 5]","[2, 5485, 143, 3096, 2965, 1725, 5463, 3, 5]",그럼 at을 써야지 [SEP] 
"[2, 388, 2062, 3136, 3772, 2967, 6812, 7375, 231, 2970, 764, 2532, 2963, 7599, 2960, 3, 1330, 3705, 231, 5746, 3847, 3216, 119, 3, 5629, 6727, 1774, 2963, 2947, 3, 5]","[2, 1383, 5842, 7291, 3, 5]","[2, 139, 140, 1891, 3344, 3136, 5682, 1850, 2921, 764, 1795, 3135, 5606, 3160, 3, 6317, 5780, 686, 3004, 3, 5]","[2, 5485, 143, 3096, 2965, 1725, 5463, 3, 5]","[2, 536, 5658, 6060, 5605, 2992, 3083, 3, 5]",나 피곤하니까 빨리하세 [SEP] 
"[2, 1383, 5842, 7291, 3, 5]","[2, 139, 140, 1891, 3344, 3136, 5682, 1850, 2921, 764, 1795, 3135, 5606, 3160, 3, 6317, 5780, 686, 3004, 3, 5]","[2, 5485, 143, 3096, 2965, 1725, 5463, 3, 5]","[2, 536, 5658, 6060, 5605, 2992, 3083, 3, 5]","[2, 1852, 5533, 2921, 3, 764, 5532, 5758, 3, 124, 5537, 6333, 6056, 3, 1883, 6285, 3, 125, 5537, 6333, 3232, 5959, 3, 5533, 2921, 764, 6333, 3, 7057, 3491, 3170, 7097, 3096, 142, 143, 3106, 7205, 3436, 2967, 6773, 2970, 7816, 5967, 6444, 3289, 7379, 7816, 7211, 6444, 2970, 818, 6691, 3, 126, 3187, 5502, 5611, 3, 2059, 2497, 3013, 2938, 3, 5485, 7816, 5502, 6444, 7967, 3193, 3, 1225, 5478, 5538, 2781, 3, 5525, 5661, 5619, 5975, 5480, 3, 5]",어 하나가 [SEP] 더 들어간다 [SEP] 0부터 들어가가지고 [SEP] 엥 아닌데 [SEP] 1부터 들어가긴 하는데 [SEP] 하나가 더 들어가 [SEP] student_array에 학생이 25명이 저장되있으면 25까지만 저장이 되야하는데 [SEP] 26까지 있어 [SEP] 이 코든데 [SEP] 그럼 25까지 저장하려며 [SEP] 면 어떻게 해야 해 [SEP] 뭐야 뭐가 그렇다는거야 [SEP] 
