utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5459, 227, 3251, 2938, 5472, 2235, 3049, 6219, 3, 6100, 3286, 3506, 3, 5]","[2, 1563, 2932, 3049, 1915, 5859, 134, 134, 3, 5]","[2, 1254, 2970, 1895, 2930, 5463, 3, 5]","[2, 5640, 7019, 2947, 3270, 3, 6, 1792, 3, 1166, 3065, 5537, 1045, 3677, 3142, 7557, 2079, 3573, 2970, 5904, 3, 355, 3082, 3226, 5587, 3380, 134, 3, 5]","[2, 5794, 5655, 1685, 3005, 3239, 5587, 2925, 3, 5]",집에가서 시도할수있어 [SEP] 
"[2, 1563, 2932, 3049, 1915, 5859, 134, 134, 3, 5]","[2, 1254, 2970, 1895, 2930, 5463, 3, 5]","[2, 5640, 7019, 2947, 3270, 3, 6, 1792, 3, 1166, 3065, 5537, 1045, 3677, 3142, 7557, 2079, 3573, 2970, 5904, 3, 355, 3082, 3226, 5587, 3380, 134, 3, 5]","[2, 5794, 5655, 1685, 3005, 3239, 5587, 2925, 3, 5]","[2, 5761, 6078, 6267, 2991, 3506, 6203, 3226, 1621, 5611, 134, 3, 2059, 5677, 5673, 6463, 7899, 3017, 5583, 3, 5]",아니면 나한테 사이트좀 알려줄 수 있어? [SEP] 이사람 소설 추천 잘해주더라 [SEP] 
"[2, 1254, 2970, 1895, 2930, 5463, 3, 5]","[2, 5640, 7019, 2947, 3270, 3, 6, 1792, 3, 1166, 3065, 5537, 1045, 3677, 3142, 7557, 2079, 3573, 2970, 5904, 3, 355, 3082, 3226, 5587, 3380, 134, 3, 5]","[2, 5794, 5655, 1685, 3005, 3239, 5587, 2925, 3, 5]","[2, 5761, 6078, 6267, 2991, 3506, 6203, 3226, 1621, 5611, 134, 3, 2059, 5677, 5673, 6463, 7899, 3017, 5583, 3, 5]","[2, 1901, 3142, 3312, 3603, 5505, 3, 5]",영업비밀이라 [SEP] 
"[2, 5640, 7019, 2947, 3270, 3, 6, 1792, 3, 1166, 3065, 5537, 1045, 3677, 3142, 7557, 2079, 3573, 2970, 5904, 3, 355, 3082, 3226, 5587, 3380, 134, 3, 5]","[2, 5794, 5655, 1685, 3005, 3239, 5587, 2925, 3, 5]","[2, 5761, 6078, 6267, 2991, 3506, 6203, 3226, 1621, 5611, 134, 3, 2059, 5677, 5673, 6463, 7899, 3017, 5583, 3, 5]","[2, 1901, 3142, 3312, 3603, 5505, 3, 5]","[2, 6808, 2962, 2934, 2972, 3207, 6485, 3052, 3119, 3, 1268, 7151, 3, 5]",ㄴㅇ른아ㅐ푼아ㅓㅜㅁ [SEP] 뭔데ㅋㅋㅋ [SEP] 
"[2, 5794, 5655, 1685, 3005, 3239, 5587, 2925, 3, 5]","[2, 5761, 6078, 6267, 2991, 3506, 6203, 3226, 1621, 5611, 134, 3, 2059, 5677, 5673, 6463, 7899, 3017, 5583, 3, 5]","[2, 1901, 3142, 3312, 3603, 5505, 3, 5]","[2, 6808, 2962, 2934, 2972, 3207, 6485, 3052, 3119, 3, 1268, 7151, 3, 5]","[2, 723, 5778, 5760, 3, 5]",다 누구인지 [SEP] 
"[2, 5761, 6078, 6267, 2991, 3506, 6203, 3226, 1621, 5611, 134, 3, 2059, 5677, 5673, 6463, 7899, 3017, 5583, 3, 5]","[2, 1901, 3142, 3312, 3603, 5505, 3, 5]","[2, 6808, 2962, 2934, 2972, 3207, 6485, 3052, 3119, 3, 1268, 7151, 3, 5]","[2, 723, 5778, 5760, 3, 5]","[2, 1792, 5464, 134, 3, 6655, 3016, 123, 123, 123, 3, 5]",아 그래? [SEP] 알았당... [SEP] 
"[2, 1901, 3142, 3312, 3603, 5505, 3, 5]","[2, 6808, 2962, 2934, 2972, 3207, 6485, 3052, 3119, 3, 1268, 7151, 3, 5]","[2, 723, 5778, 5760, 3, 5]","[2, 1792, 5464, 134, 3, 6655, 3016, 123, 123, 123, 3, 5]","[2, 355, 3082, 3077, 3226, 3572, 3, 5]",구해다줄께 [SEP] 
"[2, 6808, 2962, 2934, 2972, 3207, 6485, 3052, 3119, 3, 1268, 7151, 3, 5]","[2, 723, 5778, 5760, 3, 5]","[2, 1792, 5464, 134, 3, 6655, 3016, 123, 123, 123, 3, 5]","[2, 355, 3082, 3077, 3226, 3572, 3, 5]","[2, 1443, 2925, 6415, 1164, 3927, 3171, 3, 5673, 3218, 3390, 5614, 3, 5]",빌어먹을 마검들 [SEP] 소설목록임미다 [SEP] 
"[2, 723, 5778, 5760, 3, 5]","[2, 1792, 5464, 134, 3, 6655, 3016, 123, 123, 123, 3, 5]","[2, 355, 3082, 3077, 3226, 3572, 3, 5]","[2, 1443, 2925, 6415, 1164, 3927, 3171, 3, 5673, 3218, 3390, 5614, 3, 5]","[2, 7631, 5767, 3308, 3572, 2926, 3, 5]",집가서 찾아볼께여 [SEP] 
"[2, 1792, 5464, 134, 3, 6655, 3016, 123, 123, 123, 3, 5]","[2, 355, 3082, 3077, 3226, 3572, 3, 5]","[2, 1443, 2925, 6415, 1164, 3927, 3171, 3, 5673, 3218, 3390, 5614, 3, 5]","[2, 7631, 5767, 3308, 3572, 2926, 3, 5]","[2, 1216, 3447, 5942, 3621, 2947, 355, 5739, 3, 5]",메모라이즈는 구했다 [SEP] 
"[2, 355, 3082, 3077, 3226, 3572, 3, 5]","[2, 1443, 2925, 6415, 1164, 3927, 3171, 3, 5673, 3218, 3390, 5614, 3, 5]","[2, 7631, 5767, 3308, 3572, 2926, 3, 5]","[2, 1216, 3447, 5942, 3621, 2947, 355, 5739, 3, 5]","[2, 7661, 2932, 5724, 3, 5661, 7353, 5585, 2946, 134, 3, 5]",나머지중에 [SEP] 뭐가 가장 괜찮나? [SEP] 
"[2, 1443, 2925, 6415, 1164, 3927, 3171, 3, 5673, 3218, 3390, 5614, 3, 5]","[2, 7631, 5767, 3308, 3572, 2926, 3, 5]","[2, 1216, 3447, 5942, 3621, 2947, 355, 5739, 3, 5]","[2, 7661, 2932, 5724, 3, 5661, 7353, 5585, 2946, 134, 3, 5]","[2, 322, 2936, 6429, 134, 3, 723, 5612, 5479, 5874, 3, 317, 3198, 3097, 3230, 5902, 3160, 3, 5520, 5459, 1239, 3832, 2925, 2952, 5481, 3, 5]",골라야돼? [SEP] 다 재밌다고 해서 [SEP] 고르기엔 모르겠네 [SEP] 아직 나도 못읽어봄ㅎㅎ [SEP] 
"[2, 7631, 5767, 3308, 3572, 2926, 3, 5]","[2, 1216, 3447, 5942, 3621, 2947, 355, 5739, 3, 5]","[2, 7661, 2932, 5724, 3, 5661, 7353, 5585, 2946, 134, 3, 5]","[2, 322, 2936, 6429, 134, 3, 723, 5612, 5479, 5874, 3, 317, 3198, 3097, 3230, 5902, 3160, 3, 5520, 5459, 1239, 3832, 2925, 2952, 5481, 3, 5]","[2, 388, 2946, 2977, 7353, 3, 7668, 5636, 134, 3, 5]",그나마 가장 [SEP] 보고싶은거? [SEP] 
"[2, 1216, 3447, 5942, 3621, 2947, 355, 5739, 3, 5]","[2, 7661, 2932, 5724, 3, 5661, 7353, 5585, 2946, 134, 3, 5]","[2, 322, 2936, 6429, 134, 3, 723, 5612, 5479, 5874, 3, 317, 3198, 3097, 3230, 5902, 3160, 3, 5520, 5459, 1239, 3832, 2925, 2952, 5481, 3, 5]","[2, 388, 2946, 2977, 7353, 3, 7668, 5636, 134, 3, 5]","[2, 7038, 317, 3198, 3136, 2976, 3, 1166, 3065, 5537, 1045, 3677, 3142, 134, 3, 5761, 1226, 3036, 7837, 2942, 7521, 3, 5]",굳이 고르자면 [SEP] 만렙부터 레벨업? [SEP] 아니면 멸망 이후의 세계 [SEP] 
"[2, 7661, 2932, 5724, 3, 5661, 7353, 5585, 2946, 134, 3, 5]","[2, 322, 2936, 6429, 134, 3, 723, 5612, 5479, 5874, 3, 317, 3198, 3097, 3230, 5902, 3160, 3, 5520, 5459, 1239, 3832, 2925, 2952, 5481, 3, 5]","[2, 388, 2946, 2977, 7353, 3, 7668, 5636, 134, 3, 5]","[2, 7038, 317, 3198, 3136, 2976, 3, 1166, 3065, 5537, 1045, 3677, 3142, 134, 3, 5761, 1226, 3036, 7837, 2942, 7521, 3, 5]","[2, 5638, 5482, 2193, 3377, 5461, 5767, 5702, 3, 2349, 5475, 7321, 5600, 3, 2500, 3984, 3234, 221, 3515, 5606, 3, 5]",일단 그거 중점으로 찾아보고 [SEP] 찾으면 봐야지 ㅋㅋ [SEP] 콜렉션 가득하다 [SEP] 
"[2, 322, 2936, 6429, 134, 3, 723, 5612, 5479, 5874, 3, 317, 3198, 3097, 3230, 5902, 3160, 3, 5520, 5459, 1239, 3832, 2925, 2952, 5481, 3, 5]","[2, 388, 2946, 2977, 7353, 3, 7668, 5636, 134, 3, 5]","[2, 7038, 317, 3198, 3136, 2976, 3, 1166, 3065, 5537, 1045, 3677, 3142, 134, 3, 5761, 1226, 3036, 7837, 2942, 7521, 3, 5]","[2, 5638, 5482, 2193, 3377, 5461, 5767, 5702, 3, 2349, 5475, 7321, 5600, 3, 2500, 3984, 3234, 221, 3515, 5606, 3, 5]","[2, 6324, 3040, 3173, 119, 119, 3, 5649, 3239, 3101, 123, 123, 123, 3, 5]",힘내영ㅇ!! [SEP] 응원할겡... [SEP] 
"[2, 388, 2946, 2977, 7353, 3, 7668, 5636, 134, 3, 5]","[2, 7038, 317, 3198, 3136, 2976, 3, 1166, 3065, 5537, 1045, 3677, 3142, 134, 3, 5761, 1226, 3036, 7837, 2942, 7521, 3, 5]","[2, 5638, 5482, 2193, 3377, 5461, 5767, 5702, 3, 2349, 5475, 7321, 5600, 3, 2500, 3984, 3234, 221, 3515, 5606, 3, 5]","[2, 6324, 3040, 3173, 119, 119, 3, 5649, 3239, 3101, 123, 123, 123, 3, 5]","[2, 5544, 7834, 5476, 134, 134, 3, 5]",이게 완결이야?? [SEP] 
"[2, 7038, 317, 3198, 3136, 2976, 3, 1166, 3065, 5537, 1045, 3677, 3142, 134, 3, 5761, 1226, 3036, 7837, 2942, 7521, 3, 5]","[2, 5638, 5482, 2193, 3377, 5461, 5767, 5702, 3, 2349, 5475, 7321, 5600, 3, 2500, 3984, 3234, 221, 3515, 5606, 3, 5]","[2, 6324, 3040, 3173, 119, 119, 3, 5649, 3239, 3101, 123, 123, 123, 3, 5]","[2, 5544, 7834, 5476, 134, 134, 3, 5]","[2, 7834, 5502, 3626, 3, 5]",완결까지얌 [SEP] 
"[2, 5638, 5482, 2193, 3377, 5461, 5767, 5702, 3, 2349, 5475, 7321, 5600, 3, 2500, 3984, 3234, 221, 3515, 5606, 3, 5]","[2, 6324, 3040, 3173, 119, 119, 3, 5649, 3239, 3101, 123, 123, 123, 3, 5]","[2, 5544, 7834, 5476, 134, 134, 3, 5]","[2, 7834, 5502, 3626, 3, 5]","[2, 6651, 172, 4488, 3, 6, 1831, 3, 6764, 7701, 3, 6405, 7379, 3, 764, 1566, 3192, 6125, 3, 5]",ㅇㅋ ㄳㄳ [SEP] 승우야 [SEP] txt파일 [SEP] 둘다있으면 [SEP] 더 선호하니 [SEP] 
"[2, 6324, 3040, 3173, 119, 119, 3, 5649, 3239, 3101, 123, 123, 123, 3, 5]","[2, 5544, 7834, 5476, 134, 134, 3, 5]","[2, 7834, 5502, 3626, 3, 5]","[2, 6651, 172, 4488, 3, 6, 1831, 3, 6764, 7701, 3, 6405, 7379, 3, 764, 1566, 3192, 6125, 3, 5]","[2, 539, 2589, 5970, 3, 5957, 355, 5584, 134, 134, 3, 5]",난 텍스트 [SEP] 벌써 구했어?? [SEP] 
"[2, 5544, 7834, 5476, 134, 134, 3, 5]","[2, 7834, 5502, 3626, 3, 5]","[2, 6651, 172, 4488, 3, 6, 1831, 3, 6764, 7701, 3, 6405, 7379, 3, 764, 1566, 3192, 6125, 3, 5]","[2, 539, 2589, 5970, 3, 5957, 355, 5584, 134, 134, 3, 5]","[2, 1176, 5554, 5680, 3, 5]",맞는건지는 [SEP] 
"[2, 7834, 5502, 3626, 3, 5]","[2, 6651, 172, 4488, 3, 6, 1831, 3, 6764, 7701, 3, 6405, 7379, 3, 764, 1566, 3192, 6125, 3, 5]","[2, 539, 2589, 5970, 3, 5957, 355, 5584, 134, 134, 3, 5]","[2, 1176, 5554, 5680, 3, 5]","[2, 2637, 2930, 3005, 7321, 3, 6567, 3147, 3077, 6627, 3, 5459, 5541, 3411, 5767, 7645, 7070, 3, 5596, 6390, 123, 123, 123, 134, 3, 1322, 2967, 2853, 3348, 3126, 7432, 3, 7658, 3, 5]",틀려도 봐야징 [SEP] 감사함다ㅏㅏ [SEP] 나도 이런걸 찾아봐야되나 [SEP] 바로 추가...? [SEP] 밤에 활성화 되고 [SEP] 그런건가 [SEP] 
"[2, 6651, 172, 4488, 3, 6, 1831, 3, 6764, 7701, 3, 6405, 7379, 3, 764, 1566, 3192, 6125, 3, 5]","[2, 539, 2589, 5970, 3, 5957, 355, 5584, 134, 134, 3, 5]","[2, 1176, 5554, 5680, 3, 5]","[2, 2637, 2930, 3005, 7321, 3, 6567, 3147, 3077, 6627, 3, 5459, 5541, 3411, 5767, 7645, 7070, 3, 5596, 6390, 123, 123, 123, 134, 3, 1322, 2967, 2853, 3348, 3126, 7432, 3, 7658, 3, 5]","[2, 5460, 1857, 6867, 3, 5]",그냥 얻는겨 [SEP] 
"[2, 539, 2589, 5970, 3, 5957, 355, 5584, 134, 134, 3, 5]","[2, 1176, 5554, 5680, 3, 5]","[2, 2637, 2930, 3005, 7321, 3, 6567, 3147, 3077, 6627, 3, 5459, 5541, 3411, 5767, 7645, 7070, 3, 5596, 6390, 123, 123, 123, 134, 3, 1322, 2967, 2853, 3348, 3126, 7432, 3, 7658, 3, 5]","[2, 5460, 1857, 6867, 3, 5]","[2, 6, 1792, 3, 5]",지웅아 [SEP] 
"[2, 1176, 5554, 5680, 3, 5]","[2, 2637, 2930, 3005, 7321, 3, 6567, 3147, 3077, 6627, 3, 5459, 5541, 3411, 5767, 7645, 7070, 3, 5596, 6390, 123, 123, 123, 134, 3, 1322, 2967, 2853, 3348, 3126, 7432, 3, 7658, 3, 5]","[2, 5460, 1857, 6867, 3, 5]","[2, 6, 1792, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 3, 5]",re final boss는  [SEP] 
"[2, 2637, 2930, 3005, 7321, 3, 6567, 3147, 3077, 6627, 3, 5459, 5541, 3411, 5767, 7645, 7070, 3, 5596, 6390, 123, 123, 123, 134, 3, 1322, 2967, 2853, 3348, 3126, 7432, 3, 7658, 3, 5]","[2, 5460, 1857, 6867, 3, 5]","[2, 6, 1792, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 3, 5]","[2, 5622, 3210, 3552, 3077, 3, 1166, 3065, 5537, 1045, 3677, 3142, 2970, 3, 2062, 3622, 3366, 5746, 3362, 5859, 3, 5]",문제생겼다 [SEP] 만렙부터 레벨업이 [SEP] 인코딩 잘못된거같은데 [SEP] 
"[2, 5460, 1857, 6867, 3, 5]","[2, 6, 1792, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 3, 5]","[2, 5622, 3210, 3552, 3077, 3, 1166, 3065, 5537, 1045, 3677, 3142, 2970, 3, 2062, 3622, 3366, 5746, 3362, 5859, 3, 5]","[2, 1267, 2974, 5668, 3114, 2935, 134, 3, 5]",뭐로 보고있니? [SEP] 
"[2, 6, 1792, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 3, 5]","[2, 5622, 3210, 3552, 3077, 3, 1166, 3065, 5537, 1045, 3677, 3142, 2970, 3, 2062, 3622, 3366, 5746, 3362, 5859, 3, 5]","[2, 1267, 2974, 5668, 3114, 2935, 134, 3, 5]","[2, 1254, 2979, 3093, 982, 2947, 2443, 3543, 2938, 3, 5]",문리더 라는 친군데 [SEP] 
"[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 3, 5]","[2, 5622, 3210, 3552, 3077, 3, 1166, 3065, 5537, 1045, 3677, 3142, 2970, 3, 2062, 3622, 3366, 5746, 3362, 5859, 3, 5]","[2, 1267, 2974, 5668, 3114, 2935, 134, 3, 5]","[2, 1254, 2979, 3093, 982, 2947, 2443, 3543, 2938, 3, 5]","[2, 6925, 5779, 3, 5]",어쩔수 없다 [SEP] 
"[2, 5622, 3210, 3552, 3077, 3, 1166, 3065, 5537, 1045, 3677, 3142, 2970, 3, 2062, 3622, 3366, 5746, 3362, 5859, 3, 5]","[2, 1267, 2974, 5668, 3114, 2935, 134, 3, 5]","[2, 1254, 2979, 3093, 982, 2947, 2443, 3543, 2938, 3, 5]","[2, 6925, 5779, 3, 5]","[2, 6094, 5448, 3, 7291, 7656, 4730, 3, 5]",뭐지ㅋㅋㅋ [SEP] 잠만 기다려뫄 [SEP] 
"[2, 1267, 2974, 5668, 3114, 2935, 134, 3, 5]","[2, 1254, 2979, 3093, 982, 2947, 2443, 3543, 2938, 3, 5]","[2, 6925, 5779, 3, 5]","[2, 6094, 5448, 3, 7291, 7656, 4730, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 7448, 3316, 6140, 7424, 2950, 6902, 7853, 3, 5]",re final boss는 캡쳐본 밖에 안보여서 링크준다 [SEP] 
"[2, 1254, 2979, 3093, 982, 2947, 2443, 3543, 2938, 3, 5]","[2, 6925, 5779, 3, 5]","[2, 6094, 5448, 3, 7291, 7656, 4730, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 7448, 3316, 6140, 7424, 2950, 6902, 7853, 3, 5]","[2, 5857, 5478, 3734, 3166, 3, 1792, 5836, 5482, 2947, 6461, 2974, 6689, 6953, 5583, 3, 5]",대체 어케찾누 [SEP] 아 아까 그거는 다른거로 하니까 보이더라 [SEP] 
"[2, 6925, 5779, 3, 5]","[2, 6094, 5448, 3, 7291, 7656, 4730, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 7448, 3316, 6140, 7424, 2950, 6902, 7853, 3, 5]","[2, 5857, 5478, 3734, 3166, 3, 1792, 5836, 5482, 2947, 6461, 2974, 6689, 6953, 5583, 3, 5]","[2, 5980, 3457, 1372, 2990, 2947, 3, 126, 3263, 3128, 3282, 2971, 5489, 3, 5]",파이널 보스는 [SEP] 2부연재중인데 [SEP] 
"[2, 6094, 5448, 3, 7291, 7656, 4730, 3, 5]","[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 7448, 3316, 6140, 7424, 2950, 6902, 7853, 3, 5]","[2, 5857, 5478, 3734, 3166, 3, 1792, 5836, 5482, 2947, 6461, 2974, 6689, 6953, 5583, 3, 5]","[2, 5980, 3457, 1372, 2990, 2947, 3, 126, 3263, 3128, 3282, 2971, 5489, 3, 5]","[2, 126, 3263, 2947, 5767, 7645, 5701, 3, 5491, 5956, 1857, 6647, 5566, 3626, 123, 123, 123, 123, 3, 5568, 5506, 5718, 5713, 6484, 2950, 3, 5472, 6890, 3, 7215, 3236, 3173, 3, 5]",2부는 찾아봐야겠네 [SEP] 이거라도 얻은게 어디얌.... [SEP] 나는 내일 일찍 나가야해서 [SEP] 이제 자야겠다 [SEP] 고마워양ㅇ [SEP] 
"[2, 7313, 148, 6005, 6098, 144, 3438, 6962, 2947, 7448, 3316, 6140, 7424, 2950, 6902, 7853, 3, 5]","[2, 5857, 5478, 3734, 3166, 3, 1792, 5836, 5482, 2947, 6461, 2974, 6689, 6953, 5583, 3, 5]","[2, 5980, 3457, 1372, 2990, 2947, 3, 126, 3263, 3128, 3282, 2971, 5489, 3, 5]","[2, 126, 3263, 2947, 5767, 7645, 5701, 3, 5491, 5956, 1857, 6647, 5566, 3626, 123, 123, 123, 123, 3, 5568, 5506, 5718, 5713, 6484, 2950, 3, 5472, 6890, 3, 7215, 3236, 3173, 3, 5]","[2, 7711, 764, 221, 3114, 6625, 3, 5]",4개 더 가있을거야 [SEP] 
"[2, 5857, 5478, 3734, 3166, 3, 1792, 5836, 5482, 2947, 6461, 2974, 6689, 6953, 5583, 3, 5]","[2, 5980, 3457, 1372, 2990, 2947, 3, 126, 3263, 3128, 3282, 2971, 5489, 3, 5]","[2, 126, 3263, 2947, 5767, 7645, 5701, 3, 5491, 5956, 1857, 6647, 5566, 3626, 123, 123, 123, 123, 3, 5568, 5506, 5718, 5713, 6484, 2950, 3, 5472, 6890, 3, 7215, 3236, 3173, 3, 5]","[2, 7711, 764, 221, 3114, 6625, 3, 5]","[2, 7215, 5448, 3, 6449, 5452, 3, 5457, 5705, 2992, 3247, 1164, 3, 7215, 5448, 3, 5]",고마워ㅋㅋㅋㅋ [SEP] 미친다 진짜 [SEP] 너무 고생하진 마 [SEP] 고마워ㅋㅋㅋ [SEP] 
"[2, 5980, 3457, 1372, 2990, 2947, 3, 126, 3263, 3128, 3282, 2971, 5489, 3, 5]","[2, 126, 3263, 2947, 5767, 7645, 5701, 3, 5491, 5956, 1857, 6647, 5566, 3626, 123, 123, 123, 123, 3, 5568, 5506, 5718, 5713, 6484, 2950, 3, 5472, 6890, 3, 7215, 3236, 3173, 3, 5]","[2, 7711, 764, 221, 3114, 6625, 3, 5]","[2, 7215, 5448, 3, 6449, 5452, 3, 5457, 5705, 2992, 3247, 1164, 3, 7215, 5448, 3, 5]","[2, 7661, 3247, 6295, 3, 5]",나머진 모르것다 [SEP] 
"[2, 126, 3263, 2947, 5767, 7645, 5701, 3, 5491, 5956, 1857, 6647, 5566, 3626, 123, 123, 123, 123, 3, 5568, 5506, 5718, 5713, 6484, 2950, 3, 5472, 6890, 3, 7215, 3236, 3173, 3, 5]","[2, 7711, 764, 221, 3114, 6625, 3, 5]","[2, 7215, 5448, 3, 6449, 5452, 3, 5457, 5705, 2992, 3247, 1164, 3, 7215, 5448, 3, 5]","[2, 7661, 3247, 6295, 3, 5]","[2, 5470, 1313, 2970, 2994, 2963, 3, 6635, 6211, 1383, 5842, 2926, 3, 5]",지금 밖이러거 [SEP] 이따가 집에서 봐볼게여 [SEP] 
"[2, 7711, 764, 221, 3114, 6625, 3, 5]","[2, 7215, 5448, 3, 6449, 5452, 3, 5457, 5705, 2992, 3247, 1164, 3, 7215, 5448, 3, 5]","[2, 7661, 3247, 6295, 3, 5]","[2, 5470, 1313, 2970, 2994, 2963, 3, 6635, 6211, 1383, 5842, 2926, 3, 5]","[2, 5451, 5620, 3323, 3, 5464, 5451, 3, 5]",ㅋㅋㅋㅋ 열심히봐 [SEP] 그래 ㅋㅋㅋ [SEP] 
"[2, 7215, 5448, 3, 6449, 5452, 3, 5457, 5705, 2992, 3247, 1164, 3, 7215, 5448, 3, 5]","[2, 7661, 3247, 6295, 3, 5]","[2, 5470, 1313, 2970, 2994, 2963, 3, 6635, 6211, 1383, 5842, 2926, 3, 5]","[2, 5451, 5620, 3323, 3, 5464, 5451, 3, 5]","[2, 5924, 3006, 5815, 3, 5]",치킨먹는다 [SEP] 
