utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 7027, 3734, 3097, 2781, 3701, 2925, 3, 5581, 1792, 3897, 3, 6781, 5457, 7992, 3001, 3, 5754, 2162, 6445, 3082, 3011, 5449, 3, 5836, 5452, 1268, 1685, 2940, 3325, 3055, 2186, 3, 5]","[2, 1931, 2940, 3444, 123, 123, 123, 119, 3, 5]","[2, 1792, 5466, 7101, 408, 3310, 2970, 5779, 3, 1685, 3459, 3217, 3179, 7249, 2062, 3340, 3, 5457, 2117, 2965, 265, 7037, 3, 191, 3281, 1693, 3080, 3201, 3, 5]","[2, 5922, 123, 123, 123, 3, 5]","[2, 5569, 2117, 2965, 2932, 6240, 2925, 3, 5]",이렇게 적을지 몰랐어 [SEP] 
"[2, 1931, 2940, 3444, 123, 123, 123, 119, 3, 5]","[2, 1792, 5466, 7101, 408, 3310, 2970, 5779, 3, 1685, 3459, 3217, 3179, 7249, 2062, 3340, 3, 5457, 2117, 2965, 265, 7037, 3, 191, 3281, 1693, 3080, 3201, 3, 5]","[2, 5922, 123, 123, 123, 3, 5]","[2, 5569, 2117, 2965, 2932, 6240, 2925, 3, 5]","[2, 6067, 6407, 5523, 7572, 5555, 3, 5]",역시 안하는게 답이었어 [SEP] 
"[2, 1792, 5466, 7101, 408, 3310, 2970, 5779, 3, 1685, 3459, 3217, 3179, 7249, 2062, 3340, 3, 5457, 2117, 2965, 265, 7037, 3, 191, 3281, 1693, 3080, 3201, 3, 5]","[2, 5922, 123, 123, 123, 3, 5]","[2, 5569, 2117, 2965, 2932, 6240, 2925, 3, 5]","[2, 6067, 6407, 5523, 7572, 5555, 3, 5]","[2, 6389, 7059, 2071, 2966, 3072, 2950, 3, 6064, 5652, 268, 2932, 5688, 268, 2932, 3, 5]",쌤이 반에 있으래서 [SEP] 가야 하는 건지 아닌 건지 [SEP] 
"[2, 5922, 123, 123, 123, 3, 5]","[2, 5569, 2117, 2965, 2932, 6240, 2925, 3, 5]","[2, 6067, 6407, 5523, 7572, 5555, 3, 5]","[2, 6389, 7059, 2071, 2966, 3072, 2950, 3, 6064, 5652, 268, 2932, 5688, 268, 2932, 3, 5]","[2, 5485, 5561, 7249, 3296, 134, 3, 5]",그럼 언제 가는겨? [SEP] 
"[2, 5569, 2117, 2965, 2932, 6240, 2925, 3, 5]","[2, 6067, 6407, 5523, 7572, 5555, 3, 5]","[2, 6389, 7059, 2071, 2966, 3072, 2950, 3, 6064, 5652, 268, 2932, 5688, 268, 2932, 3, 5]","[2, 5485, 5561, 7249, 3296, 134, 3, 5]","[2, 260, 7059, 6134, 5488, 3, 1685, 3459, 3217, 3179, 2974, 6064, 3159, 5475, 3, 2349, 2966, 3161, 5589, 1231, 3, 5]",걍 반에 있을라고 [SEP] 시청각실로 가야했으면 [SEP] 찾으시겠지 모 [SEP] 
"[2, 6067, 6407, 5523, 7572, 5555, 3, 5]","[2, 6389, 7059, 2071, 2966, 3072, 2950, 3, 6064, 5652, 268, 2932, 5688, 268, 2932, 3, 5]","[2, 5485, 5561, 7249, 3296, 134, 3, 5]","[2, 260, 7059, 6134, 5488, 3, 1685, 3459, 3217, 3179, 2974, 6064, 3159, 5475, 3, 2349, 2966, 3161, 5589, 1231, 3, 5]","[2, 5490, 5589, 123, 123, 123, 134, 3, 5]",그러겠지...? [SEP] 
"[2, 6389, 7059, 2071, 2966, 3072, 2950, 3, 6064, 5652, 268, 2932, 5688, 268, 2932, 3, 5]","[2, 5485, 5561, 7249, 3296, 134, 3, 5]","[2, 260, 7059, 6134, 5488, 3, 1685, 3459, 3217, 3179, 2974, 6064, 3159, 5475, 3, 2349, 2966, 3161, 5589, 1231, 3, 5]","[2, 5490, 5589, 123, 123, 123, 134, 3, 5]","[2, 6028, 6028, 3, 6741, 6741, 169, 119, 3, 5490, 2940, 169, 119, 3, 5]",그치 그치 [SEP] 맞지 맞지~! [SEP] 그러장~! [SEP] 
"[2, 5485, 5561, 7249, 3296, 134, 3, 5]","[2, 260, 7059, 6134, 5488, 3, 1685, 3459, 3217, 3179, 2974, 6064, 3159, 5475, 3, 2349, 2966, 3161, 5589, 1231, 3, 5]","[2, 5490, 5589, 123, 123, 123, 134, 3, 5]","[2, 6028, 6028, 3, 6741, 6741, 169, 119, 3, 5490, 2940, 169, 119, 3, 5]","[2, 6494, 5754, 2162, 5991, 2931, 3139, 3373, 3, 5]",우선 지금은 좀 놀아야겠따 [SEP] 
"[2, 260, 7059, 6134, 5488, 3, 1685, 3459, 3217, 3179, 2974, 6064, 3159, 5475, 3, 2349, 2966, 3161, 5589, 1231, 3, 5]","[2, 5490, 5589, 123, 123, 123, 134, 3, 5]","[2, 6028, 6028, 3, 6741, 6741, 169, 119, 3, 5490, 2940, 169, 119, 3, 5]","[2, 6494, 5754, 2162, 5991, 2931, 3139, 3373, 3, 5]","[2, 5717, 6736, 3, 1267, 5500, 5991, 2931, 2769, 5809, 3, 2084, 5902, 3063, 3, 7117, 2947, 1267, 5500, 629, 2924, 2932, 123, 123, 123, 134, 3, 5]",뭔가 요즘은 [SEP] 뭐 하고 놀아야 할지도 [SEP] 잘 모르겠음 [SEP] 예전에는 뭐 하고 놀았지...? [SEP] 
"[2, 5490, 5589, 123, 123, 123, 134, 3, 5]","[2, 6028, 6028, 3, 6741, 6741, 169, 119, 3, 5490, 2940, 169, 119, 3, 5]","[2, 6494, 5754, 2162, 5991, 2931, 3139, 3373, 3, 5]","[2, 5717, 6736, 3, 1267, 5500, 5991, 2931, 2769, 5809, 3, 2084, 5902, 3063, 3, 7117, 2947, 1267, 5500, 629, 2924, 2932, 123, 123, 123, 134, 3, 5]","[2, 5577, 6581, 2769, 3072, 134, 3, 5]",너도 5인격 할래? [SEP] 
"[2, 6028, 6028, 3, 6741, 6741, 169, 119, 3, 5490, 2940, 169, 119, 3, 5]","[2, 6494, 5754, 2162, 5991, 2931, 3139, 3373, 3, 5]","[2, 5717, 6736, 3, 1267, 5500, 5991, 2931, 2769, 5809, 3, 2084, 5902, 3063, 3, 7117, 2947, 1267, 5500, 629, 2924, 2932, 123, 123, 123, 134, 3, 5]","[2, 5577, 6581, 2769, 3072, 134, 3, 5]","[2, 581, 5452, 5620, 1901, 3142, 5590, 6581, 3, 5458, 7655, 1239, 5874, 123, 123, 123, 3, 5]",너 진짜 열심히 영업한다 5인격 [SEP] 내가 게임을 못 해서... [SEP] 
"[2, 6494, 5754, 2162, 5991, 2931, 3139, 3373, 3, 5]","[2, 5717, 6736, 3, 1267, 5500, 5991, 2931, 2769, 5809, 3, 2084, 5902, 3063, 3, 7117, 2947, 1267, 5500, 629, 2924, 2932, 123, 123, 123, 134, 3, 5]","[2, 5577, 6581, 2769, 3072, 134, 3, 5]","[2, 581, 5452, 5620, 1901, 3142, 5590, 6581, 3, 5458, 7655, 1239, 5874, 123, 123, 123, 3, 5]","[2, 6, 5876, 5949, 3, 5]",규리 맨날 죽어 [SEP] 
"[2, 5717, 6736, 3, 1267, 5500, 5991, 2931, 2769, 5809, 3, 2084, 5902, 3063, 3, 7117, 2947, 1267, 5500, 629, 2924, 2932, 123, 123, 123, 134, 3, 5]","[2, 5577, 6581, 2769, 3072, 134, 3, 5]","[2, 581, 5452, 5620, 1901, 3142, 5590, 6581, 3, 5458, 7655, 1239, 5874, 123, 123, 123, 3, 5]","[2, 6, 5876, 5949, 3, 5]","[2, 5462, 5458, 2042, 3, 764, 6395, 5842, 3262, 141, 141, 3, 5520, 3343, 2849, 5671, 5476, 119, 3, 5]",근데 내가 음 [SEP] 더 생각해볼게유 ^^ [SEP] 아직두 화요일이야! [SEP] 
"[2, 5577, 6581, 2769, 3072, 134, 3, 5]","[2, 581, 5452, 5620, 1901, 3142, 5590, 6581, 3, 5458, 7655, 1239, 5874, 123, 123, 123, 3, 5]","[2, 6, 5876, 5949, 3, 5]","[2, 5462, 5458, 2042, 3, 764, 6395, 5842, 3262, 141, 141, 3, 5520, 3343, 2849, 5671, 5476, 119, 3, 5]","[2, 6517, 123, 123, 3, 1792, 7158, 5448, 3, 5]",그러게.. [SEP] 아 자살마렵다ㅋㅋㅋ [SEP] 
"[2, 581, 5452, 5620, 1901, 3142, 5590, 6581, 3, 5458, 7655, 1239, 5874, 123, 123, 123, 3, 5]","[2, 6, 5876, 5949, 3, 5]","[2, 5462, 5458, 2042, 3, 764, 6395, 5842, 3262, 141, 141, 3, 5520, 3343, 2849, 5671, 5476, 119, 3, 5]","[2, 6517, 123, 123, 3, 1792, 7158, 5448, 3, 5]","[2, 1792, 5483, 6837, 5537, 5582, 5547, 134, 3, 6257, 5537, 3055, 2186, 6436, 723, 6160, 6177, 191, 3281, 3, 5]",아 우리 40분부터 수업인가? [SEP] 30분부터인 줄 알고 다 정리했네 ㅆㅂ [SEP] 
"[2, 6, 5876, 5949, 3, 5]","[2, 5462, 5458, 2042, 3, 764, 6395, 5842, 3262, 141, 141, 3, 5520, 3343, 2849, 5671, 5476, 119, 3, 5]","[2, 6517, 123, 123, 3, 1792, 7158, 5448, 3, 5]","[2, 1792, 5483, 6837, 5537, 5582, 5547, 134, 3, 6257, 5537, 3055, 2186, 6436, 723, 6160, 6177, 191, 3281, 3, 5]","[2, 6837, 5537, 3626, 3, 5]",40분부터얌 [SEP] 
"[2, 5462, 5458, 2042, 3, 764, 6395, 5842, 3262, 141, 141, 3, 5520, 3343, 2849, 5671, 5476, 119, 3, 5]","[2, 6517, 123, 123, 3, 1792, 7158, 5448, 3, 5]","[2, 1792, 5483, 6837, 5537, 5582, 5547, 134, 3, 6257, 5537, 3055, 2186, 6436, 723, 6160, 6177, 191, 3281, 3, 5]","[2, 6837, 5537, 3626, 3, 5]","[2, 5559, 2939, 3713, 2970, 1863, 3279, 134, 3, 6585, 5559, 2967, 6155, 2987, 3373, 3, 5459, 6361, 1719, 5668, 6356, 3, 5457, 7118, 3077, 3, 5452, 6147, 5457, 1983, 3354, 3, 2764, 5522, 7118, 3077, 3, 5459, 5668, 6356, 3, 5]",시간개념이 없쥬? [SEP] 쉬는 시간에 자야게따 [SEP] 나도 일본어 쌤 보고 싶다 [SEP] 너무 웃기다 [SEP] 진짜 저게 너무 웃김 [SEP] 하 존나 웃기다 [SEP] 나도 보고 싶다 [SEP] 
"[2, 6517, 123, 123, 3, 1792, 7158, 5448, 3, 5]","[2, 1792, 5483, 6837, 5537, 5582, 5547, 134, 3, 6257, 5537, 3055, 2186, 6436, 723, 6160, 6177, 191, 3281, 3, 5]","[2, 6837, 5537, 3626, 3, 5]","[2, 5559, 2939, 3713, 2970, 1863, 3279, 134, 3, 6585, 5559, 2967, 6155, 2987, 3373, 3, 5459, 6361, 1719, 5668, 6356, 3, 5457, 7118, 3077, 3, 5452, 6147, 5457, 1983, 3354, 3, 2764, 5522, 7118, 3077, 3, 5459, 5668, 6356, 3, 5]","[2, 2376, 3451, 4406, 5543, 5452, 3, 5650, 5448, 3, 5]",첫날밴 ㄹㅇ 진짜 [SEP] 에바ㅋㅋㅋ [SEP] 
"[2, 1792, 5483, 6837, 5537, 5582, 5547, 134, 3, 6257, 5537, 3055, 2186, 6436, 723, 6160, 6177, 191, 3281, 3, 5]","[2, 6837, 5537, 3626, 3, 5]","[2, 5559, 2939, 3713, 2970, 1863, 3279, 134, 3, 6585, 5559, 2967, 6155, 2987, 3373, 3, 5459, 6361, 1719, 5668, 6356, 3, 5457, 7118, 3077, 3, 5452, 6147, 5457, 1983, 3354, 3, 2764, 5522, 7118, 3077, 3, 5459, 5668, 6356, 3, 5]","[2, 2376, 3451, 4406, 5543, 5452, 3, 5650, 5448, 3, 5]","[2, 5462, 6361, 347, 3179, 5469, 5528, 3, 7564, 2947, 6520, 5551, 3, 5]",근데 일본어 교실에서 하면 [SEP] 중국어는 어디서 하지 [SEP] 
"[2, 6837, 5537, 3626, 3, 5]","[2, 5559, 2939, 3713, 2970, 1863, 3279, 134, 3, 6585, 5559, 2967, 6155, 2987, 3373, 3, 5459, 6361, 1719, 5668, 6356, 3, 5457, 7118, 3077, 3, 5452, 6147, 5457, 1983, 3354, 3, 2764, 5522, 7118, 3077, 3, 5459, 5668, 6356, 3, 5]","[2, 2376, 3451, 4406, 5543, 5452, 3, 5650, 5448, 3, 5]","[2, 5462, 6361, 347, 3179, 5469, 5528, 3, 7564, 2947, 6520, 5551, 3, 5]","[2, 7564, 3005, 347, 3179, 2996, 3411, 134, 3, 5]",중국어도 교실일걸? [SEP] 
"[2, 5559, 2939, 3713, 2970, 1863, 3279, 134, 3, 6585, 5559, 2967, 6155, 2987, 3373, 3, 5459, 6361, 1719, 5668, 6356, 3, 5457, 7118, 3077, 3, 5452, 6147, 5457, 1983, 3354, 3, 2764, 5522, 7118, 3077, 3, 5459, 5668, 6356, 3, 5]","[2, 2376, 3451, 4406, 5543, 5452, 3, 5650, 5448, 3, 5]","[2, 5462, 6361, 347, 3179, 5469, 5528, 3, 7564, 2947, 6520, 5551, 3, 5]","[2, 7564, 3005, 347, 3179, 2996, 3411, 134, 3, 5]","[2, 128, 3204, 5524, 5613, 5938, 2947, 5593, 2965, 3, 5472, 2950, 2931, 6655, 3077, 123, 123, 123, 3, 5536, 1621, 2059, 3206, 3, 5]",4반이랑 같이 한다는 사실을 [SEP]  이제서야 알았다... [SEP] 그럴 수 이찌 [SEP] 
"[2, 2376, 3451, 4406, 5543, 5452, 3, 5650, 5448, 3, 5]","[2, 5462, 6361, 347, 3179, 5469, 5528, 3, 7564, 2947, 6520, 5551, 3, 5]","[2, 7564, 3005, 347, 3179, 2996, 3411, 134, 3, 5]","[2, 128, 3204, 5524, 5613, 5938, 2947, 5593, 2965, 3, 5472, 2950, 2931, 6655, 3077, 123, 123, 123, 3, 5536, 1621, 2059, 3206, 3, 5]","[2, 6813, 5797, 5790, 5540, 5643, 3, 5]",밥을 먹고 자살해야겠어 [SEP] 
"[2, 5462, 6361, 347, 3179, 5469, 5528, 3, 7564, 2947, 6520, 5551, 3, 5]","[2, 7564, 3005, 347, 3179, 2996, 3411, 134, 3, 5]","[2, 128, 3204, 5524, 5613, 5938, 2947, 5593, 2965, 3, 5472, 2950, 2931, 6655, 3077, 123, 123, 123, 3, 5536, 1621, 2059, 3206, 3, 5]","[2, 6813, 5797, 5790, 5540, 5643, 3, 5]","[2, 5790, 3005, 1686, 3012, 3074, 5476, 134, 3, 5]",자살도 식후경이야? [SEP] 
"[2, 7564, 3005, 347, 3179, 2996, 3411, 134, 3, 5]","[2, 128, 3204, 5524, 5613, 5938, 2947, 5593, 2965, 3, 5472, 2950, 2931, 6655, 3077, 123, 123, 123, 3, 5536, 1621, 2059, 3206, 3, 5]","[2, 6813, 5797, 5790, 5540, 5643, 3, 5]","[2, 5790, 3005, 1686, 3012, 3074, 5476, 134, 3, 5]","[2, 7240, 141, 141, 3, 5]",그런거지^^ [SEP] 
"[2, 128, 3204, 5524, 5613, 5938, 2947, 5593, 2965, 3, 5472, 2950, 2931, 6655, 3077, 123, 123, 123, 3, 5536, 1621, 2059, 3206, 3, 5]","[2, 6813, 5797, 5790, 5540, 5643, 3, 5]","[2, 5790, 3005, 1686, 3012, 3074, 5476, 134, 3, 5]","[2, 7240, 141, 141, 3, 5]","[2, 5869, 199, 3173, 3113, 119, 3, 2084, 7743, 2078, 3160, 3, 5811, 6903, 5584, 3, 5483, 2648, 3080, 6278, 2999, 3, 5]",발표 ㅎㅇㅌ ㅎㅇㅌ! [SEP] 잘 했네 자네 [SEP] 아주 수고했어 [SEP] 우리 팀은 아니지만 [SEP] 
"[2, 6813, 5797, 5790, 5540, 5643, 3, 5]","[2, 5790, 3005, 1686, 3012, 3074, 5476, 134, 3, 5]","[2, 7240, 141, 141, 3, 5]","[2, 5869, 199, 3173, 3113, 119, 3, 2084, 7743, 2078, 3160, 3, 5811, 6903, 5584, 3, 5483, 2648, 3080, 6278, 2999, 3, 5]","[2, 5763, 3, 5]",뭐야ㅋㅋㅋ [SEP] 
"[2, 5790, 3005, 1686, 3012, 3074, 5476, 134, 3, 5]","[2, 7240, 141, 141, 3, 5]","[2, 5869, 199, 3173, 3113, 119, 3, 2084, 7743, 2078, 3160, 3, 5811, 6903, 5584, 3, 5483, 2648, 3080, 6278, 2999, 3, 5]","[2, 5763, 3, 5]","[2, 5634, 5869, 2947, 6903, 3030, 6152, 3, 5]",그래도 발표는 수고한 거지 [SEP] 
"[2, 7240, 141, 141, 3, 5]","[2, 5869, 199, 3173, 3113, 119, 3, 2084, 7743, 2078, 3160, 3, 5811, 6903, 5584, 3, 5483, 2648, 3080, 6278, 2999, 3, 5]","[2, 5763, 3, 5]","[2, 5634, 5869, 2947, 6903, 3030, 6152, 3, 5]","[2, 2162, 2157, 3247, 5723, 3232, 5926, 3, 5634, 7317, 3082, 3, 5]",좀 조진것같긴 하지만 [SEP] 그래도 만족해 [SEP] 
"[2, 5869, 199, 3173, 3113, 119, 3, 2084, 7743, 2078, 3160, 3, 5811, 6903, 5584, 3, 5483, 2648, 3080, 6278, 2999, 3, 5]","[2, 5763, 3, 5]","[2, 5634, 5869, 2947, 6903, 3030, 6152, 3, 5]","[2, 2162, 2157, 3247, 5723, 3232, 5926, 3, 5634, 7317, 3082, 3, 5]","[2, 5485, 815, 2932, 169, 119, 3, 5]",그럼 됐지~! [SEP] 
"[2, 5763, 3, 5]","[2, 5634, 5869, 2947, 6903, 3030, 6152, 3, 5]","[2, 2162, 2157, 3247, 5723, 3232, 5926, 3, 5634, 7317, 3082, 3, 5]","[2, 5485, 815, 2932, 169, 119, 3, 5]","[2, 6442, 5476, 3, 5]",고민중이야 [SEP] 
"[2, 5634, 5869, 2947, 6903, 3030, 6152, 3, 5]","[2, 2162, 2157, 3247, 5723, 3232, 5926, 3, 5634, 7317, 3082, 3, 5]","[2, 5485, 815, 2932, 169, 119, 3, 5]","[2, 6442, 5476, 3, 5]","[2, 5553, 155, 3108, 3096, 3105, 134, 134, 3, 6728, 147, 3110, 3540, 3095, 2957, 3, 5]",갑자기 mbti?? [SEP] 저는 esfp요 [SEP] 
"[2, 2162, 2157, 3247, 5723, 3232, 5926, 3, 5634, 7317, 3082, 3, 5]","[2, 5485, 815, 2932, 169, 119, 3, 5]","[2, 6442, 5476, 3, 5]","[2, 5553, 155, 3108, 3096, 3105, 134, 134, 3, 6728, 147, 3110, 3540, 3095, 2957, 3, 5]","[2, 539, 5774, 3067, 3146, 141, 141, 3, 5]",난 기억안남^^ [SEP] 
"[2, 5485, 815, 2932, 169, 119, 3, 5]","[2, 6442, 5476, 3, 5]","[2, 5553, 155, 3108, 3096, 3105, 134, 134, 3, 6728, 147, 3110, 3540, 3095, 2957, 3, 5]","[2, 539, 5774, 3067, 3146, 141, 141, 3, 5]","[2, 5462, 5568, 5458, 147, 5798, 284, 545, 3515, 2970, 6787, 2950, 3005, 1795, 7432, 3, 2031, 4067, 123, 123, 123, 3, 5]",근데 나는 내가 e라는 게 납득이 되면서도 안 되고 [SEP] 으흠... [SEP] 
"[2, 6442, 5476, 3, 5]","[2, 5553, 155, 3108, 3096, 3105, 134, 134, 3, 6728, 147, 3110, 3540, 3095, 2957, 3, 5]","[2, 539, 5774, 3067, 3146, 141, 141, 3, 5]","[2, 5462, 5568, 5458, 147, 5798, 284, 545, 3515, 2970, 6787, 2950, 3005, 1795, 7432, 3, 2031, 4067, 123, 123, 123, 3, 5]","[2, 539, 1267, 2946, 3034, 2932, 3, 151, 6107, 3892, 122, 162, 3, 5]",난 뭐나왔지 [SEP] ISTJ-T [SEP] 
"[2, 5553, 155, 3108, 3096, 3105, 134, 134, 3, 6728, 147, 3110, 3540, 3095, 2957, 3, 5]","[2, 539, 5774, 3067, 3146, 141, 141, 3, 5]","[2, 5462, 5568, 5458, 147, 5798, 284, 545, 3515, 2970, 6787, 2950, 3005, 1795, 7432, 3, 2031, 4067, 123, 123, 123, 3, 5]","[2, 539, 1267, 2946, 3034, 2932, 3, 151, 6107, 3892, 122, 162, 3, 5]","[2, 2084, 1176, 2947, 265, 238, 3077, 3, 5]",잘 맞는 거 같다 [SEP] 
"[2, 539, 5774, 3067, 3146, 141, 141, 3, 5]","[2, 5462, 5568, 5458, 147, 5798, 284, 545, 3515, 2970, 6787, 2950, 3005, 1795, 7432, 3, 2031, 4067, 123, 123, 123, 3, 5]","[2, 539, 1267, 2946, 3034, 2932, 3, 151, 6107, 3892, 122, 162, 3, 5]","[2, 2084, 1176, 2947, 265, 238, 3077, 3, 5]","[2, 6724, 7109, 123, 123, 123, 3, 5]",뭔지 모름... [SEP] 
"[2, 5462, 5568, 5458, 147, 5798, 284, 545, 3515, 2970, 6787, 2950, 3005, 1795, 7432, 3, 2031, 4067, 123, 123, 123, 3, 5]","[2, 539, 1267, 2946, 3034, 2932, 3, 151, 6107, 3892, 122, 162, 3, 5]","[2, 2084, 1176, 2947, 265, 238, 3077, 3, 5]","[2, 6724, 7109, 123, 123, 123, 3, 5]","[2, 1308, 2967, 2781, 3367, 6524, 3, 5]",밑에 해석 봐봐 [SEP] 
"[2, 539, 1267, 2946, 3034, 2932, 3, 151, 6107, 3892, 122, 162, 3, 5]","[2, 2084, 1176, 2947, 265, 238, 3077, 3, 5]","[2, 6724, 7109, 123, 123, 123, 3, 5]","[2, 1308, 2967, 2781, 3367, 6524, 3, 5]","[2, 1331, 3082, 3254, 3612, 3030, 1251, 2979, 3165, 2071, 3158, 2935, 7121, 5751, 2921, 546, 3077, 3, 5]",백해무익한 무리와 있느니 차라리 혼자가 낫다 [SEP] 
"[2, 2084, 1176, 2947, 265, 238, 3077, 3, 5]","[2, 6724, 7109, 123, 123, 123, 3, 5]","[2, 1308, 2967, 2781, 3367, 6524, 3, 5]","[2, 1331, 3082, 3254, 3612, 3030, 1251, 2979, 3165, 2071, 3158, 2935, 7121, 5751, 2921, 546, 3077, 3, 5]","[2, 7343, 1797, 3714, 134, 3, 5]",그러지 않닝? [SEP] 
