utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5945, 6320, 2425, 2969, 6754, 123, 123, 123, 3, 5588, 6599, 3, 5553, 2064, 3210, 6799, 3, 5620, 6476, 5447, 3, 5]","[2, 6320, 2425, 2969, 5476, 134, 134, 134, 3, 5]","[2, 5513, 192, 3104, 5458, 629, 3094, 6045, 123, 123, 123, 3, 6725, 3082, 2344, 3, 5]","[2, 555, 6373, 5448, 3, 5]","[2, 5577, 6324, 3293, 123, 123, 123, 3, 7054, 5875, 241, 3646, 5505, 3, 7481, 3160, 141, 141, 3, 5]",너도 힘내렴... [SEP] 우리도 되게 개판이라 [SEP] 신나네^^ [SEP] 
"[2, 6320, 2425, 2969, 5476, 134, 134, 134, 3, 5]","[2, 5513, 192, 3104, 5458, 629, 3094, 6045, 123, 123, 123, 3, 6725, 3082, 2344, 3, 5]","[2, 555, 6373, 5448, 3, 5]","[2, 5577, 6324, 3293, 123, 123, 123, 3, 7054, 5875, 241, 3646, 5505, 3, 7481, 3160, 141, 141, 3, 5]","[2, 7054, 2654, 119, 119, 3, 5]",우리도 🐶판!! [SEP] 
"[2, 5513, 192, 3104, 5458, 629, 3094, 6045, 123, 123, 123, 3, 6725, 3082, 2344, 3, 5]","[2, 555, 6373, 5448, 3, 5]","[2, 5577, 6324, 3293, 123, 123, 123, 3, 7054, 5875, 241, 3646, 5505, 3, 7481, 3160, 141, 141, 3, 5]","[2, 7054, 2654, 119, 119, 3, 5]","[2, 5451, 7342, 3, 5520, 6618, 134, 3, 5]",ㅋㅋㅋ뭐야 [SEP] 아직 안자? [SEP] 
"[2, 555, 6373, 5448, 3, 5]","[2, 5577, 6324, 3293, 123, 123, 123, 3, 7054, 5875, 241, 3646, 5505, 3, 7481, 3160, 141, 141, 3, 5]","[2, 7054, 2654, 119, 119, 3, 5]","[2, 5451, 7342, 3, 5520, 6618, 134, 3, 5]","[2, 6517, 119, 119, 3, 5]",그러게!! [SEP] 
"[2, 5577, 6324, 3293, 123, 123, 123, 3, 7054, 5875, 241, 3646, 5505, 3, 7481, 3160, 141, 141, 3, 5]","[2, 7054, 2654, 119, 119, 3, 5]","[2, 5451, 7342, 3, 5520, 6618, 134, 3, 5]","[2, 6517, 119, 119, 3, 5]","[2, 539, 5588, 2971, 123, 123, 199, 3, 5]",난 공부중..ㅎ [SEP] 
"[2, 7054, 2654, 119, 119, 3, 5]","[2, 5451, 7342, 3, 5520, 6618, 134, 3, 5]","[2, 6517, 119, 119, 3, 5]","[2, 539, 5588, 2971, 123, 123, 199, 3, 5]","[2, 199, 2994, 123, 123, 123, 3, 5993, 123, 123, 3, 5993, 5514, 119, 119, 3, 5]",ㅎ러... [SEP] 자야지.. [SEP] 자야지ㅠㅠ!! [SEP] 
"[2, 5451, 7342, 3, 5520, 6618, 134, 3, 5]","[2, 6517, 119, 119, 3, 5]","[2, 539, 5588, 2971, 123, 123, 199, 3, 5]","[2, 199, 2994, 123, 123, 123, 3, 5993, 123, 123, 3, 5993, 5514, 119, 119, 3, 5]","[2, 7034, 123, 123, 123, 199, 3, 5577, 5549, 2078, 3, 5]",그래야지...ㅎ [SEP] 너도 얼른 자 [SEP] 
"[2, 6517, 119, 119, 3, 5]","[2, 539, 5588, 2971, 123, 123, 199, 3, 5]","[2, 199, 2994, 123, 123, 123, 3, 5993, 123, 123, 3, 5993, 5514, 119, 119, 3, 5]","[2, 7034, 123, 123, 123, 199, 3, 5577, 5549, 2078, 3, 5]","[2, 5472, 224, 3016, 3, 2062, 3760, 3127, 2944, 5461, 6566, 119, 3, 5]",이제 간당 [SEP] 인천공항으로 간다! [SEP] 
"[2, 539, 5588, 2971, 123, 123, 199, 3, 5]","[2, 199, 2994, 123, 123, 123, 3, 5993, 123, 123, 3, 5993, 5514, 119, 119, 3, 5]","[2, 7034, 123, 123, 123, 199, 3, 5577, 5549, 2078, 3, 5]","[2, 5472, 224, 3016, 3, 2062, 3760, 3127, 2944, 5461, 6566, 119, 3, 5]","[2, 326, 2944, 5655, 411, 2067, 2932, 5766, 3, 1337, 7802, 2950, 6074, 6484, 3, 5]",공항가서 길 잃지 말고 [SEP] 뱅기에서 잘자야해 [SEP] 
"[2, 199, 2994, 123, 123, 123, 3, 5993, 123, 123, 3, 5993, 5514, 119, 119, 3, 5]","[2, 7034, 123, 123, 123, 199, 3, 5577, 5549, 2078, 3, 5]","[2, 5472, 224, 3016, 3, 2062, 3760, 3127, 2944, 5461, 6566, 119, 3, 5]","[2, 326, 2944, 5655, 411, 2067, 2932, 5766, 3, 1337, 7802, 2950, 6074, 6484, 3, 5]","[2, 1799, 5643, 5481, 3, 6583, 5994, 5524, 5613, 5863, 6252, 3, 5]",알겠어ㅎㅎ [SEP] 남자애들이랑 같이가는거라 [SEP] 
"[2, 7034, 123, 123, 123, 199, 3, 5577, 5549, 2078, 3, 5]","[2, 5472, 224, 3016, 3, 2062, 3760, 3127, 2944, 5461, 6566, 119, 3, 5]","[2, 326, 2944, 5655, 411, 2067, 2932, 5766, 3, 1337, 7802, 2950, 6074, 6484, 3, 5]","[2, 1799, 5643, 5481, 3, 6583, 5994, 5524, 5613, 5863, 6252, 3, 5]","[2, 6899, 3, 5]",개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 5472, 224, 3016, 3, 2062, 3760, 3127, 2944, 5461, 6566, 119, 3, 5]","[2, 326, 2944, 5655, 411, 2067, 2932, 5766, 3, 1337, 7802, 2950, 6074, 6484, 3, 5]","[2, 1799, 5643, 5481, 3, 6583, 5994, 5524, 5613, 5863, 6252, 3, 5]","[2, 6899, 3, 5]","[2, 5957, 7171, 5449, 3, 5]",벌써 저러는데 [SEP] 
"[2, 326, 2944, 5655, 411, 2067, 2932, 5766, 3, 1337, 7802, 2950, 6074, 6484, 3, 5]","[2, 1799, 5643, 5481, 3, 6583, 5994, 5524, 5613, 5863, 6252, 3, 5]","[2, 6899, 3, 5]","[2, 5957, 7171, 5449, 3, 5]","[2, 6449, 5448, 3, 5]",미친다ㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 1799, 5643, 5481, 3, 6583, 5994, 5524, 5613, 5863, 6252, 3, 5]","[2, 6899, 3, 5]","[2, 5957, 7171, 5449, 3, 5]","[2, 6449, 5448, 3, 5]","[2, 1528, 3057, 6892, 2936, 3, 5]",살ㄹ려줘라 [SEP] 
"[2, 6899, 3, 5]","[2, 5957, 7171, 5449, 3, 5]","[2, 6449, 5448, 3, 5]","[2, 1528, 3057, 6892, 2936, 3, 5]","[2, 6324, 5448, 3, 5813, 3209, 119, 119, 3, 5]",힘내ㅋㅋㅋㅋ [SEP] 화이또!! [SEP] 
"[2, 5957, 7171, 5449, 3, 5]","[2, 6449, 5448, 3, 5]","[2, 1528, 3057, 6892, 2936, 3, 5]","[2, 6324, 5448, 3, 5813, 3209, 119, 119, 3, 5]","[2, 2062, 3760, 3005, 3679, 5499, 3, 2084, 3392, 2934, 1895, 3169, 2979, 3, 5]",인천도착해서 [SEP] 잘살아 열심리 [SEP] 
"[2, 6449, 5448, 3, 5]","[2, 1528, 3057, 6892, 2936, 3, 5]","[2, 6324, 5448, 3, 5813, 3209, 119, 119, 3, 5]","[2, 2062, 3760, 3005, 3679, 5499, 3, 2084, 3392, 2934, 1895, 3169, 2979, 3, 5]","[2, 2084, 7378, 3165, 5448, 3, 5792, 221, 3151, 5518, 2087, 2960, 3, 2392, 2940, 5537, 539, 193, 3336, 2970, 7554, 3, 1165, 5704, 2947, 5784, 2965, 1694, 2925, 3002, 3, 5]",잘다녀와ㅋㅋㅋ [SEP] 가서 가오 많이 잡고 [SEP] 초장부터 난 ㅈ뱁이 아니다 [SEP] 막 이러는 느낌을 심어줘 [SEP] 
"[2, 1528, 3057, 6892, 2936, 3, 5]","[2, 6324, 5448, 3, 5813, 3209, 119, 119, 3, 5]","[2, 2062, 3760, 3005, 3679, 5499, 3, 2084, 3392, 2934, 1895, 3169, 2979, 3, 5]","[2, 2084, 7378, 3165, 5448, 3, 5792, 221, 3151, 5518, 2087, 2960, 3, 2392, 2940, 5537, 539, 193, 3336, 2970, 7554, 3, 1165, 5704, 2947, 5784, 2965, 1694, 2925, 3002, 3, 5]","[2, 5451, 3663, 5798, 5480, 5514, 3, 5]",ㅋㅋㅋㅋㅋㅋ뭐라는거야ㅠㅠ [SEP] 
"[2, 6324, 5448, 3, 5813, 3209, 119, 119, 3, 5]","[2, 2062, 3760, 3005, 3679, 5499, 3, 2084, 3392, 2934, 1895, 3169, 2979, 3, 5]","[2, 2084, 7378, 3165, 5448, 3, 5792, 221, 3151, 5518, 2087, 2960, 3, 2392, 2940, 5537, 539, 193, 3336, 2970, 7554, 3, 1165, 5704, 2947, 5784, 2965, 1694, 2925, 3002, 3, 5]","[2, 5451, 3663, 5798, 5480, 5514, 3, 5]","[2, 6324, 5448, 3, 5]",힘내ㅋㅋㅋㅋ [SEP] 
"[2, 2062, 3760, 3005, 3679, 5499, 3, 2084, 3392, 2934, 1895, 3169, 2979, 3, 5]","[2, 2084, 7378, 3165, 5448, 3, 5792, 221, 3151, 5518, 2087, 2960, 3, 2392, 2940, 5537, 539, 193, 3336, 2970, 7554, 3, 1165, 5704, 2947, 5784, 2965, 1694, 2925, 3002, 3, 5]","[2, 5451, 3663, 5798, 5480, 5514, 3, 5]","[2, 6324, 5448, 3, 5]","[2, 5470, 2062, 3760, 2970, 3016, 119, 3, 5]",지금 인천이당! [SEP] 
"[2, 2084, 7378, 3165, 5448, 3, 5792, 221, 3151, 5518, 2087, 2960, 3, 2392, 2940, 5537, 539, 193, 3336, 2970, 7554, 3, 1165, 5704, 2947, 5784, 2965, 1694, 2925, 3002, 3, 5]","[2, 5451, 3663, 5798, 5480, 5514, 3, 5]","[2, 6324, 5448, 3, 5]","[2, 5470, 2062, 3760, 2970, 3016, 119, 3, 5]","[2, 6504, 7584, 134, 3, 5676, 544, 7536, 123, 123, 123, 134, 3, 5]",몇시에 출발? [SEP] 엄청 남았네...? [SEP] 
"[2, 5451, 3663, 5798, 5480, 5514, 3, 5]","[2, 6324, 5448, 3, 5]","[2, 5470, 2062, 3760, 2970, 3016, 119, 3, 5]","[2, 6504, 7584, 134, 3, 5676, 544, 7536, 123, 123, 123, 134, 3, 5]","[2, 2414, 3355, 3169, 2943, 5474, 3, 6272, 872, 3427, 2769, 3048, 3, 5]",출국심사하고 [SEP] 밥먹고 등등 할듯 [SEP] 
"[2, 6324, 5448, 3, 5]","[2, 5470, 2062, 3760, 2970, 3016, 119, 3, 5]","[2, 6504, 7584, 134, 3, 5676, 544, 7536, 123, 123, 123, 134, 3, 5]","[2, 2414, 3355, 3169, 2943, 5474, 3, 6272, 872, 3427, 2769, 3048, 3, 5]","[2, 5472, 2062, 3760, 797, 4362, 5628, 5501, 3, 5623, 5701, 123, 123, 123, 3, 5]",이제 인천 도찯한거구나 [SEP] 힘들겠네... [SEP] 
"[2, 5470, 2062, 3760, 2970, 3016, 119, 3, 5]","[2, 6504, 7584, 134, 3, 5676, 544, 7536, 123, 123, 123, 134, 3, 5]","[2, 2414, 3355, 3169, 2943, 5474, 3, 6272, 872, 3427, 2769, 3048, 3, 5]","[2, 5472, 2062, 3760, 797, 4362, 5628, 5501, 3, 5623, 5701, 123, 123, 123, 3, 5]","[2, 786, 3587, 3151, 3342, 2970, 3, 5]",뎃츠오케이 [SEP] 
"[2, 6504, 7584, 134, 3, 5676, 544, 7536, 123, 123, 123, 134, 3, 5]","[2, 2414, 3355, 3169, 2943, 5474, 3, 6272, 872, 3427, 2769, 3048, 3, 5]","[2, 5472, 2062, 3760, 797, 4362, 5628, 5501, 3, 5623, 5701, 123, 123, 123, 3, 5]","[2, 786, 3587, 3151, 3342, 2970, 3, 5]","[2, 7055, 5493, 3, 5]",집가고싶다아아 [SEP] 
"[2, 2414, 3355, 3169, 2943, 5474, 3, 6272, 872, 3427, 2769, 3048, 3, 5]","[2, 5472, 2062, 3760, 797, 4362, 5628, 5501, 3, 5623, 5701, 123, 123, 123, 3, 5]","[2, 786, 3587, 3151, 3342, 2970, 3, 5]","[2, 7055, 5493, 3, 5]","[2, 5459, 3563, 6017, 3183, 5841, 5481, 3173, 3, 5]",나도노오오ㅗㄴㅇㅎㅎㅇ [SEP] 
"[2, 5472, 2062, 3760, 797, 4362, 5628, 5501, 3, 5623, 5701, 123, 123, 123, 3, 5]","[2, 786, 3587, 3151, 3342, 2970, 3, 5]","[2, 7055, 5493, 3, 5]","[2, 5459, 3563, 6017, 3183, 5841, 5481, 3173, 3, 5]","[2, 5765, 7970, 5783, 815, 5479, 123, 123, 123, 5600, 3, 539, 7900, 5493, 3, 5]",시작한지 얼마나 됐다고...ㅋㅋ [SEP] 난 집간다아아 [SEP] 
"[2, 786, 3587, 3151, 3342, 2970, 3, 5]","[2, 7055, 5493, 3, 5]","[2, 5459, 3563, 6017, 3183, 5841, 5481, 3173, 3, 5]","[2, 5765, 7970, 5783, 815, 5479, 123, 123, 123, 5600, 3, 539, 7900, 5493, 3, 5]","[2, 6210, 6181, 3, 5]",좋겠다 ㅠㅠ [SEP] 
"[2, 7055, 5493, 3, 5]","[2, 5459, 3563, 6017, 3183, 5841, 5481, 3173, 3, 5]","[2, 5765, 7970, 5783, 815, 5479, 123, 123, 123, 5600, 3, 539, 7900, 5493, 3, 5]","[2, 6210, 6181, 3, 5]","[2, 2246, 866, 2994, 2950, 3, 2245, 2359, 6799, 5596, 1901, 3811, 6566, 3, 5]",집 들러서 [SEP] 짐 챙겨서 바로 영광 간다 [SEP] 
"[2, 5459, 3563, 6017, 3183, 5841, 5481, 3173, 3, 5]","[2, 5765, 7970, 5783, 815, 5479, 123, 123, 123, 5600, 3, 539, 7900, 5493, 3, 5]","[2, 6210, 6181, 3, 5]","[2, 2246, 866, 2994, 2950, 3, 2245, 2359, 6799, 5596, 1901, 3811, 6566, 3, 5]","[2, 581, 6381, 1901, 3811, 5476, 123, 123, 134, 3, 5]",너 중학교 영광이야..? [SEP] 
"[2, 5765, 7970, 5783, 815, 5479, 123, 123, 123, 5600, 3, 539, 7900, 5493, 3, 5]","[2, 6210, 6181, 3, 5]","[2, 2246, 866, 2994, 2950, 3, 2245, 2359, 6799, 5596, 1901, 3811, 6566, 3, 5]","[2, 581, 6381, 1901, 3811, 5476, 123, 123, 134, 3, 5]","[2, 7767, 5537, 6281, 7378, 2950, 3, 6944, 2967, 5571, 3099, 6265, 1901, 3811, 1931, 5781, 2979, 3147, 3, 5]",중학교때부터 긱사다녀서 [SEP] 2주에 한번씩 광주 영광 와리가리함 [SEP] 
"[2, 6210, 6181, 3, 5]","[2, 2246, 866, 2994, 2950, 3, 2245, 2359, 6799, 5596, 1901, 3811, 6566, 3, 5]","[2, 581, 6381, 1901, 3811, 5476, 123, 123, 134, 3, 5]","[2, 7767, 5537, 6281, 7378, 2950, 3, 6944, 2967, 5571, 3099, 6265, 1901, 3811, 1931, 5781, 2979, 3147, 3, 5]","[2, 539, 5472, 6498, 7079, 3, 5812, 7066, 3088, 3, 5]",난 이제 진짜로 간단 [SEP] 이따보자구 [SEP] 
"[2, 2246, 866, 2994, 2950, 3, 2245, 2359, 6799, 5596, 1901, 3811, 6566, 3, 5]","[2, 581, 6381, 1901, 3811, 5476, 123, 123, 134, 3, 5]","[2, 7767, 5537, 6281, 7378, 2950, 3, 6944, 2967, 5571, 3099, 6265, 1901, 3811, 1931, 5781, 2979, 3147, 3, 5]","[2, 539, 5472, 6498, 7079, 3, 5812, 7066, 3088, 3, 5]","[2, 6363, 2599, 5500, 3, 6336, 3151, 2963, 3111, 141, 141, 3, 2286, 6673, 3, 5]",가면 톡 하고 [SEP] 다녀오거랑^^ [SEP] 쩔어ㅋㅋㅋ [SEP] 
"[2, 581, 6381, 1901, 3811, 5476, 123, 123, 134, 3, 5]","[2, 7767, 5537, 6281, 7378, 2950, 3, 6944, 2967, 5571, 3099, 6265, 1901, 3811, 1931, 5781, 2979, 3147, 3, 5]","[2, 539, 5472, 6498, 7079, 3, 5812, 7066, 3088, 3, 5]","[2, 6363, 2599, 5500, 3, 6336, 3151, 2963, 3111, 141, 141, 3, 2286, 6673, 3, 5]","[2, 241, 2970, 3768, 2932, 5514, 3, 1311, 5492, 5457, 2059, 3225, 2958, 3, 5]",개이쁘지ㅠㅠ [SEP] 바다가 너무 이뻐ㅠ [SEP] 
"[2, 7767, 5537, 6281, 7378, 2950, 3, 6944, 2967, 5571, 3099, 6265, 1901, 3811, 1931, 5781, 2979, 3147, 3, 5]","[2, 539, 5472, 6498, 7079, 3, 5812, 7066, 3088, 3, 5]","[2, 6363, 2599, 5500, 3, 6336, 3151, 2963, 3111, 141, 141, 3, 2286, 6673, 3, 5]","[2, 241, 2970, 3768, 2932, 5514, 3, 1311, 5492, 5457, 2059, 3225, 2958, 3, 5]","[2, 265, 3232, 5470, 1229, 3161, 3643, 134, 3, 5]",거긴 지금 몇시녀? [SEP] 
"[2, 539, 5472, 6498, 7079, 3, 5812, 7066, 3088, 3, 5]","[2, 6363, 2599, 5500, 3, 6336, 3151, 2963, 3111, 141, 141, 3, 2286, 6673, 3, 5]","[2, 241, 2970, 3768, 2932, 5514, 3, 1311, 5492, 5457, 2059, 3225, 2958, 3, 5]","[2, 265, 3232, 5470, 1229, 3161, 3643, 134, 3, 5]","[2, 6587, 7567, 119, 3, 5]",오후 4시! [SEP] 
"[2, 6363, 2599, 5500, 3, 6336, 3151, 2963, 3111, 141, 141, 3, 2286, 6673, 3, 5]","[2, 241, 2970, 3768, 2932, 5514, 3, 1311, 5492, 5457, 2059, 3225, 2958, 3, 5]","[2, 265, 3232, 5470, 1229, 3161, 3643, 134, 3, 5]","[2, 6587, 7567, 119, 3, 5]","[2, 1888, 3232, 133, 2964, 2938, 3, 6554, 5478, 2791, 4698, 3, 5]",여긴 9신데 [SEP] 밥은 어떻게 했엋 [SEP] 
"[2, 241, 2970, 3768, 2932, 5514, 3, 1311, 5492, 5457, 2059, 3225, 2958, 3, 5]","[2, 265, 3232, 5470, 1229, 3161, 3643, 134, 3, 5]","[2, 6587, 7567, 119, 3, 5]","[2, 1888, 3232, 133, 2964, 2938, 3, 6554, 5478, 2791, 4698, 3, 5]","[2, 5639, 126, 3303, 2996, 6587, 5614, 3, 7515, 7964, 5481, 3, 6554, 2788, 2929, 2963, 6224, 3016, 3, 5]",여기 29일 오후입니다 [SEP] 금요일이요ㅎㅎ [SEP] 밥은 햄버거 먹었당 [SEP] 
"[2, 265, 3232, 5470, 1229, 3161, 3643, 134, 3, 5]","[2, 6587, 7567, 119, 3, 5]","[2, 1888, 3232, 133, 2964, 2938, 3, 6554, 5478, 2791, 4698, 3, 5]","[2, 5639, 126, 3303, 2996, 6587, 5614, 3, 7515, 7964, 5481, 3, 6554, 2788, 2929, 2963, 6224, 3016, 3, 5]","[2, 5736, 2788, 2929, 2963, 1171, 6847, 2975, 5682, 5644, 3063, 123, 123, 123, 134, 3, 5]",거기 햄버거 맘스터치보다 맛있음...? [SEP] 
"[2, 6587, 7567, 119, 3, 5]","[2, 1888, 3232, 133, 2964, 2938, 3, 6554, 5478, 2791, 4698, 3, 5]","[2, 5639, 126, 3303, 2996, 6587, 5614, 3, 7515, 7964, 5481, 3, 6554, 2788, 2929, 2963, 6224, 3016, 3, 5]","[2, 5736, 2788, 2929, 2963, 1171, 6847, 2975, 5682, 5644, 3063, 123, 123, 123, 134, 3, 5]","[2, 241, 3494, 3077, 119, 134, 123, 123, 3, 5]",개짜다!?.. [SEP] 
