utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 539, 7531, 3407, 5713, 6918, 1169, 5628, 5617, 134, 3, 5]","[2, 2157, 3097, 6472, 2967, 5604, 3, 5]","[2, 536, 4469, 3077, 3022, 134, 3, 5]","[2, 5513, 6727, 6568, 723, 3451, 2934, 7341, 3, 5]","[2, 5485, 824, 2925, 3, 5548, 1232, 3297, 3173, 3119, 3, 2895, 3297, 2965, 544, 6799, 2169, 2965, 2989, 1863, 5730, 3, 7074, 3, 5]",그럼 됫어 [SEP] 그게 목적ㅇㅁ [SEP] 흔적을 남겨서 좋을건 없으니까 [SEP] ㅋㅅㅋㅅㅋㅅㅋㅅㅋ [SEP] 
"[2, 2157, 3097, 6472, 2967, 5604, 3, 5]","[2, 536, 4469, 3077, 3022, 134, 3, 5]","[2, 5513, 6727, 6568, 723, 3451, 2934, 7341, 3, 5]","[2, 5485, 824, 2925, 3, 5548, 1232, 3297, 3173, 3119, 3, 2895, 3297, 2965, 544, 6799, 2169, 2965, 2989, 1863, 5730, 3, 7074, 3, 5]","[2, 1685, 3383, 123, 123, 123, 123, 134, 3, 2231, 2963, 3055, 3163, 134, 3, 5]",시밤....? [SEP] 증거인멸? [SEP] 
"[2, 536, 4469, 3077, 3022, 134, 3, 5]","[2, 5513, 6727, 6568, 723, 3451, 2934, 7341, 3, 5]","[2, 5485, 824, 2925, 3, 5548, 1232, 3297, 3173, 3119, 3, 2895, 3297, 2965, 544, 6799, 2169, 2965, 2989, 1863, 5730, 3, 7074, 3, 5]","[2, 1685, 3383, 123, 123, 123, 123, 134, 3, 2231, 2963, 3055, 3163, 134, 3, 5]","[2, 536, 6001, 2440, 3603, 3030, 5516, 3134, 3, 5]",나 ㅈㄴ 치밀한 사람임 [SEP] 
"[2, 5513, 6727, 6568, 723, 3451, 2934, 7341, 3, 5]","[2, 5485, 824, 2925, 3, 5548, 1232, 3297, 3173, 3119, 3, 2895, 3297, 2965, 544, 6799, 2169, 2965, 2989, 1863, 5730, 3, 7074, 3, 5]","[2, 1685, 3383, 123, 123, 123, 123, 134, 3, 2231, 2963, 3055, 3163, 134, 3, 5]","[2, 536, 6001, 2440, 3603, 3030, 5516, 3134, 3, 5]","[2, 5522, 5717, 7743, 5448, 3, 536, 5861, 3410, 3016, 3, 5]",존나 뭔가 했네ㅋㅋㅋ [SEP] 나 씻고온당 [SEP] 
"[2, 5485, 824, 2925, 3, 5548, 1232, 3297, 3173, 3119, 3, 2895, 3297, 2965, 544, 6799, 2169, 2965, 2989, 1863, 5730, 3, 7074, 3, 5]","[2, 1685, 3383, 123, 123, 123, 123, 134, 3, 2231, 2963, 3055, 3163, 134, 3, 5]","[2, 536, 6001, 2440, 3603, 3030, 5516, 3134, 3, 5]","[2, 5522, 5717, 7743, 5448, 3, 536, 5861, 3410, 3016, 3, 5]","[2, 1913, 2931, 5451, 3, 7074, 3, 1438, 388, 3337, 3048, 3, 1792, 6364, 5462, 2071, 5545, 5573, 388, 1314, 2932, 3, 5550, 6246, 1176, 3433, 6008, 3147, 3, 5458, 6267, 3621, 2921, 7620, 2934, 3, 529, 2960, 1462, 5523, 5457, 5733, 2950, 3, 5460, 555, 5697, 1716, 6956, 2932, 2974, 7450, 2182, 2960, 3, 6121, 6246, 5618, 2974, 5584, 3, 5]",오야 ㅋㅋㅋㅋ [SEP] ㅋㅅㅋㅅㅋㅅㅋ [SEP] 비 그친듯 [SEP] 아 맞아 근데 있잖아 어제 그 반지 [SEP] 다시 새로 맞추기로함 [SEP] 내가 사이즈가 안맞아 [SEP] 끼고 빼는게 너무 힘들어서 [SEP] 그냥 내새끼 쌍가락지로 하라고 주고 [SEP] 나중에 새로 하기로햇어 [SEP] 
"[2, 1685, 3383, 123, 123, 123, 123, 134, 3, 2231, 2963, 3055, 3163, 134, 3, 5]","[2, 536, 6001, 2440, 3603, 3030, 5516, 3134, 3, 5]","[2, 5522, 5717, 7743, 5448, 3, 536, 5861, 3410, 3016, 3, 5]","[2, 1913, 2931, 5451, 3, 7074, 3, 1438, 388, 3337, 3048, 3, 1792, 6364, 5462, 2071, 5545, 5573, 388, 1314, 2932, 3, 5550, 6246, 1176, 3433, 6008, 3147, 3, 5458, 6267, 3621, 2921, 7620, 2934, 3, 529, 2960, 1462, 5523, 5457, 5733, 2950, 3, 5460, 555, 5697, 1716, 6956, 2932, 2974, 7450, 2182, 2960, 3, 6121, 6246, 5618, 2974, 5584, 3, 5]","[2, 1716, 6956, 2932, 5447, 3, 5]",쌍가락지ㅋㅋ [SEP] 
"[2, 536, 6001, 2440, 3603, 3030, 5516, 3134, 3, 5]","[2, 5522, 5717, 7743, 5448, 3, 536, 5861, 3410, 3016, 3, 5]","[2, 1913, 2931, 5451, 3, 7074, 3, 1438, 388, 3337, 3048, 3, 1792, 6364, 5462, 2071, 5545, 5573, 388, 1314, 2932, 3, 5550, 6246, 1176, 3433, 6008, 3147, 3, 5458, 6267, 3621, 2921, 7620, 2934, 3, 529, 2960, 1462, 5523, 5457, 5733, 2950, 3, 5460, 555, 5697, 1716, 6956, 2932, 2974, 7450, 2182, 2960, 3, 6121, 6246, 5618, 2974, 5584, 3, 5]","[2, 1716, 6956, 2932, 5447, 3, 5]","[2, 5543, 529, 5492, 7948, 7945, 5680, 3226, 3, 5675, 1438, 3166, 2974, 3005, 1403, 6483, 3147, 3, 5]",ㄹㅇ 끼다가 손가락 부러지는줄 [SEP] 이건 비누로도 불가능함 [SEP] 
"[2, 5522, 5717, 7743, 5448, 3, 536, 5861, 3410, 3016, 3, 5]","[2, 1913, 2931, 5451, 3, 7074, 3, 1438, 388, 3337, 3048, 3, 1792, 6364, 5462, 2071, 5545, 5573, 388, 1314, 2932, 3, 5550, 6246, 1176, 3433, 6008, 3147, 3, 5458, 6267, 3621, 2921, 7620, 2934, 3, 529, 2960, 1462, 5523, 5457, 5733, 2950, 3, 5460, 555, 5697, 1716, 6956, 2932, 2974, 7450, 2182, 2960, 3, 6121, 6246, 5618, 2974, 5584, 3, 5]","[2, 1716, 6956, 2932, 5447, 3, 5]","[2, 5543, 529, 5492, 7948, 7945, 5680, 3226, 3, 5675, 1438, 3166, 2974, 3005, 1403, 6483, 3147, 3, 5]","[2, 1164, 3023, 2921, 361, 5484, 6394, 5761, 3, 5460, 2079, 7693, 134, 3, 5]",마디가 굵어서 그런거야 아니면 [SEP] 그냥 작은거야? [SEP] 
"[2, 1913, 2931, 5451, 3, 7074, 3, 1438, 388, 3337, 3048, 3, 1792, 6364, 5462, 2071, 5545, 5573, 388, 1314, 2932, 3, 5550, 6246, 1176, 3433, 6008, 3147, 3, 5458, 6267, 3621, 2921, 7620, 2934, 3, 529, 2960, 1462, 5523, 5457, 5733, 2950, 3, 5460, 555, 5697, 1716, 6956, 2932, 2974, 7450, 2182, 2960, 3, 6121, 6246, 5618, 2974, 5584, 3, 5]","[2, 1716, 6956, 2932, 5447, 3, 5]","[2, 5543, 529, 5492, 7948, 7945, 5680, 3226, 3, 5675, 1438, 3166, 2974, 3005, 1403, 6483, 3147, 3, 5]","[2, 1164, 3023, 2921, 361, 5484, 6394, 5761, 3, 5460, 2079, 7693, 134, 3, 5]","[2, 1164, 3023, 2999, 589, 7803, 893, 555, 2943, 2970, 3621, 2931, 3, 1164, 3023, 2967, 7716, 3, 5]",마디만 넘기면 딱 내사이즈야 [SEP] 마디에 걸려 [SEP] 
"[2, 1716, 6956, 2932, 5447, 3, 5]","[2, 5543, 529, 5492, 7948, 7945, 5680, 3226, 3, 5675, 1438, 3166, 2974, 3005, 1403, 6483, 3147, 3, 5]","[2, 1164, 3023, 2921, 361, 5484, 6394, 5761, 3, 5460, 2079, 7693, 134, 3, 5]","[2, 1164, 3023, 2999, 589, 7803, 893, 555, 2943, 2970, 3621, 2931, 3, 1164, 3023, 2967, 7716, 3, 5]","[2, 1164, 3023, 6533, 7899, 2931, 5701, 3, 5462, 539, 5558, 393, 2994, 6514, 3, 5]",마디 관리 잘해야겠네 [SEP] 근데 난 이미 글러먹음 [SEP] 
"[2, 5543, 529, 5492, 7948, 7945, 5680, 3226, 3, 5675, 1438, 3166, 2974, 3005, 1403, 6483, 3147, 3, 5]","[2, 1164, 3023, 2921, 361, 5484, 6394, 5761, 3, 5460, 2079, 7693, 134, 3, 5]","[2, 1164, 3023, 2999, 589, 7803, 893, 555, 2943, 2970, 3621, 2931, 3, 1164, 3023, 2967, 7716, 3, 5]","[2, 1164, 3023, 6533, 7899, 2931, 5701, 3, 5462, 539, 5558, 393, 2994, 6514, 3, 5]","[2, 539, 2568, 3210, 2970, 6348, 6151, 3, 5]",난 태생이란다 ㅎㅎㅎㅎ [SEP] 
"[2, 1164, 3023, 2921, 361, 5484, 6394, 5761, 3, 5460, 2079, 7693, 134, 3, 5]","[2, 1164, 3023, 2999, 589, 7803, 893, 555, 2943, 2970, 3621, 2931, 3, 1164, 3023, 2967, 7716, 3, 5]","[2, 1164, 3023, 6533, 7899, 2931, 5701, 3, 5462, 539, 5558, 393, 2994, 6514, 3, 5]","[2, 539, 2568, 3210, 2970, 6348, 6151, 3, 5]","[2, 1792, 5452, 134, 3, 536, 950, 5627, 1795, 2955, 2925, 134, 3, 5]",아 진짜? [SEP] 나 뚝소리 안냈어? [SEP] 
"[2, 1164, 3023, 2999, 589, 7803, 893, 555, 2943, 2970, 3621, 2931, 3, 1164, 3023, 2967, 7716, 3, 5]","[2, 1164, 3023, 6533, 7899, 2931, 5701, 3, 5462, 539, 5558, 393, 2994, 6514, 3, 5]","[2, 539, 2568, 3210, 2970, 6348, 6151, 3, 5]","[2, 1792, 5452, 134, 3, 536, 950, 5627, 1795, 2955, 2925, 134, 3, 5]","[2, 5450, 1944, 7265, 3, 1489, 361, 7802, 1438, 5499, 3, 1528, 2970, 5457, 1863, 5730, 3, 1164, 3023, 2999, 2612, 2625, 6261, 3151, 2947, 265, 3134, 3, 5]",아니 왜냐면 [SEP] 뼈 굵기에 비해서 [SEP] 살이 너무 없으니까 [SEP] 마디만 툭 튀어나오는 거임 [SEP] 
"[2, 1164, 3023, 6533, 7899, 2931, 5701, 3, 5462, 539, 5558, 393, 2994, 6514, 3, 5]","[2, 539, 2568, 3210, 2970, 6348, 6151, 3, 5]","[2, 1792, 5452, 134, 3, 536, 950, 5627, 1795, 2955, 2925, 134, 3, 5]","[2, 5450, 1944, 7265, 3, 1489, 361, 7802, 1438, 5499, 3, 1528, 2970, 5457, 1863, 5730, 3, 1164, 3023, 2999, 2612, 2625, 6261, 3151, 2947, 265, 3134, 3, 5]","[2, 581, 2604, 4381, 2932, 3, 5]",너 통뼈지 [SEP] 
"[2, 539, 2568, 3210, 2970, 6348, 6151, 3, 5]","[2, 1792, 5452, 134, 3, 536, 950, 5627, 1795, 2955, 2925, 134, 3, 5]","[2, 5450, 1944, 7265, 3, 1489, 361, 7802, 1438, 5499, 3, 1528, 2970, 5457, 1863, 5730, 3, 1164, 3023, 2999, 2612, 2625, 6261, 3151, 2947, 265, 3134, 3, 5]","[2, 581, 2604, 4381, 2932, 3, 5]","[2, 5629, 536, 5581, 3846, 3315, 5449, 193, 3362, 3515, 3, 5]",그리고 나 머리짤랏는데 ㅈ된득 [SEP] 
"[2, 1792, 5452, 134, 3, 536, 950, 5627, 1795, 2955, 2925, 134, 3, 5]","[2, 5450, 1944, 7265, 3, 1489, 361, 7802, 1438, 5499, 3, 1528, 2970, 5457, 1863, 5730, 3, 1164, 3023, 2999, 2612, 2625, 6261, 3151, 2947, 265, 3134, 3, 5]","[2, 581, 2604, 4381, 2932, 3, 5]","[2, 5629, 536, 5581, 3846, 3315, 5449, 193, 3362, 3515, 3, 5]","[2, 6059, 3002, 5447, 3, 5]",보여줘ㅋㅋ [SEP] 
"[2, 5450, 1944, 7265, 3, 1489, 361, 7802, 1438, 5499, 3, 1528, 2970, 5457, 1863, 5730, 3, 1164, 3023, 2999, 2612, 2625, 6261, 3151, 2947, 265, 3134, 3, 5]","[2, 581, 2604, 4381, 2932, 3, 5]","[2, 5629, 536, 5581, 3846, 3315, 5449, 193, 3362, 3515, 3, 5]","[2, 6059, 3002, 5447, 3, 5]","[2, 6656, 2260, 2936, 3311, 2979, 5465, 3, 5]",좀만 짤라갈리니까 [SEP] 
"[2, 581, 2604, 4381, 2932, 3, 5]","[2, 5629, 536, 5581, 3846, 3315, 5449, 193, 3362, 3515, 3, 5]","[2, 6059, 3002, 5447, 3, 5]","[2, 6656, 2260, 2936, 3311, 2979, 5465, 3, 5]","[2, 6059, 3621, 3058, 5448, 3, 5]",보여즈ㅓㅋㅋㅋ [SEP] 
"[2, 5629, 536, 5581, 3846, 3315, 5449, 193, 3362, 3515, 3, 5]","[2, 6059, 3002, 5447, 3, 5]","[2, 6656, 2260, 2936, 3311, 2979, 5465, 3, 5]","[2, 6059, 3621, 3058, 5448, 3, 5]","[2, 1813, 7457, 882, 2979, 2991, 3147, 3, 5]",앞머리 딜리트함 [SEP] 
"[2, 6059, 3002, 5447, 3, 5]","[2, 6656, 2260, 2936, 3311, 2979, 5465, 3, 5]","[2, 6059, 3621, 3058, 5448, 3, 5]","[2, 1813, 7457, 882, 2979, 2991, 3147, 3, 5]","[2, 2023, 3059, 4215, 1102, 2991, 3, 5]",유머딜 루트 [SEP] 
"[2, 6656, 2260, 2936, 3311, 2979, 5465, 3, 5]","[2, 6059, 3621, 3058, 5448, 3, 5]","[2, 1813, 7457, 882, 2979, 2991, 3147, 3, 5]","[2, 2023, 3059, 4215, 1102, 2991, 3, 5]","[2, 5451, 3435, 5448, 3, 1813, 7457, 2883, 3082, 3352, 217, 3, 5]",ㅋㅋㅋㅋㅋ십ㅋㅋㅋㅋ [SEP] 앞머리 휑해짐 ㅠ [SEP] 
"[2, 6059, 3621, 3058, 5448, 3, 5]","[2, 1813, 7457, 882, 2979, 2991, 3147, 3, 5]","[2, 2023, 3059, 4215, 1102, 2991, 3, 5]","[2, 5451, 3435, 5448, 3, 1813, 7457, 2883, 3082, 3352, 217, 3, 5]","[2, 5518, 2078, 2962, 5870, 134, 3, 5]",많이 자른건가? [SEP] 
"[2, 1813, 7457, 882, 2979, 2991, 3147, 3, 5]","[2, 2023, 3059, 4215, 1102, 2991, 3, 5]","[2, 5451, 3435, 5448, 3, 1813, 7457, 2883, 3082, 3352, 217, 3, 5]","[2, 5518, 2078, 2962, 5870, 134, 3, 5]","[2, 5450, 1690, 2945, 2965, 7731, 3147, 3, 5]",아니 실물을 봐야함 [SEP] 
"[2, 2023, 3059, 4215, 1102, 2991, 3, 5]","[2, 5451, 3435, 5448, 3, 1813, 7457, 2883, 3082, 3352, 217, 3, 5]","[2, 5518, 2078, 2962, 5870, 134, 3, 5]","[2, 5450, 1690, 2945, 2965, 7731, 3147, 3, 5]","[2, 6635, 5792, 5908, 1799, 2987, 3252, 3312, 1267, 3, 5]",이따가 가서 보면 알게ㅛ비 뭐 [SEP] 
"[2, 5451, 3435, 5448, 3, 1813, 7457, 2883, 3082, 3352, 217, 3, 5]","[2, 5518, 2078, 2962, 5870, 134, 3, 5]","[2, 5450, 1690, 2945, 2965, 7731, 3147, 3, 5]","[2, 6635, 5792, 5908, 1799, 2987, 3252, 3312, 1267, 3, 5]","[2, 5604, 5458, 1853, 2932, 2974, 1231, 5534, 3, 2116, 4935, 2987, 6953, 2932, 3, 1164, 2979, 2895, 3171, 2976, 3, 5]",저거 내가 억지로 모아서 [SEP] 저랗게 보이지 [SEP] 마리 흔들면 [SEP] 
"[2, 5518, 2078, 2962, 5870, 134, 3, 5]","[2, 5450, 1690, 2945, 2965, 7731, 3147, 3, 5]","[2, 6635, 5792, 5908, 1799, 2987, 3252, 3312, 1267, 3, 5]","[2, 5604, 5458, 1853, 2932, 2974, 1231, 5534, 3, 2116, 4935, 2987, 6953, 2932, 3, 1164, 2979, 2895, 3171, 2976, 3, 5]","[2, 6109, 2921, 6788, 119, 3, 5]",이모티콘 기대가 됩니다! [SEP] 
"[2, 5450, 1690, 2945, 2965, 7731, 3147, 3, 5]","[2, 6635, 5792, 5908, 1799, 2987, 3252, 3312, 1267, 3, 5]","[2, 5604, 5458, 1853, 2932, 2974, 1231, 5534, 3, 2116, 4935, 2987, 6953, 2932, 3, 1164, 2979, 2895, 3171, 2976, 3, 5]","[2, 6109, 2921, 6788, 119, 3, 5]","[2, 1520, 3391, 3738, 3391, 5499, 3, 5]",삐죽빼죽해서 [SEP] 
"[2, 6635, 5792, 5908, 1799, 2987, 3252, 3312, 1267, 3, 5]","[2, 5604, 5458, 1853, 2932, 2974, 1231, 5534, 3, 2116, 4935, 2987, 6953, 2932, 3, 1164, 2979, 2895, 3171, 2976, 3, 5]","[2, 6109, 2921, 6788, 119, 3, 5]","[2, 1520, 3391, 3738, 3391, 5499, 3, 5]","[2, 7668, 7177, 3, 5]",보고싶닼ㅋㅋㅋ [SEP] 
"[2, 5604, 5458, 1853, 2932, 2974, 1231, 5534, 3, 2116, 4935, 2987, 6953, 2932, 3, 1164, 2979, 2895, 3171, 2976, 3, 5]","[2, 6109, 2921, 6788, 119, 3, 5]","[2, 1520, 3391, 3738, 3391, 5499, 3, 5]","[2, 7668, 7177, 3, 5]","[2, 1813, 7457, 2883, 3082, 217, 3, 5]",앞머리 휑해 ㅠ [SEP] 
"[2, 6109, 2921, 6788, 119, 3, 5]","[2, 1520, 3391, 3738, 3391, 5499, 3, 5]","[2, 7668, 7177, 3, 5]","[2, 1813, 7457, 2883, 3082, 217, 3, 5]","[2, 6, 6526, 5574, 2992, 5701, 5481, 3, 2023, 3059, 4215, 123, 123, 123, 3, 261, 7580, 2950, 5528, 3, 241, 3826, 2993, 1176, 5815, 3, 5]",희정이가 좋아하겠네ㅎㅎ [SEP] 유머딜... [SEP] 걔 앞에서 하면 [SEP] 개뚜까 맞는다 [SEP] 
"[2, 1520, 3391, 3738, 3391, 5499, 3, 5]","[2, 7668, 7177, 3, 5]","[2, 1813, 7457, 2883, 3082, 217, 3, 5]","[2, 6, 6526, 5574, 2992, 5701, 5481, 3, 2023, 3059, 4215, 123, 123, 123, 3, 261, 7580, 2950, 5528, 3, 241, 3826, 2993, 1176, 5815, 3, 5]","[2, 5491, 1663, 3008, 3517, 2925, 589, 7803, 7166, 7478, 134, 3, 5]",이거 스샷찍어 넘기면 되는 부분? [SEP] 
"[2, 7668, 7177, 3, 5]","[2, 1813, 7457, 2883, 3082, 217, 3, 5]","[2, 6, 6526, 5574, 2992, 5701, 5481, 3, 2023, 3059, 4215, 123, 123, 123, 3, 261, 7580, 2950, 5528, 3, 241, 3826, 2993, 1176, 5815, 3, 5]","[2, 5491, 1663, 3008, 3517, 2925, 589, 7803, 7166, 7478, 134, 3, 5]","[2, 5506, 5932, 3136, 5481, 3, 5]",내일 해보자ㅎㅎ [SEP] 
"[2, 1813, 7457, 2883, 3082, 217, 3, 5]","[2, 6, 6526, 5574, 2992, 5701, 5481, 3, 2023, 3059, 4215, 123, 123, 123, 3, 261, 7580, 2950, 5528, 3, 241, 3826, 2993, 1176, 5815, 3, 5]","[2, 5491, 1663, 3008, 3517, 2925, 589, 7803, 7166, 7478, 134, 3, 5]","[2, 5506, 5932, 3136, 5481, 3, 5]","[2, 5462, 5506, 5497, 1931, 134, 3, 5]",근데 내일 학교 와? [SEP] 
"[2, 6, 6526, 5574, 2992, 5701, 5481, 3, 2023, 3059, 4215, 123, 123, 123, 3, 261, 7580, 2950, 5528, 3, 241, 3826, 2993, 1176, 5815, 3, 5]","[2, 5491, 1663, 3008, 3517, 2925, 589, 7803, 7166, 7478, 134, 3, 5]","[2, 5506, 5932, 3136, 5481, 3, 5]","[2, 5462, 5506, 5497, 1931, 134, 3, 5]","[2, 317, 3411, 6240, 3160, 5481, 3, 5]",고걸 몰랐네ㅎㅎ [SEP] 
"[2, 5491, 1663, 3008, 3517, 2925, 589, 7803, 7166, 7478, 134, 3, 5]","[2, 5506, 5932, 3136, 5481, 3, 5]","[2, 5462, 5506, 5497, 1931, 134, 3, 5]","[2, 317, 3411, 6240, 3160, 5481, 3, 5]","[2, 1311, 3263, 5451, 3, 5]",바부 ㅋㅋㅋㅋ [SEP] 
"[2, 5506, 5932, 3136, 5481, 3, 5]","[2, 5462, 5506, 5497, 1931, 134, 3, 5]","[2, 317, 3411, 6240, 3160, 5481, 3, 5]","[2, 1311, 3263, 5451, 3, 5]","[2, 5468, 3048, 5481, 3, 1792, 7824, 5458, 2905, 3558, 3846, 2186, 2993, 3, 1578, 3161, 3030, 5483, 1535, 3656, 2970, 3, 5]",그런듯ㅎㅎ [SEP] 아 맞다 내가 희귀짤 줄까 [SEP] 섹시한 우리 상현이 [SEP] 
"[2, 5462, 5506, 5497, 1931, 134, 3, 5]","[2, 317, 3411, 6240, 3160, 5481, 3, 5]","[2, 1311, 3263, 5451, 3, 5]","[2, 5468, 3048, 5481, 3, 1792, 7824, 5458, 2905, 3558, 3846, 2186, 2993, 3, 1578, 3161, 3030, 5483, 1535, 3656, 2970, 3, 5]","[2, 7617, 5448, 3, 5]",시밬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 
"[2, 317, 3411, 6240, 3160, 5481, 3, 5]","[2, 1311, 3263, 5451, 3, 5]","[2, 5468, 3048, 5481, 3, 1792, 7824, 5458, 2905, 3558, 3846, 2186, 2993, 3, 1578, 3161, 3030, 5483, 1535, 3656, 2970, 3, 5]","[2, 7617, 5448, 3, 5]","[2, 5979, 2236, 5840, 6099, 3006, 6020, 5792, 2327, 3125, 3016, 5481, 3, 6404, 6032, 3191, 3, 7045, 123, 158, 3123, 3568, 3, 5]",개학 직전에 고기먹으러 가서 찍었당ㅎㅎ [SEP] 그것도 있지ㅎ [SEP] 반응.png [SEP] 
"[2, 1311, 3263, 5451, 3, 5]","[2, 5468, 3048, 5481, 3, 1792, 7824, 5458, 2905, 3558, 3846, 2186, 2993, 3, 1578, 3161, 3030, 5483, 1535, 3656, 2970, 3, 5]","[2, 7617, 5448, 3, 5]","[2, 5979, 2236, 5840, 6099, 3006, 6020, 5792, 2327, 3125, 3016, 5481, 3, 6404, 6032, 3191, 3, 7045, 123, 158, 3123, 3568, 3, 5]","[2, 539, 7225, 5904, 5616, 3, 5496, 5486, 6583, 6, 123, 143, 3492, 3105, 3, 5]",난 이것도 있는데 ㅎㅎ [SEP] 운동하는 남자 남승우.avi [SEP] 
"[2, 5468, 3048, 5481, 3, 1792, 7824, 5458, 2905, 3558, 3846, 2186, 2993, 3, 1578, 3161, 3030, 5483, 1535, 3656, 2970, 3, 5]","[2, 7617, 5448, 3, 5]","[2, 5979, 2236, 5840, 6099, 3006, 6020, 5792, 2327, 3125, 3016, 5481, 3, 6404, 6032, 3191, 3, 7045, 123, 158, 3123, 3568, 3, 5]","[2, 539, 7225, 5904, 5616, 3, 5496, 5486, 6583, 6, 123, 143, 3492, 3105, 3, 5]","[2, 5607, 123, 123, 123, 134, 3, 6147, 1944, 3114, 3312, 3, 581, 5950, 6024, 3216, 5450, 3125, 3, 6, 2059, 241, 3338, 3, 5]",ㅅㅂ...? [SEP] 저게 왜있비 [SEP] 너 나랑 같은조 아니었 [SEP] 이의현 이 개새 [SEP] 
"[2, 7617, 5448, 3, 5]","[2, 5979, 2236, 5840, 6099, 3006, 6020, 5792, 2327, 3125, 3016, 5481, 3, 6404, 6032, 3191, 3, 7045, 123, 158, 3123, 3568, 3, 5]","[2, 539, 7225, 5904, 5616, 3, 5496, 5486, 6583, 6, 123, 143, 3492, 3105, 3, 5]","[2, 5607, 123, 123, 123, 134, 3, 6147, 1944, 3114, 3312, 3, 581, 5950, 6024, 3216, 5450, 3125, 3, 6, 2059, 241, 3338, 3, 5]","[2, 6024, 3216, 6228, 7141, 2934, 3, 5]",같은조였어 멍청아 [SEP] 
