utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 626, 3111, 2598, 3339, 3, 5451, 6650, 3, 5]","[2, 2042, 123, 123, 123, 119, 3, 1795, 2925, 3233, 6528, 5889, 123, 123, 123, 134, 3, 2706, 6225, 134, 134, 3, 5]","[2, 5570, 3202, 131, 3, 5462, 273, 3103, 3330, 5476, 3, 5]","[2, 2598, 3339, 7443, 2921, 7164, 5889, 123, 123, 123, 134, 3, 5]","[2, 1792, 1646, 3144, 5451, 3, 1211, 2923, 5519, 7005, 3, 5553, 5899, 3100, 2979, 3072, 3, 2769, 3226, 3220, 2936, 2926, 3, 5607, 6966, 3, 1792, 241, 4213, 3908, 3543, 3, 5]",아 쉬발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 멍때리고 있었는데 [SEP] 갑자기 코드올리래 [SEP] 할줄몰라여  [SEP] ㅅㅂ ㅠㅠㅠ [SEP] 아 개좆댔군 [SEP] 
"[2, 2042, 123, 123, 123, 119, 3, 1795, 2925, 3233, 6528, 5889, 123, 123, 123, 134, 3, 2706, 6225, 134, 134, 3, 5]","[2, 5570, 3202, 131, 3, 5462, 273, 3103, 3330, 5476, 3, 5]","[2, 2598, 3339, 7443, 2921, 7164, 5889, 123, 123, 123, 134, 3, 5]","[2, 1792, 1646, 3144, 5451, 3, 1211, 2923, 5519, 7005, 3, 5553, 5899, 3100, 2979, 3072, 3, 2769, 3226, 3220, 2936, 2926, 3, 5607, 6966, 3, 1792, 241, 4213, 3908, 3543, 3, 5]","[2, 7054, 5699, 5959, 3, 5699, 6015, 6762, 6295, 3, 5]",우리도 뭐라 하는데 [SEP] 뭐라는지 1도 모르겠다 [SEP] 
"[2, 5570, 3202, 131, 3, 5462, 273, 3103, 3330, 5476, 3, 5]","[2, 2598, 3339, 7443, 2921, 7164, 5889, 123, 123, 123, 134, 3, 5]","[2, 1792, 1646, 3144, 5451, 3, 1211, 2923, 5519, 7005, 3, 5553, 5899, 3100, 2979, 3072, 3, 2769, 3226, 3220, 2936, 2926, 3, 5607, 6966, 3, 1792, 241, 4213, 3908, 3543, 3, 5]","[2, 7054, 5699, 5959, 3, 5699, 6015, 6762, 6295, 3, 5]","[2, 5634, 5582, 866, 3080, 3709, 3239, 5488, 3, 5520, 1239, 5584, 2926, 3, 536, 1211, 3633, 5827, 2936, 6026, 6015, 3005, 6240, 3063, 3, 5]",그래도 수업 들은척할라고 [SEP] 아직 못했어여 [SEP] 나 멍떄리는라 뭐하는지도 몰랐음 [SEP] 
"[2, 2598, 3339, 7443, 2921, 7164, 5889, 123, 123, 123, 134, 3, 5]","[2, 1792, 1646, 3144, 5451, 3, 1211, 2923, 5519, 7005, 3, 5553, 5899, 3100, 2979, 3072, 3, 2769, 3226, 3220, 2936, 2926, 3, 5607, 6966, 3, 1792, 241, 4213, 3908, 3543, 3, 5]","[2, 7054, 5699, 5959, 3, 5699, 6015, 6762, 6295, 3, 5]","[2, 5634, 5582, 866, 3080, 3709, 3239, 5488, 3, 5520, 1239, 5584, 2926, 3, 536, 1211, 3633, 5827, 2936, 6026, 6015, 3005, 6240, 3063, 3, 5]","[2, 5639, 2946, 5736, 2946, 3, 241, 3646, 7911, 3, 5]",여기나 거기나 [SEP] 개판이구만 [SEP] 
"[2, 1792, 1646, 3144, 5451, 3, 1211, 2923, 5519, 7005, 3, 5553, 5899, 3100, 2979, 3072, 3, 2769, 3226, 3220, 2936, 2926, 3, 5607, 6966, 3, 1792, 241, 4213, 3908, 3543, 3, 5]","[2, 7054, 5699, 5959, 3, 5699, 6015, 6762, 6295, 3, 5]","[2, 5634, 5582, 866, 3080, 3709, 3239, 5488, 3, 5520, 1239, 5584, 2926, 3, 536, 1211, 3633, 5827, 2936, 6026, 6015, 3005, 6240, 3063, 3, 5]","[2, 5639, 2946, 5736, 2946, 3, 241, 3646, 7911, 3, 5]","[2, 5458, 5582, 3173, 2965, 1795, 3378, 5976, 5926, 3, 5522, 6531, 3, 5]",내가 수업ㅇ을 안듣기도 하지만 [SEP] 존나 모르겠어 [SEP] 
"[2, 7054, 5699, 5959, 3, 5699, 6015, 6762, 6295, 3, 5]","[2, 5634, 5582, 866, 3080, 3709, 3239, 5488, 3, 5520, 1239, 5584, 2926, 3, 536, 1211, 3633, 5827, 2936, 6026, 6015, 3005, 6240, 3063, 3, 5]","[2, 5639, 2946, 5736, 2946, 3, 241, 3646, 7911, 3, 5]","[2, 5458, 5582, 3173, 2965, 1795, 3378, 5976, 5926, 3, 5522, 6531, 3, 5]","[2, 2047, 3049, 3183, 3117, 3082, 123, 123, 123, 3, 5459, 6612, 7235, 3, 1646, 4615, 5478, 6675, 3, 5]",응우ㅗㄴ해... [SEP] 나도 모르게ㅛ다 [SEP] 쉬벟 어케하누 [SEP] 
"[2, 5634, 5582, 866, 3080, 3709, 3239, 5488, 3, 5520, 1239, 5584, 2926, 3, 536, 1211, 3633, 5827, 2936, 6026, 6015, 3005, 6240, 3063, 3, 5]","[2, 5639, 2946, 5736, 2946, 3, 241, 3646, 7911, 3, 5]","[2, 5458, 5582, 3173, 2965, 1795, 3378, 5976, 5926, 3, 5522, 6531, 3, 5]","[2, 2047, 3049, 3183, 3117, 3082, 123, 123, 123, 3, 5459, 6612, 7235, 3, 1646, 4615, 5478, 6675, 3, 5]","[2, 5638, 6981, 526, 5900, 5554, 1799, 3139, 3063, 3, 5452, 1803, 3233, 5606, 3, 5]",일단 죽으면 끝난다는건 알겠음 [SEP] 진짜 암울하다 [SEP] 
"[2, 5639, 2946, 5736, 2946, 3, 241, 3646, 7911, 3, 5]","[2, 5458, 5582, 3173, 2965, 1795, 3378, 5976, 5926, 3, 5522, 6531, 3, 5]","[2, 2047, 3049, 3183, 3117, 3082, 123, 123, 123, 3, 5459, 6612, 7235, 3, 1646, 4615, 5478, 6675, 3, 5]","[2, 5638, 6981, 526, 5900, 5554, 1799, 3139, 3063, 3, 5452, 1803, 3233, 5606, 3, 5]","[2, 6981, 5648, 123, 123, 3, 5]",죽으면 안돼.. [SEP] 
"[2, 5458, 5582, 3173, 2965, 1795, 3378, 5976, 5926, 3, 5522, 6531, 3, 5]","[2, 2047, 3049, 3183, 3117, 3082, 123, 123, 123, 3, 5459, 6612, 7235, 3, 1646, 4615, 5478, 6675, 3, 5]","[2, 5638, 6981, 526, 5900, 5554, 1799, 3139, 3063, 3, 5452, 1803, 3233, 5606, 3, 5]","[2, 6981, 5648, 123, 123, 3, 5]","[2, 5466, 6587, 5559, 3054, 3, 5903, 6309, 5863, 5503, 5505, 3, 5811, 5808, 5532, 3, 5]",오늘 오후 시간표 [SEP] 완전 쉬어가는시간이라 [SEP] 아주 맘에 들어 [SEP] 
"[2, 2047, 3049, 3183, 3117, 3082, 123, 123, 123, 3, 5459, 6612, 7235, 3, 1646, 4615, 5478, 6675, 3, 5]","[2, 5638, 6981, 526, 5900, 5554, 1799, 3139, 3063, 3, 5452, 1803, 3233, 5606, 3, 5]","[2, 6981, 5648, 123, 123, 3, 5]","[2, 5466, 6587, 5559, 3054, 3, 5903, 6309, 5863, 5503, 5505, 3, 5811, 5808, 5532, 3, 5]","[2, 5478, 5991, 2931, 3, 2084, 629, 5905, 2960, 2448, 3797, 2965, 1316, 5580, 3, 5]",어떻게 놀아야 [SEP] 잘 놀았다고 칭찬을 받을까 [SEP] 
"[2, 5638, 6981, 526, 5900, 5554, 1799, 3139, 3063, 3, 5452, 1803, 3233, 5606, 3, 5]","[2, 6981, 5648, 123, 123, 3, 5]","[2, 5466, 6587, 5559, 3054, 3, 5903, 6309, 5863, 5503, 5505, 3, 5811, 5808, 5532, 3, 5]","[2, 5478, 5991, 2931, 3, 2084, 629, 5905, 2960, 2448, 3797, 2965, 1316, 5580, 3, 5]","[2, 7719, 3373, 6550, 6252, 3, 6243, 5646, 3, 7936, 6068, 3, 6344, 6241, 2947, 6253, 3, 5]",나이따 나갈거라 [SEP] 화장했는데 [SEP] 천천히 해도 [SEP] 시간이 안가는느낌 [SEP] 
"[2, 6981, 5648, 123, 123, 3, 5]","[2, 5466, 6587, 5559, 3054, 3, 5903, 6309, 5863, 5503, 5505, 3, 5811, 5808, 5532, 3, 5]","[2, 5478, 5991, 2931, 3, 2084, 629, 5905, 2960, 2448, 3797, 2965, 1316, 5580, 3, 5]","[2, 7719, 3373, 6550, 6252, 3, 6243, 5646, 3, 7936, 6068, 3, 6344, 6241, 2947, 6253, 3, 5]","[2, 5452, 5582, 5503, 3, 1164, 3408, 2942, 1686, 2946, 3, 5]",진짜 수업시간 [SEP] 마법의 식나 [SEP] 
"[2, 5466, 6587, 5559, 3054, 3, 5903, 6309, 5863, 5503, 5505, 3, 5811, 5808, 5532, 3, 5]","[2, 5478, 5991, 2931, 3, 2084, 629, 5905, 2960, 2448, 3797, 2965, 1316, 5580, 3, 5]","[2, 7719, 3373, 6550, 6252, 3, 6243, 5646, 3, 7936, 6068, 3, 6344, 6241, 2947, 6253, 3, 5]","[2, 5452, 5582, 5503, 3, 1164, 3408, 2942, 1686, 2946, 3, 5]","[2, 5564, 5452, 723, 1373, 3582, 5476, 3, 5472, 5582, 5713, 2960, 5991, 3005, 7166, 7180, 134, 3, 5]",애들 진짜 다 복붙이야 [SEP] 이제 수업 나가고 놀아도 되는부분? [SEP] 
"[2, 5478, 5991, 2931, 3, 2084, 629, 5905, 2960, 2448, 3797, 2965, 1316, 5580, 3, 5]","[2, 7719, 3373, 6550, 6252, 3, 6243, 5646, 3, 7936, 6068, 3, 6344, 6241, 2947, 6253, 3, 5]","[2, 5452, 5582, 5503, 3, 1164, 3408, 2942, 1686, 2946, 3, 5]","[2, 5564, 5452, 723, 1373, 3582, 5476, 3, 5472, 5582, 5713, 2960, 5991, 3005, 7166, 7180, 134, 3, 5]","[2, 539, 7358, 3077, 3, 5]",난 누웠다 [SEP] 
"[2, 7719, 3373, 6550, 6252, 3, 6243, 5646, 3, 7936, 6068, 3, 6344, 6241, 2947, 6253, 3, 5]","[2, 5452, 5582, 5503, 3, 1164, 3408, 2942, 1686, 2946, 3, 5]","[2, 5564, 5452, 723, 1373, 3582, 5476, 3, 5472, 5582, 5713, 2960, 5991, 3005, 7166, 7180, 134, 3, 5]","[2, 539, 7358, 3077, 3, 5]","[2, 539, 7028, 1295, 2979, 5474, 3, 5651, 6173, 2313, 173, 3183, 3057, 5488, 3, 5]",난 체육 미리하고 [SEP] 다음시간에 쭉 ㄴㅗㄹ라고 [SEP] 
"[2, 5452, 5582, 5503, 3, 1164, 3408, 2942, 1686, 2946, 3, 5]","[2, 5564, 5452, 723, 1373, 3582, 5476, 3, 5472, 5582, 5713, 2960, 5991, 3005, 7166, 7180, 134, 3, 5]","[2, 539, 7358, 3077, 3, 5]","[2, 539, 7028, 1295, 2979, 5474, 3, 5651, 6173, 2313, 173, 3183, 3057, 5488, 3, 5]","[2, 5919, 7088, 3, 5]",할게 있나 [SEP] 
"[2, 5564, 5452, 723, 1373, 3582, 5476, 3, 5472, 5582, 5713, 2960, 5991, 3005, 7166, 7180, 134, 3, 5]","[2, 539, 7358, 3077, 3, 5]","[2, 539, 7028, 1295, 2979, 5474, 3, 5651, 6173, 2313, 173, 3183, 3057, 5488, 3, 5]","[2, 5919, 7088, 3, 5]","[2, 6333, 2954, 3599, 3, 1568, 3286, 2932, 5716, 3, 5]",들어가보삼 [SEP] 설문지있어 [SEP] 
"[2, 539, 7358, 3077, 3, 5]","[2, 539, 7028, 1295, 2979, 5474, 3, 5651, 6173, 2313, 173, 3183, 3057, 5488, 3, 5]","[2, 5919, 7088, 3, 5]","[2, 6333, 2954, 3599, 3, 1568, 3286, 2932, 5716, 3, 5]","[2, 6030, 6175, 2925, 3, 5]",어우 하기싫어 [SEP] 
"[2, 539, 7028, 1295, 2979, 5474, 3, 5651, 6173, 2313, 173, 3183, 3057, 5488, 3, 5]","[2, 5919, 7088, 3, 5]","[2, 6333, 2954, 3599, 3, 1568, 3286, 2932, 5716, 3, 5]","[2, 6030, 6175, 2925, 3, 5]","[2, 5458, 1774, 2963, 5635, 6991, 134, 3, 6305, 5453, 3, 5562, 6656, 7938, 3, 2062, 3079, 872, 2157, 3531, 2970, 2652, 3705, 3289, 2925, 121, 2604, 3560, 2970, 6327, 1211, 2970, 866, 5887, 6427, 1542, 3203, 2970, 1404, 2925, 5680, 7061, 3, 1598, 3228, 3263, 3167, 3244, 1399, 3218, 5461, 317, 3103, 121, 563, 3788, 3047, 2974, 1399, 3894, 2970, 6033, 2932, 1797, 2987, 2773, 121, 1409, 3079, 3244, 229, 2934, 1598, 3228, 3263, 3167, 1804, 3402, 121, 7947, 3263, 3167, 3244, 7525, 5682, 638, 2987, 6669, 332, 3521, 2414, 4351, 5592, 1408, 6918, 2186, 3134, 3, 2118, 3340, 2490, 3097, 121, 221, 3229, 3329, 2985, 1399, 3679, 121, 7525, 2979, 4073, 1401, 3367, 121, 2118, 3097, 7680, 121, 1694, 3834, 3219, 3210, 3821, 1690, 3161, 3, 5]","내가 쓴거 보내줄까? [SEP] 하고있는거 [SEP] 너가 좀만 고쳐 [SEP] 인대 등 조직이 파열되어, 통증이 있고 멍이 들거나 피부 색깔이 붉어지는 상태 [SEP] 손상부위를 부목으로 고정, 냉찜질로 부종이 일어나지 않게 함, 붕대를 감아 손상부위 압박, 상처부위를 심장보다 높게 올려 과잉 출혈이나 붓기를 줄임 [SEP] 전원 켜기, 가슴패드 부착, 심장리듬 분석, 전기 충격, 심폐소생술 실시  [SEP] "
"[2, 5919, 7088, 3, 5]","[2, 6333, 2954, 3599, 3, 1568, 3286, 2932, 5716, 3, 5]","[2, 6030, 6175, 2925, 3, 5]","[2, 5458, 1774, 2963, 5635, 6991, 134, 3, 6305, 5453, 3, 5562, 6656, 7938, 3, 2062, 3079, 872, 2157, 3531, 2970, 2652, 3705, 3289, 2925, 121, 2604, 3560, 2970, 6327, 1211, 2970, 866, 5887, 6427, 1542, 3203, 2970, 1404, 2925, 5680, 7061, 3, 1598, 3228, 3263, 3167, 3244, 1399, 3218, 5461, 317, 3103, 121, 563, 3788, 3047, 2974, 1399, 3894, 2970, 6033, 2932, 1797, 2987, 2773, 121, 1409, 3079, 3244, 229, 2934, 1598, 3228, 3263, 3167, 1804, 3402, 121, 7947, 3263, 3167, 3244, 7525, 5682, 638, 2987, 6669, 332, 3521, 2414, 4351, 5592, 1408, 6918, 2186, 3134, 3, 2118, 3340, 2490, 3097, 121, 221, 3229, 3329, 2985, 1399, 3679, 121, 7525, 2979, 4073, 1401, 3367, 121, 2118, 3097, 7680, 121, 1694, 3834, 3219, 3210, 3821, 1690, 3161, 3, 5]","[2, 5533, 5533, 3, 5569, 2931, 134, 3, 5562, 2184, 2963, 3, 5]",하나 하나 하나 [SEP] 이렇게야? [SEP] 너가 준거 [SEP] 
"[2, 6333, 2954, 3599, 3, 1568, 3286, 2932, 5716, 3, 5]","[2, 6030, 6175, 2925, 3, 5]","[2, 5458, 1774, 2963, 5635, 6991, 134, 3, 6305, 5453, 3, 5562, 6656, 7938, 3, 2062, 3079, 872, 2157, 3531, 2970, 2652, 3705, 3289, 2925, 121, 2604, 3560, 2970, 6327, 1211, 2970, 866, 5887, 6427, 1542, 3203, 2970, 1404, 2925, 5680, 7061, 3, 1598, 3228, 3263, 3167, 3244, 1399, 3218, 5461, 317, 3103, 121, 563, 3788, 3047, 2974, 1399, 3894, 2970, 6033, 2932, 1797, 2987, 2773, 121, 1409, 3079, 3244, 229, 2934, 1598, 3228, 3263, 3167, 1804, 3402, 121, 7947, 3263, 3167, 3244, 7525, 5682, 638, 2987, 6669, 332, 3521, 2414, 4351, 5592, 1408, 6918, 2186, 3134, 3, 2118, 3340, 2490, 3097, 121, 221, 3229, 3329, 2985, 1399, 3679, 121, 7525, 2979, 4073, 1401, 3367, 121, 2118, 3097, 7680, 121, 1694, 3834, 3219, 3210, 3821, 1690, 3161, 3, 5]","[2, 5533, 5533, 3, 5569, 2931, 134, 3, 5562, 2184, 2963, 3, 5]","[2, 5923, 3386, 2993, 3323, 3, 7884, 3215, 5461, 3, 5458, 5635, 3270, 5602, 3323, 3197, 3, 5]",짜증낼까봐 [SEP] 번호순으로 [SEP] 내가 보내준 사진봐바 [SEP] 
"[2, 6030, 6175, 2925, 3, 5]","[2, 5458, 1774, 2963, 5635, 6991, 134, 3, 6305, 5453, 3, 5562, 6656, 7938, 3, 2062, 3079, 872, 2157, 3531, 2970, 2652, 3705, 3289, 2925, 121, 2604, 3560, 2970, 6327, 1211, 2970, 866, 5887, 6427, 1542, 3203, 2970, 1404, 2925, 5680, 7061, 3, 1598, 3228, 3263, 3167, 3244, 1399, 3218, 5461, 317, 3103, 121, 563, 3788, 3047, 2974, 1399, 3894, 2970, 6033, 2932, 1797, 2987, 2773, 121, 1409, 3079, 3244, 229, 2934, 1598, 3228, 3263, 3167, 1804, 3402, 121, 7947, 3263, 3167, 3244, 7525, 5682, 638, 2987, 6669, 332, 3521, 2414, 4351, 5592, 1408, 6918, 2186, 3134, 3, 2118, 3340, 2490, 3097, 121, 221, 3229, 3329, 2985, 1399, 3679, 121, 7525, 2979, 4073, 1401, 3367, 121, 2118, 3097, 7680, 121, 1694, 3834, 3219, 3210, 3821, 1690, 3161, 3, 5]","[2, 5533, 5533, 3, 5569, 2931, 134, 3, 5562, 2184, 2963, 3, 5]","[2, 5923, 3386, 2993, 3323, 3, 7884, 3215, 5461, 3, 5458, 5635, 3270, 5602, 3323, 3197, 3, 5]","[2, 5462, 2376, 6661, 2947, 3, 1994, 3055, 5615, 134, 3, 5]",근데 첫번째는 [SEP] 원인 아니야? [SEP] 
"[2, 5458, 1774, 2963, 5635, 6991, 134, 3, 6305, 5453, 3, 5562, 6656, 7938, 3, 2062, 3079, 872, 2157, 3531, 2970, 2652, 3705, 3289, 2925, 121, 2604, 3560, 2970, 6327, 1211, 2970, 866, 5887, 6427, 1542, 3203, 2970, 1404, 2925, 5680, 7061, 3, 1598, 3228, 3263, 3167, 3244, 1399, 3218, 5461, 317, 3103, 121, 563, 3788, 3047, 2974, 1399, 3894, 2970, 6033, 2932, 1797, 2987, 2773, 121, 1409, 3079, 3244, 229, 2934, 1598, 3228, 3263, 3167, 1804, 3402, 121, 7947, 3263, 3167, 3244, 7525, 5682, 638, 2987, 6669, 332, 3521, 2414, 4351, 5592, 1408, 6918, 2186, 3134, 3, 2118, 3340, 2490, 3097, 121, 221, 3229, 3329, 2985, 1399, 3679, 121, 7525, 2979, 4073, 1401, 3367, 121, 2118, 3097, 7680, 121, 1694, 3834, 3219, 3210, 3821, 1690, 3161, 3, 5]","[2, 5533, 5533, 3, 5569, 2931, 134, 3, 5562, 2184, 2963, 3, 5]","[2, 5923, 3386, 2993, 3323, 3, 7884, 3215, 5461, 3, 5458, 5635, 3270, 5602, 3323, 3197, 3, 5]","[2, 5462, 2376, 6661, 2947, 3, 1994, 3055, 5615, 134, 3, 5]","[2, 2116, 5992, 2967, 6720, 2963, 6481, 1774, 6252, 7603, 3, 5462, 5604, 1176, 6660, 3, 536, 6202, 723, 2951, 2965, 3633, 6010, 2921, 5465, 3, 1792, 3288, 3222, 2921, 1897, 4112, 6122, 2960, 2764, 5769, 3, 5460, 723, 2951, 3115, 5800, 7792, 2921, 3, 5902, 7202, 3, 5]",저 영상에 나온거 그대로 쓴거라 모르겠는데 [SEP] 근데 저거 맞을걸 [SEP] 나 저번에 다쳤을떄 병원가니까 [SEP] 아저씨가 염좌 어쩌고 하던데 [SEP] 그냥 다쳤단 얘기아닌가 [SEP] 모르겠엉ㅇ [SEP] 
"[2, 5533, 5533, 3, 5569, 2931, 134, 3, 5562, 2184, 2963, 3, 5]","[2, 5923, 3386, 2993, 3323, 3, 7884, 3215, 5461, 3, 5458, 5635, 3270, 5602, 3323, 3197, 3, 5]","[2, 5462, 2376, 6661, 2947, 3, 1994, 3055, 5615, 134, 3, 5]","[2, 2116, 5992, 2967, 6720, 2963, 6481, 1774, 6252, 7603, 3, 5462, 5604, 1176, 6660, 3, 536, 6202, 723, 2951, 2965, 3633, 6010, 2921, 5465, 3, 1792, 3288, 3222, 2921, 1897, 4112, 6122, 2960, 2764, 5769, 3, 5460, 723, 2951, 3115, 5800, 7792, 2921, 3, 5902, 7202, 3, 5]","[2, 5667, 6616, 5872, 3, 5]",대충 바꿔야겠다 [SEP] 
"[2, 5923, 3386, 2993, 3323, 3, 7884, 3215, 5461, 3, 5458, 5635, 3270, 5602, 3323, 3197, 3, 5]","[2, 5462, 2376, 6661, 2947, 3, 1994, 3055, 5615, 134, 3, 5]","[2, 2116, 5992, 2967, 6720, 2963, 6481, 1774, 6252, 7603, 3, 5462, 5604, 1176, 6660, 3, 536, 6202, 723, 2951, 2965, 3633, 6010, 2921, 5465, 3, 1792, 3288, 3222, 2921, 1897, 4112, 6122, 2960, 2764, 5769, 3, 5460, 723, 2951, 3115, 5800, 7792, 2921, 3, 5902, 7202, 3, 5]","[2, 5667, 6616, 5872, 3, 5]","[2, 5562, 5992, 6524, 3, 5]",너가 영상 봐봐 [SEP] 
"[2, 5462, 2376, 6661, 2947, 3, 1994, 3055, 5615, 134, 3, 5]","[2, 2116, 5992, 2967, 6720, 2963, 6481, 1774, 6252, 7603, 3, 5462, 5604, 1176, 6660, 3, 536, 6202, 723, 2951, 2965, 3633, 6010, 2921, 5465, 3, 1792, 3288, 3222, 2921, 1897, 4112, 6122, 2960, 2764, 5769, 3, 5460, 723, 2951, 3115, 5800, 7792, 2921, 3, 5902, 7202, 3, 5]","[2, 5667, 6616, 5872, 3, 5]","[2, 5562, 5992, 6524, 3, 5]","[2, 832, 6661, 2947, 1694, 3103, 2932, 2852, 3136, 5881, 3, 1409, 3079, 3111, 2970, 1944, 4158, 6261, 3165, 3, 5]",두번째는 심정지 환자자너 [SEP] 붕대랑이 왜튀어나와 [SEP] 
"[2, 2116, 5992, 2967, 6720, 2963, 6481, 1774, 6252, 7603, 3, 5462, 5604, 1176, 6660, 3, 536, 6202, 723, 2951, 2965, 3633, 6010, 2921, 5465, 3, 1792, 3288, 3222, 2921, 1897, 4112, 6122, 2960, 2764, 5769, 3, 5460, 723, 2951, 3115, 5800, 7792, 2921, 3, 5902, 7202, 3, 5]","[2, 5667, 6616, 5872, 3, 5]","[2, 5562, 5992, 6524, 3, 5]","[2, 832, 6661, 2947, 1694, 3103, 2932, 2852, 3136, 5881, 3, 1409, 3079, 3111, 2970, 1944, 4158, 6261, 3165, 3, 5]","[2, 134, 134, 134, 134, 134, 3, 5568, 1897, 4112, 2921, 6154, 5760, 3111, 3, 1897, 4112, 1317, 3210, 743, 3259, 2957, 4010, 3, 5]",????? [SEP] 나는 염좌가 뭔지랑 [SEP] 염좌 발생 대처요령 [SEP] 
