utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 1268, 6253, 5760, 5744, 3, 5]","[2, 5624, 3320, 5492, 3, 5]","[2, 6597, 6148, 2166, 3349, 2964, 3272, 1888, 4214, 6399, 3, 5]","[2, 7417, 2953, 5579, 5867, 2953, 3, 6765, 5579, 5867, 3, 5]","[2, 536, 5861, 3022, 3, 5]",나 씻고옴 [SEP] 
"[2, 5624, 3320, 5492, 3, 5]","[2, 6597, 6148, 2166, 3349, 2964, 3272, 1888, 4214, 6399, 3, 5]","[2, 7417, 2953, 5579, 5867, 2953, 3, 6765, 5579, 5867, 3, 5]","[2, 536, 5861, 3022, 3, 5]","[2, 2166, 3349, 2964, 3272, 6512, 2953, 5867, 3042, 3161, 3144, 3, 5]",좆병신년이래ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱ시발 [SEP] 
"[2, 6597, 6148, 2166, 3349, 2964, 3272, 1888, 4214, 6399, 3, 5]","[2, 7417, 2953, 5579, 5867, 2953, 3, 6765, 5579, 5867, 3, 5]","[2, 536, 5861, 3022, 3, 5]","[2, 2166, 3349, 2964, 3272, 6512, 2953, 5867, 3042, 3161, 3144, 3, 5]","[2, 5812, 7390, 6254, 7758, 5550, 2599, 3082, 3, 5]",이따 11시 10분쯤에 다시 톡해 [SEP] 
"[2, 7417, 2953, 5579, 5867, 2953, 3, 6765, 5579, 5867, 3, 5]","[2, 536, 5861, 3022, 3, 5]","[2, 2166, 3349, 2964, 3272, 6512, 2953, 5867, 3042, 3161, 3144, 3, 5]","[2, 5812, 7390, 6254, 7758, 5550, 2599, 3082, 3, 5]","[2, 2059, 3025, 393, 3136, 2974, 6492, 6001, 7704, 3342, 3, 5]",이말 글자로 보니까 ㅈㄴ웃기케 [SEP] 
"[2, 536, 5861, 3022, 3, 5]","[2, 2166, 3349, 2964, 3272, 6512, 2953, 5867, 3042, 3161, 3144, 3, 5]","[2, 5812, 7390, 6254, 7758, 5550, 2599, 3082, 3, 5]","[2, 2059, 3025, 393, 3136, 2974, 6492, 6001, 7704, 3342, 3, 5]","[2, 5667, 6080, 7131, 2947, 5627, 3, 5]",대충 병신같다는소리 [SEP] 
"[2, 2166, 3349, 2964, 3272, 6512, 2953, 5867, 3042, 3161, 3144, 3, 5]","[2, 5812, 7390, 6254, 7758, 5550, 2599, 3082, 3, 5]","[2, 2059, 3025, 393, 3136, 2974, 6492, 6001, 7704, 3342, 3, 5]","[2, 5667, 6080, 7131, 2947, 5627, 3, 5]","[2, 5458, 7282, 1268, 1169, 3239, 2936, 3159, 5617, 134, 3, 5462, 7356, 3063, 3, 707, 6685, 6097, 5588, 7199, 3067, 6130, 2960, 3, 5491, 1169, 3239, 2936, 3159, 4101, 3, 5]",내가 너한테 뭔 말할라했거든? [SEP] 근데 까먹음 [SEP] 니 새끼때문에 공부 집중안된다고 [SEP] 이거 말할라했늠 [SEP] 
"[2, 5812, 7390, 6254, 7758, 5550, 2599, 3082, 3, 5]","[2, 2059, 3025, 393, 3136, 2974, 6492, 6001, 7704, 3342, 3, 5]","[2, 5667, 6080, 7131, 2947, 5627, 3, 5]","[2, 5458, 7282, 1268, 1169, 3239, 2936, 3159, 5617, 134, 3, 5462, 7356, 3063, 3, 707, 6685, 6097, 5588, 7199, 3067, 6130, 2960, 3, 5491, 1169, 3239, 2936, 3159, 4101, 3, 5]","[2, 5619, 6178, 119, 3, 5]",그렇군요! [SEP] 
"[2, 2059, 3025, 393, 3136, 2974, 6492, 6001, 7704, 3342, 3, 5]","[2, 5667, 6080, 7131, 2947, 5627, 3, 5]","[2, 5458, 7282, 1268, 1169, 3239, 2936, 3159, 5617, 134, 3, 5462, 7356, 3063, 3, 707, 6685, 6097, 5588, 7199, 3067, 6130, 2960, 3, 5491, 1169, 3239, 2936, 3159, 4101, 3, 5]","[2, 5619, 6178, 119, 3, 5]","[2, 1326, 3082, 3121, 2932, 3447, 2985, 2546, 2993, 5495, 6419, 2999, 3, 5]",방해금지모드 킬까 생각했지만 [SEP] 
"[2, 5667, 6080, 7131, 2947, 5627, 3, 5]","[2, 5458, 7282, 1268, 1169, 3239, 2936, 3159, 5617, 134, 3, 5462, 7356, 3063, 3, 707, 6685, 6097, 5588, 7199, 3067, 6130, 2960, 3, 5491, 1169, 3239, 2936, 3159, 4101, 3, 5]","[2, 5619, 6178, 119, 3, 5]","[2, 1326, 3082, 3121, 2932, 3447, 2985, 2546, 2993, 5495, 6419, 2999, 3, 5]","[2, 5588, 2652, 3142, 3400, 3576, 3, 5]",공부 파업선언 [SEP] 
"[2, 5458, 7282, 1268, 1169, 3239, 2936, 3159, 5617, 134, 3, 5462, 7356, 3063, 3, 707, 6685, 6097, 5588, 7199, 3067, 6130, 2960, 3, 5491, 1169, 3239, 2936, 3159, 4101, 3, 5]","[2, 5619, 6178, 119, 3, 5]","[2, 1326, 3082, 3121, 2932, 3447, 2985, 2546, 2993, 5495, 6419, 2999, 3, 5]","[2, 5588, 2652, 3142, 3400, 3576, 3, 5]","[2, 5588, 2949, 2971, 3381, 3117, 3067, 6130, 3, 5]",공부집중ㅈㄴ안된다 [SEP] 
"[2, 5619, 6178, 119, 3, 5]","[2, 1326, 3082, 3121, 2932, 3447, 2985, 2546, 2993, 5495, 6419, 2999, 3, 5]","[2, 5588, 2652, 3142, 3400, 3576, 3, 5]","[2, 5588, 2949, 2971, 3381, 3117, 3067, 6130, 3, 5]","[2, 6849, 5485, 3, 5]",하지마 그럼 [SEP] 
"[2, 1326, 3082, 3121, 2932, 3447, 2985, 2546, 2993, 5495, 6419, 2999, 3, 5]","[2, 5588, 2652, 3142, 3400, 3576, 3, 5]","[2, 5588, 2949, 2971, 3381, 3117, 3067, 6130, 3, 5]","[2, 6849, 5485, 3, 5]","[2, 707, 6097, 5464, 2957, 3, 5]",니때문에 그래요 [SEP] 
"[2, 5588, 2652, 3142, 3400, 3576, 3, 5]","[2, 5588, 2949, 2971, 3381, 3117, 3067, 6130, 3, 5]","[2, 6849, 5485, 3, 5]","[2, 707, 6097, 5464, 2957, 3, 5]","[2, 6704, 6124, 5625, 3, 539, 6614, 5810, 7009, 3, 6608, 241, 5828, 6607, 3134, 3, 5]",자랑스럽구만 [SEP] 난 ppt 만들어야되는데 [SEP] 상당히 개같은 상황임 [SEP] 
"[2, 5588, 2949, 2971, 3381, 3117, 3067, 6130, 3, 5]","[2, 6849, 5485, 3, 5]","[2, 707, 6097, 5464, 2957, 3, 5]","[2, 6704, 6124, 5625, 3, 539, 6614, 5810, 7009, 3, 6608, 241, 5828, 6607, 3134, 3, 5]","[2, 6339, 1229, 3646, 2999, 5474, 5745, 3, 5]",카트 몇판만하고 해야지 [SEP] 
"[2, 6849, 5485, 3, 5]","[2, 707, 6097, 5464, 2957, 3, 5]","[2, 6704, 6124, 5625, 3, 539, 6614, 5810, 7009, 3, 6608, 241, 5828, 6607, 3134, 3, 5]","[2, 6339, 1229, 3646, 2999, 5474, 5745, 3, 5]","[2, 5577, 6339, 6227, 3, 5]",너도 카트하냐 [SEP] 
"[2, 707, 6097, 5464, 2957, 3, 5]","[2, 6704, 6124, 5625, 3, 539, 6614, 5810, 7009, 3, 6608, 241, 5828, 6607, 3134, 3, 5]","[2, 6339, 1229, 3646, 2999, 5474, 5745, 3, 5]","[2, 5577, 6339, 6227, 3, 5]","[2, 6202, 6938, 3034, 5845, 1387, 3125, 5545, 6080, 3237, 3, 5]",저번에 우리집왔을때 봤었잖아 병신앙 [SEP] 
"[2, 6704, 6124, 5625, 3, 539, 6614, 5810, 7009, 3, 6608, 241, 5828, 6607, 3134, 3, 5]","[2, 6339, 1229, 3646, 2999, 5474, 5745, 3, 5]","[2, 5577, 6339, 6227, 3, 5]","[2, 6202, 6938, 3034, 5845, 1387, 3125, 5545, 6080, 3237, 3, 5]","[2, 1792, 2477, 6674, 3, 1231, 3197, 2996, 7044, 3226, 3, 5]",아 컴이구나 [SEP] 모바일 말하는줄 [SEP] 
"[2, 6339, 1229, 3646, 2999, 5474, 5745, 3, 5]","[2, 5577, 6339, 6227, 3, 5]","[2, 6202, 6938, 3034, 5845, 1387, 3125, 5545, 6080, 3237, 3, 5]","[2, 1792, 2477, 6674, 3, 1231, 3197, 2996, 7044, 3226, 3, 5]","[2, 1792, 1231, 3197, 2996, 3005, 2773, 3, 5573, 5765, 3147, 3, 5]",아 모바일도 함 [SEP] 어제 시작함 [SEP] 
"[2, 5577, 6339, 6227, 3, 5]","[2, 6202, 6938, 3034, 5845, 1387, 3125, 5545, 6080, 3237, 3, 5]","[2, 1792, 2477, 6674, 3, 1231, 3197, 2996, 7044, 3226, 3, 5]","[2, 1792, 1231, 3197, 2996, 3005, 2773, 3, 5573, 5765, 3147, 3, 5]","[2, 5531, 5724, 6339, 2967, 5512, 7226, 2970, 6399, 3, 7162, 3110, 3170, 3146, 3, 5]",친구중에 카트에 미친 인간이 있어서 [SEP] ptsd남 [SEP] 
"[2, 6202, 6938, 3034, 5845, 1387, 3125, 5545, 6080, 3237, 3, 5]","[2, 1792, 2477, 6674, 3, 1231, 3197, 2996, 7044, 3226, 3, 5]","[2, 1792, 1231, 3197, 2996, 3005, 2773, 3, 5573, 5765, 3147, 3, 5]","[2, 5531, 5724, 6339, 2967, 5512, 7226, 2970, 6399, 3, 7162, 3110, 3170, 3146, 3, 5]","[2, 5451, 3049, 2979, 5735, 1815, 3005, 3, 2765, 3340, 6229, 3034, 3063, 3, 1792, 5641, 241, 6084, 3, 5]",ㅋㅋㅋㅋㅋㅋㅋ우리학교 애도 [SEP] 학원갔다왔음 [SEP] 아 시발 개 피곤해 [SEP] 
"[2, 1792, 2477, 6674, 3, 1231, 3197, 2996, 7044, 3226, 3, 5]","[2, 1792, 1231, 3197, 2996, 3005, 2773, 3, 5573, 5765, 3147, 3, 5]","[2, 5531, 5724, 6339, 2967, 5512, 7226, 2970, 6399, 3, 7162, 3110, 3170, 3146, 3, 5]","[2, 5451, 3049, 2979, 5735, 1815, 3005, 3, 2765, 3340, 6229, 3034, 3063, 3, 1792, 5641, 241, 6084, 3, 5]","[2, 2078, 3039, 5485, 3, 5]",자셈 그럼 [SEP] 
"[2, 1792, 1231, 3197, 2996, 3005, 2773, 3, 5573, 5765, 3147, 3, 5]","[2, 5531, 5724, 6339, 2967, 5512, 7226, 2970, 6399, 3, 7162, 3110, 3170, 3146, 3, 5]","[2, 5451, 3049, 2979, 5735, 1815, 3005, 3, 2765, 3340, 6229, 3034, 3063, 3, 1792, 5641, 241, 6084, 3, 5]","[2, 2078, 3039, 5485, 3, 5]","[2, 6157, 3097, 5840, 5829, 6759, 5709, 3, 2765, 3340, 5469, 5622, 3244, 5518, 2723, 7591, 6395, 2950, 3, 2722, 5622, 3141, 3244, 1577, 6529, 3, 5789, 3269, 7806, 3, 5]",학교가기전에 시험공부해야지 [SEP] 학원에서 문제를 많이 풀었다고 생각해서 [SEP] 푼 문제수를 세봤는데 [SEP] 122문제 [SEP] 
"[2, 5531, 5724, 6339, 2967, 5512, 7226, 2970, 6399, 3, 7162, 3110, 3170, 3146, 3, 5]","[2, 5451, 3049, 2979, 5735, 1815, 3005, 3, 2765, 3340, 6229, 3034, 3063, 3, 1792, 5641, 241, 6084, 3, 5]","[2, 2078, 3039, 5485, 3, 5]","[2, 6157, 3097, 5840, 5829, 6759, 5709, 3, 2765, 3340, 5469, 5622, 3244, 5518, 2723, 7591, 6395, 2950, 3, 2722, 5622, 3141, 3244, 1577, 6529, 3, 5789, 3269, 7806, 3, 5]","[2, 5622, 3120, 2947, 408, 3370, 6548, 3, 5]",문제푸는 기계인줄 [SEP] 
"[2, 5451, 3049, 2979, 5735, 1815, 3005, 3, 2765, 3340, 6229, 3034, 3063, 3, 1792, 5641, 241, 6084, 3, 5]","[2, 2078, 3039, 5485, 3, 5]","[2, 6157, 3097, 5840, 5829, 6759, 5709, 3, 2765, 3340, 5469, 5622, 3244, 5518, 2723, 7591, 6395, 2950, 3, 2722, 5622, 3141, 3244, 1577, 6529, 3, 5789, 3269, 7806, 3, 5]","[2, 5622, 3120, 2947, 408, 3370, 6548, 3, 5]","[2, 5629, 5794, 1940, 5738, 5641, 3, 5829, 6759, 5540, 3289, 3160, 134, 3, 5462, 5641, 134, 3, 1687, 3324, 3210, 3751, 3040, 2943, 7079, 5556, 1725, 2931, 5669, 134, 3, 5]",그리고 집에 왔더니 시발 [SEP] 시험공부해야되네? [SEP] 근데 시발? [SEP] 신입생환영사 간단하게 써야하네? [SEP] 
"[2, 2078, 3039, 5485, 3, 5]","[2, 6157, 3097, 5840, 5829, 6759, 5709, 3, 2765, 3340, 5469, 5622, 3244, 5518, 2723, 7591, 6395, 2950, 3, 2722, 5622, 3141, 3244, 1577, 6529, 3, 5789, 3269, 7806, 3, 5]","[2, 5622, 3120, 2947, 408, 3370, 6548, 3, 5]","[2, 5629, 5794, 1940, 5738, 5641, 3, 5829, 6759, 5540, 3289, 3160, 134, 3, 5462, 5641, 134, 3, 1687, 3324, 3210, 3751, 3040, 2943, 7079, 5556, 1725, 2931, 5669, 134, 3, 5]","[2, 1792, 581, 2859, 7046, 2932, 3, 5562, 2859, 7046, 7010, 3, 5876, 1399, 3180, 2940, 1563, 3097, 2764, 2937, 3055, 3140, 2970, 3, 298, 3083, 2932, 3261, 7295, 5625, 3, 5]",아 너 회장이지 [SEP] 너가 회장이라니 [SEP] 맨날 부회장 서기 하던인간이 [SEP] 격세지감이로구만 [SEP] 
"[2, 6157, 3097, 5840, 5829, 6759, 5709, 3, 2765, 3340, 5469, 5622, 3244, 5518, 2723, 7591, 6395, 2950, 3, 2722, 5622, 3141, 3244, 1577, 6529, 3, 5789, 3269, 7806, 3, 5]","[2, 5622, 3120, 2947, 408, 3370, 6548, 3, 5]","[2, 5629, 5794, 1940, 5738, 5641, 3, 5829, 6759, 5540, 3289, 3160, 134, 3, 5462, 5641, 134, 3, 1687, 3324, 3210, 3751, 3040, 2943, 7079, 5556, 1725, 2931, 5669, 134, 3, 5]","[2, 1792, 581, 2859, 7046, 2932, 3, 5562, 2859, 7046, 7010, 3, 5876, 1399, 3180, 2940, 1563, 3097, 2764, 2937, 3055, 3140, 2970, 3, 298, 3083, 2932, 3261, 7295, 5625, 3, 5]","[2, 6875, 3721, 3126, 2932, 3, 5]",많은변화지 [SEP] 
"[2, 5622, 3120, 2947, 408, 3370, 6548, 3, 5]","[2, 5629, 5794, 1940, 5738, 5641, 3, 5829, 6759, 5540, 3289, 3160, 134, 3, 5462, 5641, 134, 3, 1687, 3324, 3210, 3751, 3040, 2943, 7079, 5556, 1725, 2931, 5669, 134, 3, 5]","[2, 1792, 581, 2859, 7046, 2932, 3, 5562, 2859, 7046, 7010, 3, 5876, 1399, 3180, 2940, 1563, 3097, 2764, 2937, 3055, 3140, 2970, 3, 298, 3083, 2932, 3261, 7295, 5625, 3, 5]","[2, 6875, 3721, 3126, 2932, 3, 5]","[2, 7228, 1687, 3400, 5606, 3, 5]",존내 신선하다 [SEP] 
"[2, 5629, 5794, 1940, 5738, 5641, 3, 5829, 6759, 5540, 3289, 3160, 134, 3, 5462, 5641, 134, 3, 1687, 3324, 3210, 3751, 3040, 2943, 7079, 5556, 1725, 2931, 5669, 134, 3, 5]","[2, 1792, 581, 2859, 7046, 2932, 3, 5562, 2859, 7046, 7010, 3, 5876, 1399, 3180, 2940, 1563, 3097, 2764, 2937, 3055, 3140, 2970, 3, 298, 3083, 2932, 3261, 7295, 5625, 3, 5]","[2, 6875, 3721, 3126, 2932, 3, 5]","[2, 7228, 1687, 3400, 5606, 3, 5]","[2, 148, 6757, 3110, 3437, 3, 5]",fresh [SEP] 
"[2, 1792, 581, 2859, 7046, 2932, 3, 5562, 2859, 7046, 7010, 3, 5876, 1399, 3180, 2940, 1563, 3097, 2764, 2937, 3055, 3140, 2970, 3, 298, 3083, 2932, 3261, 7295, 5625, 3, 5]","[2, 6875, 3721, 3126, 2932, 3, 5]","[2, 7228, 1687, 3400, 5606, 3, 5]","[2, 148, 6757, 3110, 3437, 3, 5]","[2, 7512, 3106, 150, 3107, 7641, 151, 3110, 156, 7414, 148, 6757, 3110, 3437, 3, 5]",your head is not fresh [SEP] 
"[2, 6875, 3721, 3126, 2932, 3, 5]","[2, 7228, 1687, 3400, 5606, 3, 5]","[2, 148, 6757, 3110, 3437, 3, 5]","[2, 7512, 3106, 150, 3107, 7641, 151, 3110, 156, 7414, 148, 6757, 3110, 3437, 3, 5]","[2, 148, 3491, 3124, 3653, 7512, 3, 1958, 2965, 2772, 3313, 5748, 5749, 2947, 3, 935, 5942, 5697, 3, 5546, 3, 5]",Fuck you [SEP] 욕을 핥짝 먹어버리는 [SEP] 또라이새끼 [SEP] ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌ [SEP] 
"[2, 7228, 1687, 3400, 5606, 3, 5]","[2, 148, 6757, 3110, 3437, 3, 5]","[2, 7512, 3106, 150, 3107, 7641, 151, 3110, 156, 7414, 148, 6757, 3110, 3437, 3, 5]","[2, 148, 3491, 3124, 3653, 7512, 3, 1958, 2965, 2772, 3313, 5748, 5749, 2947, 3, 935, 5942, 5697, 3, 5546, 3, 5]","[2, 5472, 2772, 3313, 6317, 2428, 3880, 5919, 3, 5]",이제 핥짝 대신 츄릅 할게 [SEP] 
"[2, 148, 6757, 3110, 3437, 3, 5]","[2, 7512, 3106, 150, 3107, 7641, 151, 3110, 156, 7414, 148, 6757, 3110, 3437, 3, 5]","[2, 148, 3491, 3124, 3653, 7512, 3, 1958, 2965, 2772, 3313, 5748, 5749, 2947, 3, 935, 5942, 5697, 3, 5546, 3, 5]","[2, 5472, 2772, 3313, 6317, 2428, 3880, 5919, 3, 5]","[2, 5458, 5482, 7418, 2936, 6419, 7499, 3, 5641, 5497, 3005, 3679, 3, 5]",내가 그거 하지말라했지ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 시발 학교도착 [SEP] 
"[2, 7512, 3106, 150, 3107, 7641, 151, 3110, 156, 7414, 148, 6757, 3110, 3437, 3, 5]","[2, 148, 3491, 3124, 3653, 7512, 3, 1958, 2965, 2772, 3313, 5748, 5749, 2947, 3, 935, 5942, 5697, 3, 5546, 3, 5]","[2, 5472, 2772, 3313, 6317, 2428, 3880, 5919, 3, 5]","[2, 5458, 5482, 7418, 2936, 6419, 7499, 3, 5641, 5497, 3005, 3679, 3, 5]","[2, 539, 6735, 3, 5472, 1787, 5815, 3, 2669, 3290, 2921, 2412, 3363, 2992, 3543, 3, 5]",난 운동하고 [SEP] 이제 씻는다 [SEP] 팬티가 축축하군 [SEP] 
"[2, 148, 3491, 3124, 3653, 7512, 3, 1958, 2965, 2772, 3313, 5748, 5749, 2947, 3, 935, 5942, 5697, 3, 5546, 3, 5]","[2, 5472, 2772, 3313, 6317, 2428, 3880, 5919, 3, 5]","[2, 5458, 5482, 7418, 2936, 6419, 7499, 3, 5641, 5497, 3005, 3679, 3, 5]","[2, 539, 6735, 3, 5472, 1787, 5815, 3, 2669, 3290, 2921, 2412, 3363, 2992, 3543, 3, 5]","[2, 1810, 3161, 3144, 764, 6162, 3, 5]",앛시발 더러워 [SEP] 
"[2, 5472, 2772, 3313, 6317, 2428, 3880, 5919, 3, 5]","[2, 5458, 5482, 7418, 2936, 6419, 7499, 3, 5641, 5497, 3005, 3679, 3, 5]","[2, 539, 6735, 3, 5472, 1787, 5815, 3, 2669, 3290, 2921, 2412, 3363, 2992, 3543, 3, 5]","[2, 1810, 3161, 3144, 764, 6162, 3, 5]","[2, 584, 897, 3415, 5989, 2950, 5496, 5486, 6193, 3244, 7665, 3077, 3, 1852, 2979, 3367, 3080, 2193, 3210, 2934, 3, 5]",넌 땀흘리면서 운동하는 재미를 모른다 [SEP] 어리석은 중생아 [SEP] 
"[2, 5458, 5482, 7418, 2936, 6419, 7499, 3, 5641, 5497, 3005, 3679, 3, 5]","[2, 539, 6735, 3, 5472, 1787, 5815, 3, 2669, 3290, 2921, 2412, 3363, 2992, 3543, 3, 5]","[2, 1810, 3161, 3144, 764, 6162, 3, 5]","[2, 584, 897, 3415, 5989, 2950, 5496, 5486, 6193, 3244, 7665, 3077, 3, 1852, 2979, 3367, 3080, 2193, 3210, 2934, 3, 5]","[2, 539, 5829, 6759, 6097, 3, 7352, 2967, 1921, 3, 5]",난 시험공부때문에 [SEP] 7시에 옴 [SEP] 
"[2, 539, 6735, 3, 5472, 1787, 5815, 3, 2669, 3290, 2921, 2412, 3363, 2992, 3543, 3, 5]","[2, 1810, 3161, 3144, 764, 6162, 3, 5]","[2, 584, 897, 3415, 5989, 2950, 5496, 5486, 6193, 3244, 7665, 3077, 3, 1852, 2979, 3367, 3080, 2193, 3210, 2934, 3, 5]","[2, 539, 5829, 6759, 6097, 3, 7352, 2967, 1921, 3, 5]","[2, 539, 321, 6002, 3, 5]",난 곧 도착 [SEP] 
"[2, 1810, 3161, 3144, 764, 6162, 3, 5]","[2, 584, 897, 3415, 5989, 2950, 5496, 5486, 6193, 3244, 7665, 3077, 3, 1852, 2979, 3367, 3080, 2193, 3210, 2934, 3, 5]","[2, 539, 5829, 6759, 6097, 3, 7352, 2967, 1921, 3, 5]","[2, 539, 321, 6002, 3, 5]","[2, 536, 7160, 5773, 3111, 2436, 3796, 3, 5634, 2698, 3147, 3, 5]",나 1학년들이랑 층씀 [SEP] 그래도 편함 [SEP] 
"[2, 584, 897, 3415, 5989, 2950, 5496, 5486, 6193, 3244, 7665, 3077, 3, 1852, 2979, 3367, 3080, 2193, 3210, 2934, 3, 5]","[2, 539, 5829, 6759, 6097, 3, 7352, 2967, 1921, 3, 5]","[2, 539, 321, 6002, 3, 5]","[2, 536, 7160, 5773, 3111, 2436, 3796, 3, 5634, 2698, 3147, 3, 5]","[2, 2698, 7336, 134, 3, 5]",편하다고? [SEP] 
"[2, 539, 5829, 6759, 6097, 3, 7352, 2967, 1921, 3, 5]","[2, 539, 321, 6002, 3, 5]","[2, 536, 7160, 5773, 3111, 2436, 3796, 3, 5634, 2698, 3147, 3, 5]","[2, 2698, 7336, 134, 3, 5]","[2, 1831, 5458, 127, 5964, 5489, 3, 6606, 3239, 5781, 3, 1269, 227, 3741, 2059, 5512, 7842, 3, 5462, 5506, 2970, 5829, 5489, 3, 6389, 396, 3214, 3127, 3654, 7219, 2087, 2934, 3701, 5479, 3, 6925, 7267, 2960, 519, 2960, 5655, 3, 7393, 6069, 3352, 3, 5]",야 내가 3학년인데 [SEP] 불편할리가 [SEP] 뭘 갈궈 이 미친아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 근데 내일이 시험인데 [SEP] 쌤이 금속공예 강의 잡아놨다고 [SEP] 어쩔수없다고 끌고가서 [SEP] 2시간버려짐 [SEP] 
"[2, 539, 321, 6002, 3, 5]","[2, 536, 7160, 5773, 3111, 2436, 3796, 3, 5634, 2698, 3147, 3, 5]","[2, 2698, 7336, 134, 3, 5]","[2, 1831, 5458, 127, 5964, 5489, 3, 6606, 3239, 5781, 3, 1269, 227, 3741, 2059, 5512, 7842, 3, 5462, 5506, 2970, 5829, 5489, 3, 6389, 396, 3214, 3127, 3654, 7219, 2087, 2934, 3701, 5479, 3, 6925, 7267, 2960, 519, 2960, 5655, 3, 7393, 6069, 3352, 3, 5]","[2, 396, 3214, 5461, 7518, 6918, 2867, 6632, 5463, 3, 5559, 3223, 396, 3214, 2965, 1348, 5791, 3, 5]",금속으로 뚝배기를 후렸어야지 [SEP] 시간과 금속을 벌었다 [SEP] 
"[2, 536, 7160, 5773, 3111, 2436, 3796, 3, 5634, 2698, 3147, 3, 5]","[2, 2698, 7336, 134, 3, 5]","[2, 1831, 5458, 127, 5964, 5489, 3, 6606, 3239, 5781, 3, 1269, 227, 3741, 2059, 5512, 7842, 3, 5462, 5506, 2970, 5829, 5489, 3, 6389, 396, 3214, 3127, 3654, 7219, 2087, 2934, 3701, 5479, 3, 6925, 7267, 2960, 519, 2960, 5655, 3, 7393, 6069, 3352, 3, 5]","[2, 396, 3214, 5461, 7518, 6918, 2867, 6632, 5463, 3, 5559, 3223, 396, 3214, 2965, 1348, 5791, 3, 5]","[2, 2764, 5829, 3212, 3326, 3077, 3, 6302, 5680, 7169, 2963, 6784, 3, 6310, 2947, 2157, 3352, 3, 1792, 5641, 1527, 3602, 3427, 3204, 1907, 3309, 3128, 3131, 3159, 3063, 3, 129, 5907, 2967, 2901, 3128, 3136, 3171, 5601, 2901, 3128, 3179, 7806, 6097, 6501, 5486, 5559, 235, 5449, 3, 5458, 7627, 2977, 3075, 5474, 6260, 5474, 6830, 3, 6001, 4213, 7589, 3, 5]",하 시험끝났다 [SEP] 조지지는 않은거 같은데 [SEP] 영어는 조짐 [SEP] 아 시발 산악등반 예행연습했음 [SEP] 5교시에 흡연자들 무슨 흡연실문제때문에 이야기하는 시간 갖는데 [SEP] 내가 자리마련하고 준비하고ㅅㅂ [SEP] ㅈㄴ좆같네 [SEP] 
"[2, 2698, 7336, 134, 3, 5]","[2, 1831, 5458, 127, 5964, 5489, 3, 6606, 3239, 5781, 3, 1269, 227, 3741, 2059, 5512, 7842, 3, 5462, 5506, 2970, 5829, 5489, 3, 6389, 396, 3214, 3127, 3654, 7219, 2087, 2934, 3701, 5479, 3, 6925, 7267, 2960, 519, 2960, 5655, 3, 7393, 6069, 3352, 3, 5]","[2, 396, 3214, 5461, 7518, 6918, 2867, 6632, 5463, 3, 5559, 3223, 396, 3214, 2965, 1348, 5791, 3, 5]","[2, 2764, 5829, 3212, 3326, 3077, 3, 6302, 5680, 7169, 2963, 6784, 3, 6310, 2947, 2157, 3352, 3, 1792, 5641, 1527, 3602, 3427, 3204, 1907, 3309, 3128, 3131, 3159, 3063, 3, 129, 5907, 2967, 2901, 3128, 3136, 3171, 5601, 2901, 3128, 3179, 7806, 6097, 6501, 5486, 5559, 235, 5449, 3, 5458, 7627, 2977, 3075, 5474, 6260, 5474, 6830, 3, 6001, 4213, 7589, 3, 5]","[2, 2369, 2940, 4296, 5815, 3, 5]",천장뚫는다 [SEP] 
"[2, 1831, 5458, 127, 5964, 5489, 3, 6606, 3239, 5781, 3, 1269, 227, 3741, 2059, 5512, 7842, 3, 5462, 5506, 2970, 5829, 5489, 3, 6389, 396, 3214, 3127, 3654, 7219, 2087, 2934, 3701, 5479, 3, 6925, 7267, 2960, 519, 2960, 5655, 3, 7393, 6069, 3352, 3, 5]","[2, 396, 3214, 5461, 7518, 6918, 2867, 6632, 5463, 3, 5559, 3223, 396, 3214, 2965, 1348, 5791, 3, 5]","[2, 2764, 5829, 3212, 3326, 3077, 3, 6302, 5680, 7169, 2963, 6784, 3, 6310, 2947, 2157, 3352, 3, 1792, 5641, 1527, 3602, 3427, 3204, 1907, 3309, 3128, 3131, 3159, 3063, 3, 129, 5907, 2967, 2901, 3128, 3136, 3171, 5601, 2901, 3128, 3179, 7806, 6097, 6501, 5486, 5559, 235, 5449, 3, 5458, 7627, 2977, 3075, 5474, 6260, 5474, 6830, 3, 6001, 4213, 7589, 3, 5]","[2, 2369, 2940, 4296, 5815, 3, 5]","[2, 7146, 5552, 5458, 2859, 2940, 3159, 2946, 3, 5]",이럴려고 내가 회장했나 [SEP] 
