utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 6, 7822, 5962, 3223, 5686, 3244, 6491, 5599, 123, 3, 6346, 3363, 2992, 3159, 5555, 141, 141, 3, 2182, 3406, 6097, 2587, 7046, 5555, 2950, 3, 1239, 6491, 3077, 3, 5]","[2, 536, 5704, 2976, 229, 2983, 3006, 5815, 3, 5]","[2, 1200, 4020, 169, 141, 169, 141, 169, 3, 5]","[2, 5457, 6345, 2925, 3, 5458, 880, 3494, 2084, 5879, 3, 5]","[2, 5546, 3, 2611, 3054, 2946, 2781, 3216, 5961, 3, 5]",ㅌㅅㅋㅅㅋㅅ [SEP] 투표나 해조 ㅋㅅㅋ [SEP] 
"[2, 536, 5704, 2976, 229, 2983, 3006, 5815, 3, 5]","[2, 1200, 4020, 169, 141, 169, 141, 169, 3, 5]","[2, 5457, 6345, 2925, 3, 5458, 880, 3494, 2084, 5879, 3, 5]","[2, 5546, 3, 2611, 3054, 2946, 2781, 3216, 5961, 3, 5]","[2, 1831, 2970, 3222, 5448, 3, 5]",야이씨ㅋㅋㅋㅋ [SEP] 
"[2, 1200, 4020, 169, 141, 169, 141, 169, 3, 5]","[2, 5457, 6345, 2925, 3, 5458, 880, 3494, 2084, 5879, 3, 5]","[2, 5546, 3, 2611, 3054, 2946, 2781, 3216, 5961, 3, 5]","[2, 1831, 2970, 3222, 5448, 3, 5]","[2, 7074, 3, 5]",ㅋㅅㅋㅅㅋ [SEP] 
"[2, 5457, 6345, 2925, 3, 5458, 880, 3494, 2084, 5879, 3, 5]","[2, 5546, 3, 2611, 3054, 2946, 2781, 3216, 5961, 3, 5]","[2, 1831, 2970, 3222, 5448, 3, 5]","[2, 7074, 3, 5]","[2, 5577, 1295, 6847, 2991, 4063, 1372, 6341, 3, 5]",너도 미스터트롯 보냐ㅋㅋㅋ [SEP] 
"[2, 5546, 3, 2611, 3054, 2946, 2781, 3216, 5961, 3, 5]","[2, 1831, 2970, 3222, 5448, 3, 5]","[2, 7074, 3, 5]","[2, 5577, 1295, 6847, 2991, 4063, 1372, 6341, 3, 5]","[2, 1295, 6847, 2991, 4063, 2159, 3070, 6966, 217, 3, 5543, 6181, 217, 3, 5577, 1799, 5501, 217, 3, 5]",미스터트롯 존잼 ᵒ̴̶̷̥́ ·̫ ᵒ̴̶̷̣̥̀ ㅠㅠㅠㅠ̑̈ ㅠ̑̈ [SEP] ㄹㅇ ㅠㅠ̑̈ ㅠ̑̈ [SEP] 너도 알구나 ㅠ [SEP] 
"[2, 1831, 2970, 3222, 5448, 3, 5]","[2, 7074, 3, 5]","[2, 5577, 1295, 6847, 2991, 4063, 1372, 6341, 3, 5]","[2, 1295, 6847, 2991, 4063, 2159, 3070, 6966, 217, 3, 5543, 6181, 217, 3, 5577, 1799, 5501, 217, 3, 5]","[2, 5483, 1792, 3263, 6371, 1372, 3161, 5617, 3, 5]",우리 아부지가 보시거든 [SEP] 
"[2, 7074, 3, 5]","[2, 5577, 1295, 6847, 2991, 4063, 1372, 6341, 3, 5]","[2, 1295, 6847, 2991, 4063, 2159, 3070, 6966, 217, 3, 5543, 6181, 217, 3, 5577, 1799, 5501, 217, 3, 5]","[2, 5483, 1792, 3263, 6371, 1372, 3161, 5617, 3, 5]","[2, 1269, 1792, 6630, 1401, 3, 5]",뭘 아시는 분 [SEP] 
"[2, 5577, 1295, 6847, 2991, 4063, 1372, 6341, 3, 5]","[2, 1295, 6847, 2991, 4063, 2159, 3070, 6966, 217, 3, 5543, 6181, 217, 3, 5577, 1799, 5501, 217, 3, 5]","[2, 5483, 1792, 3263, 6371, 1372, 3161, 5617, 3, 5]","[2, 1269, 1792, 6630, 1401, 3, 5]","[2, 2611, 3054, 2947, 7514, 5771, 3136, 5448, 3, 6735, 7662, 6562, 1863, 3043, 2921, 3, 5]",투표는 고려해보자ㅋㅋㅋ [SEP] 운동하고 나와서 정신이 없ㅅ가 [SEP] 
"[2, 1295, 6847, 2991, 4063, 2159, 3070, 6966, 217, 3, 5543, 6181, 217, 3, 5577, 1799, 5501, 217, 3, 5]","[2, 5483, 1792, 3263, 6371, 1372, 3161, 5617, 3, 5]","[2, 1269, 1792, 6630, 1401, 3, 5]","[2, 2611, 3054, 2947, 7514, 5771, 3136, 5448, 3, 6735, 7662, 6562, 1863, 3043, 2921, 3, 5]","[2, 5546, 3, 5]",ㅋㄱㅋㄱㅋㅅㅌㄱㅌㅅㅋㅅㅋㅌㅊㅋㅋㅋㅋㅋ̆̈ ㅋ̆̈ ㅋ̆̈ ㅇㅋ [SEP] 
"[2, 5483, 1792, 3263, 6371, 1372, 3161, 5617, 3, 5]","[2, 1269, 1792, 6630, 1401, 3, 5]","[2, 2611, 3054, 2947, 7514, 5771, 3136, 5448, 3, 6735, 7662, 6562, 1863, 3043, 2921, 3, 5]","[2, 5546, 3, 5]","[2, 5861, 3100, 2963, 3058, 2931, 3, 5825, 5502, 5721, 5487, 2781, 3308, 3101, 3, 5]",씻고올거ㅓ야 [SEP] 그때까지 가능하면 해볼겡 [SEP] 
"[2, 1269, 1792, 6630, 1401, 3, 5]","[2, 2611, 3054, 2947, 7514, 5771, 3136, 5448, 3, 6735, 7662, 6562, 1863, 3043, 2921, 3, 5]","[2, 5546, 3, 5]","[2, 5861, 3100, 2963, 3058, 2931, 3, 5825, 5502, 5721, 5487, 2781, 3308, 3101, 3, 5]","[2, 196, 5507, 5579, 3420, 2953, 196, 196, 6651, 436, 3629, 3082, 3122, 2936, 3, 5600, 5507, 6650, 436, 3152, 3629, 3, 5]",ㅋㄱㅋㅅㅋㅆㅋ̆̈ ㅋ̆̈ ㅋ̆̈ ㅇㅋ 깨끗해져라 [SEP] ㅋㅋㄱㅋㅅㅋㅅㅋ 깨애끗 [SEP] 
"[2, 2611, 3054, 2947, 7514, 5771, 3136, 5448, 3, 6735, 7662, 6562, 1863, 3043, 2921, 3, 5]","[2, 5546, 3, 5]","[2, 5861, 3100, 2963, 3058, 2931, 3, 5825, 5502, 5721, 5487, 2781, 3308, 3101, 3, 5]","[2, 196, 5507, 5579, 3420, 2953, 196, 196, 6651, 436, 3629, 3082, 3122, 2936, 3, 5600, 5507, 6650, 436, 3152, 3629, 3, 5]","[2, 5520, 5721, 134, 3, 5]",아직 가능? [SEP] 
"[2, 5546, 3, 5]","[2, 5861, 3100, 2963, 3058, 2931, 3, 5825, 5502, 5721, 5487, 2781, 3308, 3101, 3, 5]","[2, 196, 5507, 5579, 3420, 2953, 196, 196, 6651, 436, 3629, 3082, 3122, 2936, 3, 5600, 5507, 6650, 436, 3152, 3629, 3, 5]","[2, 5520, 5721, 134, 3, 5]","[2, 5834, 3173, 317, 2960, 2960, 3183, 3, 5]",ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ 고고고ㅗ [SEP] 
"[2, 5861, 3100, 2963, 3058, 2931, 3, 5825, 5502, 5721, 5487, 2781, 3308, 3101, 3, 5]","[2, 196, 5507, 5579, 3420, 2953, 196, 196, 6651, 436, 3629, 3082, 3122, 2936, 3, 5600, 5507, 6650, 436, 3152, 3629, 3, 5]","[2, 5520, 5721, 134, 3, 5]","[2, 5834, 3173, 317, 2960, 2960, 3183, 3, 5]","[2, 5478, 5762, 2957, 3, 5]",어케하나요 [SEP] 
"[2, 196, 5507, 5579, 3420, 2953, 196, 196, 6651, 436, 3629, 3082, 3122, 2936, 3, 5600, 5507, 6650, 436, 3152, 3629, 3, 5]","[2, 5520, 5721, 134, 3, 5]","[2, 5834, 3173, 317, 2960, 2960, 3183, 3, 5]","[2, 5478, 5762, 2957, 3, 5]","[2, 6147, 1944, 5746, 822, 134, 3, 150, 3107, 7641, 3269, 134, 3, 150, 3107, 7641, 5920, 3269, 134, 158, 3, 5]",저게 왜 잘못 됨? [SEP] head=2? [SEP] header=2?p [SEP] 
"[2, 5520, 5721, 134, 3, 5]","[2, 5834, 3173, 317, 2960, 2960, 3183, 3, 5]","[2, 5478, 5762, 2957, 3, 5]","[2, 6147, 1944, 5746, 822, 134, 3, 150, 3107, 7641, 3269, 134, 3, 150, 3107, 7641, 5920, 3269, 134, 158, 3, 5]","[2, 7083, 3458, 3223, 2767, 4201, 2999, 6059, 3002, 3, 5]",실행결과 한벙만 보여줘 [SEP] 
"[2, 5834, 3173, 317, 2960, 2960, 3183, 3, 5]","[2, 5478, 5762, 2957, 3, 5]","[2, 6147, 1944, 5746, 822, 134, 3, 150, 3107, 7641, 3269, 134, 3, 150, 3107, 7641, 5920, 3269, 134, 158, 3, 5]","[2, 7083, 3458, 3223, 2767, 4201, 2999, 6059, 3002, 3, 5]","[2, 5961, 5507, 5579, 3, 1403, 3914, 2957, 3030, 5928, 5502, 6543, 3151, 2947, 284, 3, 5746, 3469, 3077, 3160, 2926, 1525, 3144, 7561, 5507, 6650, 3420, 2953, 3, 5459, 1267, 7486, 6932, 2186, 3, 581, 6563, 5837, 3147, 134, 3, 5]",ㅋㅅㅋㄱㅋㅅㅋ [SEP] 불필요한 데이터까지 불러오는 게 [SEP] 잘못됐다네여 사발 ㅋㅅㅋㅅㅋㅅㅋㅅㄱㅋㅅㅋㅅㅋㅅㅋㅅㅋㅆㅋ [SEP] 나도 뭐 에러나는 줄 [SEP] 너 빅데이터 과제함? [SEP] 
"[2, 5478, 5762, 2957, 3, 5]","[2, 6147, 1944, 5746, 822, 134, 3, 150, 3107, 7641, 3269, 134, 3, 150, 3107, 7641, 5920, 3269, 134, 158, 3, 5]","[2, 7083, 3458, 3223, 2767, 4201, 2999, 6059, 3002, 3, 5]","[2, 5961, 5507, 5579, 3, 1403, 3914, 2957, 3030, 5928, 5502, 6543, 3151, 2947, 284, 3, 5746, 3469, 3077, 3160, 2926, 1525, 3144, 7561, 5507, 6650, 3420, 2953, 3, 5459, 1267, 7486, 6932, 2186, 3, 581, 6563, 5837, 3147, 134, 3, 5]","[2, 5485, 6643, 134, 134, 3, 5]",그럼 해결?? [SEP] 
"[2, 6147, 1944, 5746, 822, 134, 3, 150, 3107, 7641, 3269, 134, 3, 150, 3107, 7641, 5920, 3269, 134, 158, 3, 5]","[2, 7083, 3458, 3223, 2767, 4201, 2999, 6059, 3002, 3, 5]","[2, 5961, 5507, 5579, 3, 1403, 3914, 2957, 3030, 5928, 5502, 6543, 3151, 2947, 284, 3, 5746, 3469, 3077, 3160, 2926, 1525, 3144, 7561, 5507, 6650, 3420, 2953, 3, 5459, 1267, 7486, 6932, 2186, 3, 581, 6563, 5837, 3147, 134, 3, 5]","[2, 5485, 6643, 134, 134, 3, 5]","[2, 6563, 1844, 3, 6114, 5622, 3, 2062, 3088, 3141, 2543, 2967, 6262, 967, 2947, 6133, 2947, 134, 3, 5]",빅데이터 양 [SEP] 여기서 문제 [SEP] 인구수 키에러가 뜨는 이유는? [SEP] 
"[2, 7083, 3458, 3223, 2767, 4201, 2999, 6059, 3002, 3, 5]","[2, 5961, 5507, 5579, 3, 1403, 3914, 2957, 3030, 5928, 5502, 6543, 3151, 2947, 284, 3, 5746, 3469, 3077, 3160, 2926, 1525, 3144, 7561, 5507, 6650, 3420, 2953, 3, 5459, 1267, 7486, 6932, 2186, 3, 581, 6563, 5837, 3147, 134, 3, 5]","[2, 5485, 6643, 134, 134, 3, 5]","[2, 6563, 1844, 3, 6114, 5622, 3, 2062, 3088, 3141, 2543, 2967, 6262, 967, 2947, 6133, 2947, 134, 3, 5]","[2, 5899, 3244, 6059, 3002, 5463, 123, 123, 3, 5]",코드를 보여줘야지.. [SEP] 
"[2, 5961, 5507, 5579, 3, 1403, 3914, 2957, 3030, 5928, 5502, 6543, 3151, 2947, 284, 3, 5746, 3469, 3077, 3160, 2926, 1525, 3144, 7561, 5507, 6650, 3420, 2953, 3, 5459, 1267, 7486, 6932, 2186, 3, 581, 6563, 5837, 3147, 134, 3, 5]","[2, 5485, 6643, 134, 134, 3, 5]","[2, 6563, 1844, 3, 6114, 5622, 3, 2062, 3088, 3141, 2543, 2967, 6262, 967, 2947, 6133, 2947, 134, 3, 5]","[2, 5899, 3244, 6059, 3002, 5463, 123, 123, 3, 5]","[2, 654, 3944, 6059, 3002, 2931, 3, 317, 3637, 1655, 7088, 3323, 123, 123, 3, 5]",누굴 보여줘야 [SEP] 고칠 슈 있나봐.. [SEP] 
"[2, 5485, 6643, 134, 134, 3, 5]","[2, 6563, 1844, 3, 6114, 5622, 3, 2062, 3088, 3141, 2543, 2967, 6262, 967, 2947, 6133, 2947, 134, 3, 5]","[2, 5899, 3244, 6059, 3002, 5463, 123, 123, 3, 5]","[2, 654, 3944, 6059, 3002, 2931, 3, 317, 3637, 1655, 7088, 3323, 123, 123, 3, 5]","[2, 6411, 5448, 3, 5]",뭐여ㅋㅋㅋ [SEP] 
"[2, 6563, 1844, 3, 6114, 5622, 3, 2062, 3088, 3141, 2543, 2967, 6262, 967, 2947, 6133, 2947, 134, 3, 5]","[2, 5899, 3244, 6059, 3002, 5463, 123, 123, 3, 5]","[2, 654, 3944, 6059, 3002, 2931, 3, 317, 3637, 1655, 7088, 3323, 123, 123, 3, 5]","[2, 6411, 5448, 3, 5]","[2, 2059, 7180, 7572, 1267, 2967, 3635, 3, 5]",이부분 답이 뭐에염  [SEP] 
"[2, 5899, 3244, 6059, 3002, 5463, 123, 123, 3, 5]","[2, 654, 3944, 6059, 3002, 2931, 3, 317, 3637, 1655, 7088, 3323, 123, 123, 3, 5]","[2, 6411, 5448, 3, 5]","[2, 2059, 7180, 7572, 1267, 2967, 3635, 3, 5]","[2, 6246, 6582, 134, 3, 5520, 7113, 5447, 3, 5]",새로 나옴? [SEP] 아직 안했어ㅋㅋ [SEP] 
"[2, 654, 3944, 6059, 3002, 2931, 3, 317, 3637, 1655, 7088, 3323, 123, 123, 3, 5]","[2, 6411, 5448, 3, 5]","[2, 2059, 7180, 7572, 1267, 2967, 3635, 3, 5]","[2, 6246, 6582, 134, 3, 5520, 7113, 5447, 3, 5]","[2, 5549, 5500, 7932, 3058, 3, 5]",얼른 하고 알려줘ㅓ  [SEP] 
"[2, 6411, 5448, 3, 5]","[2, 2059, 7180, 7572, 1267, 2967, 3635, 3, 5]","[2, 6246, 6582, 134, 3, 5520, 7113, 5447, 3, 5]","[2, 5549, 5500, 7932, 3058, 3, 5]","[2, 7766, 3, 5]",노력해볼게 [SEP] 
"[2, 2059, 7180, 7572, 1267, 2967, 3635, 3, 5]","[2, 6246, 6582, 134, 3, 5520, 7113, 5447, 3, 5]","[2, 5549, 5500, 7932, 3058, 3, 5]","[2, 7766, 3, 5]","[2, 125, 3009, 3005, 2637, 5519, 127, 3009, 3005, 2637, 3306, 265, 6024, 3941, 6181, 3, 5460, 5482, 3, 5]",1번도 틀리고 3번도 틀린 거 같은뎀 ㅠㅠ  [SEP] 그냥 그거  [SEP] 
"[2, 6246, 6582, 134, 3, 5520, 7113, 5447, 3, 5]","[2, 5549, 5500, 7932, 3058, 3, 5]","[2, 7766, 3, 5]","[2, 125, 3009, 3005, 2637, 5519, 127, 3009, 3005, 2637, 3306, 265, 6024, 3941, 6181, 3, 5460, 5482, 3, 5]","[2, 6926, 3017, 6244, 3, 5]",도와주세여 [SEP] 
"[2, 5549, 5500, 7932, 3058, 3, 5]","[2, 7766, 3, 5]","[2, 125, 3009, 3005, 2637, 5519, 127, 3009, 3005, 2637, 3306, 265, 6024, 3941, 6181, 3, 5460, 5482, 3, 5]","[2, 6926, 3017, 6244, 3, 5]","[2, 408, 2943, 2967, 6860, 3, 5]",기사에 있는거  [SEP] 
"[2, 7766, 3, 5]","[2, 125, 3009, 3005, 2637, 5519, 127, 3009, 3005, 2637, 3306, 265, 6024, 3941, 6181, 3, 5460, 5482, 3, 5]","[2, 6926, 3017, 6244, 3, 5]","[2, 408, 2943, 2967, 6860, 3, 5]","[2, 6946, 123, 123, 123, 134, 3, 5]",구래...? [SEP] 
"[2, 125, 3009, 3005, 2637, 5519, 127, 3009, 3005, 2637, 3306, 265, 6024, 3941, 6181, 3, 5460, 5482, 3, 5]","[2, 6926, 3017, 6244, 3, 5]","[2, 408, 2943, 2967, 6860, 3, 5]","[2, 6946, 123, 123, 123, 134, 3, 5]","[2, 1267, 6073, 5954, 599, 2947, 265, 5489, 3, 6481, 6541, 2967, 6785, 5487, 3, 7610, 408, 2943, 6582, 3, 5482, 6481, 1373, 4645, 408, 3097, 3, 5]",뭐 자기생각 넣는 건데  [SEP] 그대로 구글에 검색하면  [SEP] 관련 기사 나옴  [SEP] 그거 그대로 복붗 기기  [SEP] 
"[2, 6926, 3017, 6244, 3, 5]","[2, 408, 2943, 2967, 6860, 3, 5]","[2, 6946, 123, 123, 123, 134, 3, 5]","[2, 1267, 6073, 5954, 599, 2947, 265, 5489, 3, 6481, 6541, 2967, 6785, 5487, 3, 7610, 408, 2943, 6582, 3, 5482, 6481, 1373, 4645, 408, 3097, 3, 5]","[2, 6494, 6563, 5549, 5919, 3, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 2947, 124, 121, 125, 121, 126, 1577, 5891, 231, 5461, 2999, 2059, 3417, 2925, 3122, 5930, 123, 3, 6, 3, 1218, 3234, 7297, 3, 5]","우선 빅데이터 얼른 할게 [SEP] ③ iris.target는 0, 1, 2  세가지 값으로만 이루어져 있음. [SEP] @나연 [SEP] 멘션하고싶다 [SEP] "
"[2, 408, 2943, 2967, 6860, 3, 5]","[2, 6946, 123, 123, 123, 134, 3, 5]","[2, 1267, 6073, 5954, 599, 2947, 265, 5489, 3, 6481, 6541, 2967, 6785, 5487, 3, 7610, 408, 2943, 6582, 3, 5482, 6481, 1373, 4645, 408, 3097, 3, 5]","[2, 6494, 6563, 5549, 5919, 3, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 2947, 124, 121, 125, 121, 126, 1577, 5891, 231, 5461, 2999, 2059, 3417, 2925, 3122, 5930, 123, 3, 6, 3, 1218, 3234, 7297, 3, 5]","[2, 127, 5891, 231, 6020, 2999, 173, 2059, 3417, 2925, 3122, 5930, 134, 134, 134, 134, 3, 5]",3가지 값으러만 ㄴ 이루어져 있음???? [SEP] 
"[2, 6946, 123, 123, 123, 134, 3, 5]","[2, 1267, 6073, 5954, 599, 2947, 265, 5489, 3, 6481, 6541, 2967, 6785, 5487, 3, 7610, 408, 2943, 6582, 3, 5482, 6481, 1373, 4645, 408, 3097, 3, 5]","[2, 6494, 6563, 5549, 5919, 3, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 2947, 124, 121, 125, 121, 126, 1577, 5891, 231, 5461, 2999, 2059, 3417, 2925, 3122, 5930, 123, 3, 6, 3, 1218, 3234, 7297, 3, 5]","[2, 127, 5891, 231, 6020, 2999, 173, 2059, 3417, 2925, 3122, 5930, 134, 134, 134, 134, 3, 5]","[2, 139, 124, 124, 124, 3, 5544, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 5489, 3, 5639, 127, 6953, 2935, 3, 5]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 [SEP] 이게 iris.target인데 [SEP] 여기 3 보이니 [SEP] 
"[2, 1267, 6073, 5954, 599, 2947, 265, 5489, 3, 6481, 6541, 2967, 6785, 5487, 3, 7610, 408, 2943, 6582, 3, 5482, 6481, 1373, 4645, 408, 3097, 3, 5]","[2, 6494, 6563, 5549, 5919, 3, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 2947, 124, 121, 125, 121, 126, 1577, 5891, 231, 5461, 2999, 2059, 3417, 2925, 3122, 5930, 123, 3, 6, 3, 1218, 3234, 7297, 3, 5]","[2, 127, 5891, 231, 6020, 2999, 173, 2059, 3417, 2925, 3122, 5930, 134, 134, 134, 134, 3, 5]","[2, 139, 124, 124, 124, 3, 5544, 151, 3106, 7204, 123, 162, 6171, 3568, 6313, 5489, 3, 5639, 127, 6953, 2935, 3, 5]","[2, 1883, 5619, 3160, 3, 2767, 1346, 2967, 599, 5730, 3, 134, 134, 5675, 1176, 3279, 3, 5]",엥 그렇네  [SEP] 한 번에 넣으니까  [SEP] ??이건 맞쥬  [SEP] 
